id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
51564356,Home in Ottawa · ★4.89 · 3 bedrooms · 3 beds · 1 bath,290148260,Vincent,,Rideau-Rockcliffe,45.44026,-75.68391,Entire home/apt,172,30,9,2023-06-29,0.32,5,338,6,STR-000-000
51565431,Rental unit in Ottawa · ★4.38 · 1 bedroom · 1 bed · 1.5 shared baths,34602819,Christine,,Rideau-Vanier,45.42493,-75.67744,Private room,85,30,8,2023-08-31,0.30,12,245,2,
51577383,Home in Ottawa · ★4.72 · 4 bedrooms · 5 beds · 2.5 baths,417827807,Nancy,,Gloucester-Southgate,45.36937,-75.60598,Entire home/apt,224,2,83,2023-12-04,3.12,4,248,25,STR-827-322
51585800,Rental unit in Ottawa · ★4.43 · 1 bedroom · 1 bed · 1 bath,7354245,Lisa,,Rideau-Vanier,45.42489,-75.67871,Entire home/apt,126,30,7,2023-08-31,0.33,26,322,3,
51587081,Townhouse in Ottawa · ★4.82 · 3 bedrooms · 4 beds · 3.5 baths,7354245,Lisa,,Gloucester-South Nepean,45.25837,-75.69649,Entire home/apt,189,30,11,2023-11-26,0.42,26,169,2,Exempt
51597456,Home in Ottawa · ★4.50 · 3 bedrooms · 4 beds · 3 baths,297495802,Maytham,,Gloucester-South Nepean,45.3147,-75.5925,Entire home/apt,,30,40,2022-05-31,1.40,2,0,0,
51598311,Rental unit in Ottawa · ★4.95 · 1 bedroom · 1 bed · 1 bath,4726491,Majella,,Rideau-Vanier,45.43098,-75.698,Entire home/apt,115,30,21,2023-06-18,0.76,2,230,3,
51620031,Condo in Ottawa · ★4.83 · 1 bedroom · 1 bed · 1 bath,178275005,Ayat,,Somerset,45.41827,-75.69264,Entire home/apt,,30,6,2021-09-06,0.21,1,0,0,
51621361,Guest suite in Ottawa · ★5.0 · 1 bedroom · 1 bed · 1 bath,144893923,Ahmed,,Gloucester-South Nepean,45.32142,-75.61001,Entire home/apt,83,30,8,2022-01-03,0.28,4,330,0,
51632191,Condo in Ottawa · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,39391964,Hien,,Knoxdale-Merivale,45.34827,-75.71119,Private room,42,30,16,2023-11-27,0.57,1,344,1,
51641789,Townhouse in Ottawa · ★4.59 · 2 bedrooms · 2 beds · 1.5 baths,237272866,Thurka,,Rideau-Goulbourn,45.26541,-75.88279,Entire home/apt,222,30,22,2023-07-08,0.77,1,365,1,
51665908,Home in Ottawa · ★4.83 · 1 bedroom · 1 bed · 1.5 baths,418571122,Vertibel,,Cumberland,45.45675,-75.47289,Private room,110,30,6,2021-10-10,0.21,1,364,0,
51689887,Condo in Ottawa · 1 bedroom · 1 bed · 1.5 baths,29245507,Amanda,,Somerset,45.41451,-75.70298,Entire home/apt,110,180,1,2022-06-09,0.05,1,101,0,
51704357,Rental unit in Ottawa · ★4.52 · 1 bedroom · 1 shared bath,359893185,Tina,,Bay,45.35929,-75.797,Private room,72,2,25,2023-11-17,0.89,3,364,10,STR-826-460
51705079,Rental unit in Ottawa · ★4.63 · 2 bedrooms · 1 shared bath,359893185,Tina,,Bay,45.35779,-75.79562,Private room,145,2,8,2023-07-02,0.29,3,364,1,STR-826-460
51754522,Guest suite in Ottawa · ★4.72 · 3 bedrooms · 3 beds · 1 bath,263231820,Mohsen,,Knoxdale-Merivale,45.36139,-75.71215,Entire home/apt,131,2,174,2023-12-05,6.30,1,0,61,STR-827-280
51789097,Home in Ottawa · ★4.85 · 1 bedroom · 1 bed · 1.5 baths,54534187,Amanda,,Cumberland,45.45244,-75.47487,Private room,82,1,34,2023-12-04,1.27,5,34,22,STR-824-144
51805379,Home in Ottawa · ★4.85 · 1 bedroom · 1 bed · 1.5 shared baths,54534187,Amanda,,Cumberland,45.4526,-75.47491,Private room,64,1,71,2023-12-08,2.66,5,73,33,STR-824-144
51813478,Home in Ottawa · ★4.71 · 3 bedrooms · 3 beds · 2 baths,35325561,Ruth,,Kitchissippi,45.3925,-75.74483,Entire home/apt,131,3,84,2023-12-11,3.05,2,98,49,Exempt
51832082,Rental unit in Ottawa · 1 bedroom · 1 bed · 2 baths,146743514,Carlos,,Rideau-Vanier,45.42245,-75.6805,Private room,88,90,2,2023-10-07,0.12,22,365,1,Exempt
51860491,Guest suite in Ottawa · ★4.96 · 1 bedroom · 1 bed · 1 bath,420078520,Angelina,,River,45.36796,-75.7261,Entire home/apt,107,2,82,2023-12-15,2.95,1,333,22,STR-827-991
51868120,Home in Ottawa · ★4.68 · 1 bedroom · 1 bed · 1 bath,35325561,Ruth,,Kitchissippi,45.39427,-75.74478,Entire home/apt,76,3,41,2023-12-14,4.75,2,126,41,Exempt
51883461,Townhouse in Ottawa · ★4.69 · 1 bedroom · 2 beds · 1 bath,185511621,Salah,,Rideau-Vanier,45.43008,-75.69024,Entire home/apt,100,110,13,2022-06-16,0.47,1,358,0,
51902351,Townhouse in Ottawa · ★4.85 · 1 bedroom · 1 bed · 1.5 shared baths,8812197,Lili,,Orleans,45.48444,-75.48513,Private room,80,28,33,2023-11-24,1.40,4,0,3,STR-826-870
51917610,Home in Ottawa · ★4.67 · 1 bedroom · 1.5 shared baths,304943550,Oluwatonifunmi,,Barrhaven,45.25046,-75.75752,Private room,55,1,12,2023-12-04,0.43,2,350,4,STR-826-581
51918722,Home in Ottawa · ★New · 2 bedrooms · 3 beds · 1 bath,418473146,Lenah,,Gloucester-South Nepean,45.32007779116402,-75.60653410913315,Entire home/apt,80,2,2,2023-12-11,2,1,233,2,STR-837-615
51919131,Townhouse in Ottawa · ★4.75 · 2 bedrooms · 4 beds · 2.5 baths,253953415,Izzy,,Kanata South,45.27869,-75.85411,Entire home/apt,263,2,4,2023-09-03,0.77,1,179,4,STR-833-096
51930604,Condo in Ottawa · ★4.20 · 1 bedroom · 1 bed · 1 bath,370453124,Olivier,,Rideau-Vanier,45.43009,-75.68855,Entire home/apt,100,30,40,2022-09-22,1.49,1,180,0,
51954381,Rental unit in Ottawa · 1 bedroom · 1 bed · 1 shared bath,146743514,Carlos,,Rideau-Vanier,45.42467,-75.68108,Private room,99,14,1,2021-12-22,0.04,22,365,0,STR-243-641
51961737,Townhouse in Ottawa · ★3.94 · 1 bedroom · 1 bed · 1 shared bath,66819187,Suhail,,Barrhaven,45.24567,-75.73891,Private room,29,30,17,2023-10-13,0.69,3,365,1,
52004237,Townhouse in Ottawa · ★4.95 · 3 bedrooms · 5 beds · 2.5 baths,224889769,Eddy,,Osgoode,45.30645,-75.5914,Entire home/apt,280,2,65,2023-10-29,2.83,6,77,30,STR-824-055
52009657,Home in Ottawa · ★4.83 · 1 bedroom · 1 bed · 1.5 shared baths,420516028,Lara,,Barrhaven,45.25185,-75.75739,Private room,80,1,12,2023-11-17,0.43,7,360,5,STR-826-581
52009933,Home in Ottawa · ★4.13 · 1 bedroom · 1 bed · 1.5 shared baths,420516028,Lara,,Barrhaven,45.25194,-75.75747,Private room,67,1,15,2023-09-02,0.54,7,365,2,STR-826-581
52021144,Home in Ottawa · 1 bedroom · 1 bed · 1 shared bath,373242011,Cindy,,Innes,45.46387,-75.50983,Private room,86,31,1,2021-09-05,0.04,3,365,0,
52025047,Home in Ottawa · 4 bedrooms · 4 beds · 3.5 baths,40152886,Assma,,Orleans,45.49211,-75.47215,Entire home/apt,550,30,0,,,1,365,0,
52062727,Rental unit in Ottawa · ★4.83 · 1 bedroom · 1 bed · 2 baths,146743514,Carlos,,Rideau-Vanier,45.42402,-75.68051,Private room,75,30,6,2023-11-01,0.23,22,365,2,Exempt
52091638,Home in Ottawa · ★4.91 · 1 bedroom · 1 bed · 1 private bath,421767946,Erica,,Orleans,45.46715,-75.55087,Private room,96,1,160,2023-11-25,5.81,1,169,33,STR-827-774
52094208,Home in Ottawa · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,189880992,Melhem And Tracey,,Knoxdale-Merivale,45.35586,-75.72375,Private room,35,1,59,2023-08-06,2.14,3,71,25,STR-825-651
52100580,Home in Ottawa · ★4.61 · 1 bedroom · 1.5 shared baths,304943550,Oluwatonifunmi,,Barrhaven,45.25173,-75.75845,Private room,57,1,23,2023-12-13,0.84,2,167,10,STR-826-581
52107885,Guest suite in Ottawa · ★5.0 · 1 bedroom · 2 beds · 1 bath,35819080,Lisa,,Knoxdale-Merivale,45.33494,-75.73958,Entire home/apt,73,30,4,2023-11-30,0.15,2,199,1,
52153477,Rental unit in Ottawa · ★4.50 · 1 bedroom · 1 bed · 1 bath,172952472,Jean,,Rideau-Vanier,45.4365,-75.66331,Entire home/apt,110,30,4,2022-12-17,0.17,1,157,0,
52154466,Home in Ottawa · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,189880992,Melhem And Tracey,,Knoxdale-Merivale,45.35783,-75.72248,Private room,33,1,62,2023-07-24,2.25,3,359,24,STR-825-651
52182928,Home in Ottawa · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,189880992,Melhem And Tracey,,Knoxdale-Merivale,45.35625,-75.72225,Private room,35,1,45,2023-07-30,1.69,3,89,19,STR-825-651
52215116,Home in Ottawa · 3 bedrooms · 3 beds · 1 bath,1959431,Paul,,Rideau-Rockcliffe,45.43905,-75.62034,Entire home/apt,100,30,1,2023-10-05,0.40,15,363,1,
52253949,Home in Ottawa · ★4.95 · 1 bedroom · 1 bed · 1 bath,46509945,Jennifer,,Knoxdale-Merivale,45.32871,-75.75295,Entire home/apt,83,30,19,2023-10-27,0.78,1,241,5,
52254575,Rental unit in Ottawa · ★4.59 · 2 bedrooms · 2 beds · 1 bath,417953682,Joan,,Somerset,45.40895462036133,-75.69984436035156,Entire home/apt,205,2,41,2023-11-12,2.43,3,76,28,STR-823-710
52255725,Serviced apartment in Ottawa · ★4.85 · 1 bedroom · 1 bed · 1 bath,417953682,Joan,,Somerset,45.408924,-75.69973,Entire home/apt,100,31,101,2023-06-04,3.71,3,179,1,STR-823-710
52271817,Townhouse in Ottawa · 1 bedroom · 1 bed · 2.5 baths,5777830,Ose,,Beacon Hill-Cyrville,45.418258601475564,-75.60163354873659,Private room,35,30,0,,,1,362,0,
52280592,Rental unit in Ottawa · ★4.71 · 2 bedrooms · 2 beds · 1 bath,287812491,Sam,,Kitchissippi,45.403019,-75.727394,Entire home/apt,123,1,83,2023-11-19,3.09,1,0,46,STR-826-609
52286739,Villa in Ottawa · ★4.90 · 7 bedrooms · 7 beds · 7.5 baths,425232391,Catherine Kelly,,Somerset,45.41447,-75.69737,Entire home/apt,771,2,10,2023-06-05,0.53,8,312,4,STR-826-901
52288751,Rental unit in Ottawa · 2 bedrooms · 2 beds · 1.5 baths,37469356,Jeanine,,Alta Vista,45.41205,-75.62851,Entire home/apt,110,30,1,2021-10-29,0.04,1,83,0,
52317502,Place to stay in Ottawa · ★4.86 · 1 bedroom · 1 bed · 1.5 shared baths,137013198,Farida,,Gloucester-Southgate,45.36686,-75.63639,Private room,40,30,14,2023-10-26,0.52,4,307,3,
52320471,Townhouse in Ottawa · ★5.0 · 1 bedroom · 1.5 baths,137013198,Farida,,Gloucester-Southgate,45.36653,-75.63669,Private room,87,30,9,2023-06-27,0.47,4,333,2,
52334589,Rental unit in Ottawa · ★5.0 · 2 bedrooms · 1 bed · 1 bath,8530030,Lacey,,Kitchissippi,45.40016,-75.7266,Entire home/apt,132,6,21,2023-11-03,0.79,1,80,8,STR-827-835
52350692,Home in Ottawa · ★5.0 · 1 bedroom · 1 bed · 1 bath,35664716,Jessica-Lee,,Barrhaven,45.26347,-75.75015,Private room,85,30,3,2022-05-31,0.11,1,365,0,
52356083,Home in Ottawa · 1 bedroom · 1 bed · 1 bath,38231742,Arjun,,Cumberland,45.47156,-75.45764,Entire home/apt,123,365,0,,,1,365,0,
52367286,Rental unit in Ottawa · ★4.44 · 3 bedrooms · 3 beds · 1 bath,309073340,Lexi,,Rideau-Vanier,45.43184,-75.68999,Entire home/apt,223,3,106,2023-12-12,3.92,2,358,50,STR-828-448
52372455,Rental unit in Ottawa · ★4.97 · 1 bedroom · 1 bed · 1 bath,40404988,Anthony,,Somerset,45.41374,-75.70866,Entire home/apt,156,1,99,2023-12-14,5.18,1,349,57,STR-827-257
52390106,Home in Ottawa · ★4.67 · 3 bedrooms · 3 beds · 1.5 baths,281757470,Goump,,Barrhaven,45.25059,-75.7516,Entire home/apt,140,31,12,2023-07-13,0.44,1,336,1,
52399274,Home in Ottawa · ★4.67 · 1 bedroom · 1 shared bath,424131620,Said,,Gloucester-South Nepean,45.2903,-75.70339,Private room,80,3,24,2023-09-15,0.89,4,350,2,STR-827-320
52408930,Home in Ottawa · ★4.74 · 1 bedroom · 1 bed · 1.5 shared baths,424131620,Said,,Gloucester-South Nepean,45.29043,-75.70527,Private room,64,1,19,2023-03-05,0.70,4,357,1,STR-827-320
52409110,Home in Ottawa · ★5.0 · 1 bedroom · 1.5 shared baths,424131620,Said,,Gloucester-South Nepean,45.28966,-75.7035,Private room,60,30,8,2023-05-31,0.29,4,364,1,STR-827-320
52417166,Condo in Ottawa · ★5.0 · 1 bedroom · 1 bed · 1 bath,59592410,Etienne,,Somerset,45.41122,-75.69303,Entire home/apt,105,30,5,2023-05-05,0.19,1,0,2,
52418538,Rental unit in Ottawa · 1 bedroom · 1 bed · 1.5 baths,180773759,Papa Amadou Doudou,,Capital,45.41444,-75.67088,Private room,,30,1,2021-10-25,0.04,1,0,0,
52422568,Home in Ottawa · ★4.17 · 1 bedroom · 2 beds · 1.5 baths,424312734,Nola,,Osgoode,45.27249,-75.50432,Private room,75,30,6,2022-06-25,0.23,1,89,0,
52428709,Home in Ottawa · ★4.71 · 2 bedrooms · 2 beds · 1.5 baths,54534187,Amanda,,Cumberland,45.45188,-75.47466,Private room,145,1,7,2023-07-01,0.37,5,0,3,STR-824-144
52440516,Home in Ottawa · ★4.60 · 1 bedroom · 1 bed · 1.5 shared baths,424131620,Said,,Gloucester-South Nepean,45.29002,-75.70379,Private room,59,1,35,2023-10-19,1.30,4,364,9,STR-827-320
52441957,Home in Ottawa · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,391296979,Odenie,,Gloucester-South Nepean,45.26943,-75.7333,Private room,45,1,159,2023-11-17,5.87,3,0,60,STR-826-952
52471530,Townhouse in Ottawa · ★4.81 · 1 bedroom · 1 bed · 1.5 shared baths,137013198,Farida,,Gloucester-Southgate,45.36874,-75.63653,Private room,38,30,21,2023-05-31,0.78,4,327,1,
52471758,Home in Ottawa · ★4.75 · 3 bedrooms · 3 beds · 2 baths,35823823,Rebecca,,Capital,45.39367,-75.69606,Entire home/apt,300,2,8,2023-02-20,0.30,2,28,1,STR-824-044
52506576,Bungalow in Dunrobin · ★5.0 · 3 bedrooms · 3 beds · 1 bath,10964947,Trevor,,West Carleton-March,45.48769,-76.05069,Entire home/apt,98,30,8,2022-05-20,0.33,3,124,0,
52554676,Rental unit in Ottawa · ★4.52 · 1 bedroom · 1 bed · 1 bath,243989772,Aircare,,Somerset,45.40979,-75.69562,Entire home/apt,105,30,44,2023-11-19,1.67,5,362,12,STR-478-944
52566660,Guest suite in Ottawa · ★5.0 · 1 bedroom · 1 bed · 1 bath,59055077,Randa,,Cumberland,45.5210325420728,-75.3865021707801,Entire home/apt,65,30,7,2023-09-01,0.28,1,71,1,
52595083,Home in Ottawa · ★4.82 · 1 bedroom · 1 bed · 1 private bath,425232391,Catherine Kelly,,Somerset,45.41409,-75.69606,Private room,115,2,51,2023-10-28,2.22,8,364,23,STR-826-901
52595252,Villa in Ottawa · ★4.81 · 1 bedroom · 1 bed · 1 private bath,425232391,Catherine Kelly,,Somerset,45.41326,-75.69567,Private room,104,2,107,2023-11-01,4.01,8,0,34,STR-826-901
52595339,Villa in Ottawa · ★4.86 · 1 bedroom · 1 bed · 1 private bath,425232391,Catherine Kelly,,Somerset,45.41402,-75.69726,Private room,109,2,85,2023-11-01,3.18,8,364,43,STR-826-901
52595397,Villa in Ottawa · ★4.88 · 1 bedroom · 1 bed · 1 private bath,425232391,Catherine Kelly,,Somerset,45.41454,-75.6971,Private room,104,2,80,2023-11-25,3.00,8,311,30,STR-826-901
52595528,Villa in Ottawa · ★4.88 · 1 bedroom · 1 bed · 1 private bath,425232391,Catherine Kelly,,Somerset,45.41441,-75.69605,Private room,90,2,104,2023-11-13,4.15,8,364,41,STR-826-901
52595565,Villa in Ottawa · ★4.80 · 1 bedroom · 1 bed · 1 private bath,425232391,Catherine Kelly,,Somerset,45.41475,-75.69695,Private room,105,2,74,2023-11-02,2.78,8,364,26,STR-826-901
52618948,Guest suite in Ottawa · ★4.93 · 1 bedroom · 1 bed · 1 bath,6818902,Sue & Marsh,,Somerset,45.41008,-75.71592,Entire home/apt,111,3,88,2023-12-07,3.67,1,0,46,STR-826-621
52654448,Townhouse in Ottawa · ★4.80 · 4 bedrooms · 5 beds · 3.5 baths,200890848,Sarah,,Orleans,45.48526,-75.50304,Entire home/apt,250,30,20,2022-08-27,0.99,1,320,0,
52671769,Guest suite in Ottawa · ★4.94 · 1 bedroom · 1 bed · 1 bath,19072600,Graham,,Kitchissippi,45.38399124145508,-75.74713134765625,Entire home/apt,125,3,71,2023-12-11,3.33,1,251,32,STR-826-406
52715809,Townhouse in Ottawa · ★4.65 · 3 bedrooms · 3 beds · 2.5 baths,202467724,Tony,,Cumberland,45.44303,-75.47601,Entire home/apt,260,3,34,2023-09-04,1.29,1,358,12,STR-825-814
52719206,Condo in Ottawa · ★4.67 · 2 bedrooms · 2 beds · 1 bath,70072676,Jasleen,,Gloucester-Southgate,45.3419,-75.66431,Entire home/apt,110,30,51,2023-10-03,1.95,1,352,4,Exempt
52796922,Rental unit in Ottawa · ★4.74 · 1 bedroom · 1 bed · 2 shared baths,138778788,John,,Somerset,45.41481,-75.7,Private room,96,1,68,2023-12-10,8.26,6,0,68,STR-831-503
52811386,Townhouse in Ottawa · 1 bedroom · 1 bed · 1 shared bath,425875214,E,,Knoxdale-Merivale,45.33487,-75.72184,Private room,90,30,0,,,1,365,0,
52822276,Condo in Ottawa · ★4.93 · 2 bedrooms · 2 beds · 2.5 baths,196225122,Kinga,,Gloucester-South Nepean,45.25803,-75.72933,Entire home/apt,126,2,60,2023-11-27,2.49,1,93,18,STR-826-403
52835323,Home in Ottawa · 4 bedrooms · 5 beds · 2.5 baths,35715334,Rory,,Knoxdale-Merivale,45.32386,-75.79052,Entire home/apt,210,30,1,2023-08-21,0.25,1,0,1,
52838518,Townhouse in Ottawa · 4 bedrooms · 1.5 shared baths,427800587,Cleverlina,,Knoxdale-Merivale,45.33168,-75.75922,Private room,70,30,0,,,1,364,0,
52839533,Home in Ottawa · ★4.98 · 1 bedroom · 1 bed · 1 shared bath,54534187,Amanda,,Cumberland,45.45095,-75.4746,Private room,64,1,54,2023-12-17,2.06,5,44,23,STR-824-144
52844857,Rental unit in Ottawa · ★4.91 · 2 bedrooms · 2 beds · 1 bath,77583100,Étienne,,Rideau-Vanier,45.43154,-75.69476,Entire home/apt,,1,54,2023-06-15,2.06,2,0,28,STR-828-454
52854728,Cottage in Woodlawn · ★4.50 · 4 bedrooms · 6 beds · 2 baths,196641898,Vick,,West Carleton-March,45.51131,-76.14762,Entire home/apt,399,3,18,2023-08-17,0.69,7,365,3,Exempt
52860074,Home in Ottawa · ★4.94 · 1 bedroom · 1 bed · 1 private bath,21787934,Maria,,Rideau-Vanier,45.43535,-75.69685,Private room,111,2,51,2023-11-08,2.65,1,171,30,STR-826-630
52875772,Rental unit in Ottawa · ★4.80 · 2 bedrooms · 2 beds · 1 bath,7354245,Lisa,,Rideau-Vanier,45.42491,-75.6774,Entire home/apt,124,30,5,2023-07-27,0.24,26,86,2,Exempt
52915008,Condo in Ottawa · ★4.89 · 1 bedroom · 1 bed · 1 bath,83923174,Jessica,,Capital,45.39751,-75.68593,Entire home/apt,189,2,27,2023-11-17,4.09,1,57,27,STR-833-106
52955017,Home in Ottawa · ★4.85 · 2 bedrooms · 3 beds · 1 bath,95217498,Aurora,,Capital,45.40523,-75.67921,Entire home/apt,150,30,114,2023-11-30,4.43,4,313,16,STR-694-567
52968072,Home in Ottawa · ★4.95 · 2 bedrooms · 2 beds · 1 bath,273913518,Tahmina Qaseem,,Stittsville-Kanata West,45.28644,-75.89493,Entire home/apt,126,30,20,2023-10-12,0.80,1,0,18,Exempt
53040097,Home in Ottawa · ★4.78 · 5 bedrooms · 6 beds · 4.5 baths,66264674,Kashy,,Gloucester-South Nepean,45.32092,-75.60973,Entire home/apt,204,30,36,2023-03-19,1.68,3,0,7,Exempt
53043459,Rental unit in Ottawa · ★3.40 · 1 bedroom · 1 bed · 2 shared baths,146743514,Carlos,,Rideau-Vanier,45.42357,-75.68028,Private room,56,30,5,2023-11-30,0.23,22,365,1,Exempt
53047173,Rental unit in Ottawa · ★4.36 · 2 bedrooms · 2 beds · 1 bath,7354245,Lisa,,Rideau-Vanier,45.42492,-75.67801,Entire home/apt,126,30,11,2023-07-29,0.47,26,75,5,Exempt
53047191,Condo in Ottawa · ★4.33 · 2 bedrooms · 3 beds · 1 bath,130820230,Jeff,,Kitchissippi,45.40243,-75.73206,Entire home/apt,90,30,9,2023-05-25,0.36,1,364,1,
53077674,Townhouse in Ottawa · 1 bedroom · 1 bed · 1 shared bath,429671855,Michael,,Rideau-Rockcliffe,45.45215,-75.65283,Private room,75,30,2,2022-05-01,0.09,1,365,0,
53078872,Townhouse in Ottawa · ★4.60 · 1 bedroom · 1 bed · 1 shared bath,182095393,Yeojong,,Barrhaven,45.27917,-75.7475,Private room,,30,5,2021-12-22,0.19,1,0,0,
53090320,Home in Ottawa · 3 bedrooms · 3 beds · 2.5 baths,213338721,Tammy,,Innes,45.46197,-75.51544,Entire home/apt,260,30,0,,,2,364,0,
53091063,Home in Ottawa · ★4.65 · 1 bedroom · 1 bed · 1.5 shared baths,119271373,Sunnie,,Rideau-Vanier,45.423462,-75.675926,Private room,120,1,124,2023-10-17,4.79,5,365,49,STR-826-933
53107826,Guest suite in Ottawa · ★4.88 · 1 bedroom · 1 bed · 1 bath,27099999,Kaitlin,,Knoxdale-Merivale,45.3217,-75.73962,Entire home/apt,92,3,80,2023-12-06,3.11,1,63,33,STR-826-893
53130496,Home in Ottawa · ★4.58 · 1 bedroom · 1 bed · 1.5 shared baths,119271373,Sunnie,,Rideau-Vanier,45.423462,-75.675926,Private room,81,1,198,2023-11-19,7.70,5,362,80,STR-826-933
53135561,Villa in Gatineau · ★4.74 · 4 bedrooms · 8 beds · 2.5 baths,193432103,Executive Stays,,Rideau-Rockcliffe,45.45424,-75.68921,Entire home/apt,398,1,34,2023-11-27,1.33,10,364,8,Exempt
53143457,Condo in Ottawa · ★4.89 · 1 bedroom · 1 bed · 1 bath,193432103,Executive Stays,,Rideau-Vanier,45.42829,-75.69086,Entire home/apt,170,1,56,2023-11-28,2.21,10,353,30,STR-830-134
53149309,Loft in Ottawa · ★4.32 · 1 bedroom · 1 bed · 1 bath,430259826,Charles,,Rideau-Vanier,45.43611,-75.66121,Entire home/apt,62,30,31,2023-06-13,1.25,1,352,1,
53154459,Home in Ottawa · ★4.88 · 2 bedrooms · 2 beds · 1 bath,430301425,Melanie,,College,45.35508,-75.76294,Entire home/apt,150,30,8,2023-02-28,0.31,2,363,1,
53155078,Rental unit in Ottawa · ★4.80 · Studio · 1 bed · 1 bath,52445814,Michaele,,Rideau-Vanier,45.42853,-75.68969,Entire home/apt,160,30,128,2023-12-01,5.00,2,257,49,STR-824-306
53168985,Home in Ottawa · ★4.60 · 1 bedroom · 1 bed · 1 shared bath,119271373,Sunnie,,Rideau-Vanier,45.423462,-75.675926,Private room,95,1,91,2023-11-28,3.54,5,365,34,STR-826-933
53173176,Villa in Ottawa · ★4.84 · 1 bedroom · 1 bed · 1 private bath,425232391,Catherine Kelly,,Somerset,45.41466,-75.69529,Private room,104,2,69,2023-10-09,3.03,8,365,33,STR-826-901
53198905,Villa in Gatineau · ★4.63 · 3 bedrooms · 4 beds · 2.5 baths,193432103,Executive Stays,,Rideau-Rockcliffe,45.4433,-75.6967,Entire home/apt,374,31,43,2022-12-27,1.73,10,351,1,Exempt
53202587,Home in Ottawa · ★4.94 · 3 bedrooms · 2.5 baths,18842066,Walid,,Orleans,45.47041,-75.54885,Entire home/apt,124,30,17,2022-03-20,0.66,2,0,0,
53226210,Townhouse in Ottawa · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,3234361,Helin,,Rideau-Rockcliffe,45.44229,-75.67525,Private room,91,2,64,2023-11-28,2.54,2,343,26,STR-835-231
53230115,Townhouse in Ottawa · ★4.91 · 1 bedroom · 1.5 baths,149921091,Raheela,,Beacon Hill-Cyrville,45.42937,-75.63359,Entire home/apt,,5,11,2022-07-10,0.45,1,0,0,STR-826-007
53241421,Home in Ottawa · 4 bedrooms · 2 beds · 3 baths,8396708,Loïc,,Rideau-Rockcliffe,45.43944,-75.68451,Entire home/apt,,30,1,2022-06-25,0.06,1,0,0,
53251221,Home in Ottawa · ★4.70 · 1 bedroom · 1 bed · 1.5 shared baths,119271373,Sunnie,,Rideau-Vanier,45.423462,-75.675926,Private room,90,1,47,2023-11-17,1.86,5,334,32,STR-826-933
53252830,Home in Ottawa · ★4.76 · 3 bedrooms · 3 beds · 2.5 baths,420843743,Masuda,,Gloucester-South Nepean,45.2744,-75.67855,Entire home/apt,160,30,25,2023-05-11,1.04,1,227,1,
53271985,Guest suite in Ottawa · ★4.94 · 1 bedroom · 1 bed · 1 bath,55288519,Grace,,Capital,45.41184,-75.67767,Entire home/apt,120,1,162,2023-10-30,6.38,1,16,74,STR-828-548
53302297,Cottage in Ottawa · ★4.93 · 3 bedrooms · 4 beds · 2.5 baths,22350228,Jenny,,West Carleton-March,45.51136,-76.13217,Entire home/apt,407,1,54,2023-12-03,2.18,9,0,26,STR-827-237
53337383,Rental unit in Ottawa · ★4.83 · 2 bedrooms · 2 beds · 1.5 baths,417953682,Joan,,Somerset,45.408924,-75.69973,Entire home/apt,130,31,95,2023-10-22,3.76,3,179,22,STR-823-710
53345216,Home in Ottawa · ★4.97 · 1 bedroom · 1 bed · 1.5 shared baths,431922523,Naina,,Orleans,45.47988,-75.46801,Private room,60,1,35,2023-10-18,1.72,2,353,24,STR-828-682
53345344,Home in Ottawa · 1 bedroom · 1 bed · 1.5 shared baths,431922523,Naina,,Orleans,45.47897,-75.46775,Private room,55,30,1,2022-05-15,0.05,2,365,0,
53345535,Home in Ottawa · ★5.0 · 3 bedrooms · 3 beds · 2.5 shared baths,54534187,Amanda,,Cumberland,45.45236,-75.47642,Private room,220,1,7,2023-08-24,0.84,5,0,7,STR-824-144
53380534,Rental unit in Ottawa · ★4.94 · 2 bedrooms · 2 beds · 1 bath,10109677,Rebecca,,Somerset,45.40572,-75.70632,Entire home/apt,169,2,129,2023-12-03,5.10,1,159,57,STR-827-323
53416220,Loft in Ottawa · ★4.67 · 2 bedrooms · 2 beds · 1 bath,76903077,Kenneth,,College,45.34781,-75.77538,Entire home/apt,123,1,55,2023-12-01,2.40,1,288,48,STR-828-719
53433033,Rental unit in Ottawa · 3 bedrooms · 3 beds · 1 bath,430301425,Melanie,,College,45.35487,-75.76148,Entire home/apt,145,30,1,2021-11-27,0.04,2,300,0,
53433604,Bed and breakfast in Ottawa · ★4.72 · 1 bedroom · 1 bed · 1 shared bath,391296979,Odenie,,Gloucester-South Nepean,45.2687693,-75.73249469999999,Private room,45,1,39,2023-12-14,5.34,3,86,39,STR-826-952
53436584,Cottage in Woodlawn · ★5.0 · 4 bedrooms · 6 beds · 3 baths,196641898,Vick,,West Carleton-March,45.50912,-76.14821,Entire home/apt,399,3,11,2023-08-09,0.46,7,365,2,Exempt
