id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
34779500,Townhouse in Ottawa · ★4.90 · 1 bedroom · 1 bed · 1.5 shared baths,255949698,Shreya,,Stittsville-Kanata West,45.26719,-75.90541,Private room,,30,31,2020-03-14,0.56,3,0,0,
34895985,Guest suite in Ottawa · ★4.96 · 2 bedrooms · 3 beds · 1 bath,263020445,Tony,,Somerset,45.40928,-75.70393,Entire home/apt,130,30,95,2023-11-22,1.72,1,208,5,
34907346,Rental unit in Ottawa · ★4.78 · 2 bedrooms · 2 beds · 1 bath,263089980,Khamar,,Alta Vista,45.37747,-75.65051,Entire home/apt,,30,9,2019-11-30,0.16,1,0,0,
34944274,Townhouse in Ottawa · ★5.0 · 1 bedroom · 1 bed · 1 private bath,86754421,Wolfgang,,Innes,45.45069,-75.53411,Private room,40,30,3,2019-09-29,0.06,2,53,0,
34981237,Townhouse in Ottawa · 1 bedroom · 1 bed · 1 private bath,263563034,Khaiel,,Gloucester-South Nepean,45.27245,-75.71235,Private room,70,30,0,,,1,0,0,
34982338,Condo in Ottawa · ★4.89 · 2 bedrooms · 2 beds · 2 baths,73103405,Anjalia,,Capital,45.40013,-75.69941,Entire home/apt,180,30,28,2023-11-27,0.50,1,200,6,
35037773,Guest suite in Ottawa · 2 bedrooms · 3 beds · 1 bath,254619986,Cory,,Gloucester-South Nepean,45.26041,-75.7098,Entire home/apt,321,30,0,,,2,365,0,
35042812,Villa in Ottawa · 1 bedroom · 1 bed · 1.5 baths,263983746,秀丽,,College,45.34094,-75.751,Private room,,30,2,2019-06-21,0.04,1,0,0,
35154178,Rental unit in Ottawa · 1 bedroom · 1 bed · 1 shared bath,63519125,Kim,,Cumberland,45.49366,-75.46803,Private room,78,30,2,2019-07-01,0.04,2,89,0,
35154955,Condo in Ottawa · ★4.62 · 1 bedroom · 2 beds · 1 bath,152737295,Fahimeh,,River,45.35779,-75.70538,Entire home/apt,110,2,21,2023-10-20,0.40,1,89,9,STR-827-442
35164641,Condo in Ottawa · ★4.75 · 1 bedroom · 1 bed · 1 bath,198897726,George,,Gloucester-Southgate,45.35829,-75.65087,Private room,75,30,4,2022-06-27,0.07,1,89,0,
35212084,Home in Ottawa · 1 bedroom · 1 bed · 1 shared bath,104936807,Keder,,Cumberland,45.4581,-75.50354,Private room,,30,0,,,1,0,0,
35217926,Bungalow in Ottawa · ★4.92 · 2 bedrooms · 2 beds · 1 bath,75720140,Sandra,,Bay,45.35223,-75.80376,Entire home/apt,107,30,13,2023-11-25,0.24,4,27,2,
35231014,Rental unit in Ottawa · ★4.99 · 2 bedrooms · 2 beds · 2 baths,109726562,Tara & Roger,,Somerset,45.41255,-75.70089,Entire home/apt,363,4,70,2023-11-24,1.27,3,358,20,STR-826-882
35260978,Rental unit in Ottawa · ★4.60 · 2 bedrooms · 5 beds · 2 baths,20260391,Suzanne,,Kitchissippi,45.40633,-75.72264,Entire home/apt,135,30,43,2023-07-21,0.80,2,178,1,
35263279,Townhouse in Ottawa · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,184084496,Temi,,Beacon Hill-Cyrville,45.44643,-75.59853,Private room,50,30,4,2021-10-02,0.07,1,320,0,
35275234,Home in Ottawa · ★4.68 · 2 bedrooms · 2 beds · 1 shared bath,239618072,Flore,,Alta Vista,45.39238,-75.67442,Private room,85,2,168,2023-11-19,3.06,2,361,35,STR-826-299
35282859,Home in Ottawa · ★4.88 · 1 bedroom · 2 beds · 1 private bath,265631185,Mathew,,Stittsville-Kanata West,45.27005,-75.94646,Private room,56,30,89,2023-12-07,1.61,1,49,6,
35339049,Loft in Ottawa · ★4.82 · Studio · 1 bed · 1 bath,266054606,Danielle,,Rideau-Vanier,45.43046,-75.69466,Entire home/apt,,30,162,2023-03-21,2.97,5,0,2,
35348834,Condo in Ottawa · 1 bedroom · 1 bed · 1 bath,59741737,Claudine,,Rideau-Rockcliffe,45.43602,-75.64761,Entire home/apt,,30,2,2021-12-02,0.04,1,0,0,
35351154,Rental unit in Ottawa · 2 bedrooms · 1 bed · 1.5 baths,256706437,Vicki,,River,45.37931,-75.72215,Entire home/apt,80,30,0,,,1,0,0,
35351293,Condo in Ottawa · 1 bedroom · 2 beds · 1 bath,266144762,Rahul,,Rideau-Vanier,45.42671,-75.68595,Entire home/apt,120,90,1,2020-09-30,0.03,2,90,0,
35452994,Rental unit in Ottawa · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,78075460,Farshad,,Rideau-Vanier,45.41851,-75.67126,Private room,,30,8,2019-10-25,0.15,2,0,0,
35465673,Home in Ottawa · ★4.92 · 1 bedroom · 1 bed · 1.5 shared baths,207396329,Jing Ping,,Rideau-Vanier,45.4317,-75.69294,Private room,45,30,90,2023-10-13,1.64,4,58,3,
35489413,Home in Ottawa · 1 bedroom · 1 bed · 2 shared baths,3201295,Greg And Valerie,,College,45.35930160318273,-75.74668929976151,Private room,32,90,1,2020-04-28,0.02,7,169,0,
35564596,Townhouse in Ottawa · ★4.95 · 2 bedrooms · 2 beds · 1.5 baths,2510838,Kelly,,Kanata South,45.27516,-75.84442,Entire home/apt,94,30,56,2023-09-30,1.02,1,229,3,
35576045,Guest suite in Ottawa · ★4.31 · 1 bedroom · 2 beds · 1 private bath,265631651,Alina,,River,45.36881,-75.74179,Private room,,30,16,2021-04-17,0.29,1,0,0,
35616477,Condo in Ottawa · 3 bedrooms · 4 beds · 3 baths,25124947,Olga,,Gloucester-Southgate,45.36703,-75.6351,Entire home/apt,,30,1,2019-07-10,0.02,1,0,0,
35639822,Townhouse in Ottawa · ★4.81 · 4 bedrooms · 4 beds · 1.5 baths,268114840,Janet/Dave,,Kanata North,45.31881,-75.89352,Entire home/apt,,30,36,2020-03-01,0.66,1,0,0,
35795745,Condo in Ottawa · 3 bedrooms · 3 beds · 2 baths,269254012,Silvain,,Somerset,45.41433,-75.70017,Entire home/apt,,30,2,2019-08-04,0.04,1,0,0,
35795770,Rental unit in Ottawa · ★4.60 · 2 bedrooms · 1 bed · 1 bath,34602819,Christine,,Rideau-Vanier,45.4271,-75.67817,Private room,85,30,5,2023-07-31,0.10,12,328,1,
35825170,Condo in Ottawa · ★4.60 · 1 bedroom · 1 bed · 1 bath,269484390,Alessandro,,Somerset,45.41594,-75.70486,Entire home/apt,,30,10,2019-10-27,0.18,1,0,0,
35837931,Guest suite in Ottawa · ★4.62 · 1 bedroom · 1 bed · 1 bath,146045178,Tonya,,Somerset,45.41022,-75.70402,Entire home/apt,100,30,26,2022-12-25,0.48,1,0,1,
35844813,Rental unit in Ottawa · 1 bedroom · 1 bed · 1 shared bath,66960302,Nadiéjda,,Rideau-Vanier,45.42571,-75.67453,Private room,,30,1,2019-08-10,0.02,4,0,0,
35848407,Rental unit in Ottawa · ★4.94 · 1 bedroom · 1 bed · 1 bath,5148584,Alex,,Rideau-Rockcliffe,45.42597,-75.66461,Entire home/apt,120,3,79,2023-11-27,3.58,1,160,39,STR-827-157
35863206,Rental unit in Ottawa · 1 bedroom · 1 bed · 1 shared bath,66960302,Nadiéjda,,Rideau-Vanier,45.42454,-75.67611,Private room,,30,1,2019-07-20,0.02,4,0,0,
35871225,Rental unit in Ottawa · ★4.77 · 2 bedrooms · 1 bed · 1 shared bath,34602819,Christine,,Rideau-Vanier,45.42571,-75.67829,Private room,85,30,13,2023-08-02,0.25,12,248,4,
35880007,Loft in Ottawa · ★5.0 · 2 bedrooms · 2 beds · 2 baths,3363185,Grace,,Capital,45.40185,-75.68644,Entire home/apt,164,30,10,2019-12-30,0.18,2,0,0,
35911309,Loft in Ottawa · ★5.0 · 1 bedroom · 1 bed · 1 private bath,3363185,Grace,,Capital,45.40333,-75.68607,Private room,79,30,9,2020-03-20,0.16,2,0,0,
35994940,Rental unit in Ottawa · Studio · 3 beds · 1 bath,266148212,Jas,,Knoxdale-Merivale,45.35345,-75.71803,Entire home/apt,,30,1,2019-07-30,0.02,1,0,0,
36026015,Rental unit in Ottawa · ★4.49 · 2 bedrooms · 2 beds · 1 bath,202376751,Serena,,Capital,45.40211,-75.6855,Entire home/apt,119,2,162,2023-11-13,2.98,3,71,24,STR-827-239
36112880,Townhouse in Ottawa · ★4.90 · 1 bedroom · 1 bed · 1.5 shared baths,271399823,Alice,,Kanata South,45.27385,-75.86569,Private room,,30,10,2019-08-06,0.18,1,0,0,
36118178,Home in Ottawa · ★4.89 · 5 bedrooms · 6 beds · 2 baths,36571261,Lianna,,Bay,45.35685,-75.7947,Entire home/apt,509,1,215,2023-11-22,4.13,2,0,44,STR-826-441
36131626,Rental unit in Ottawa · 1 bedroom · 1 bed · 1.5 baths,202359913,Emmanuel,,Rideau-Vanier,45.43442,-75.65288,Private room,150,30,0,,,3,0,0,
36132652,Rental unit in Ottawa · 11 bedrooms · 1 bed · 1.5 shared baths,202359913,Emmanuel,,Rideau-Vanier,45.43493,-75.65334,Private room,80,30,1,2019-07-14,0.02,3,0,0,
36146582,Rental unit in Ottawa · ★4.83 · 2 bedrooms · 3 beds · 1 bath,25132604,Helen,,Somerset,45.41256,-75.69302,Entire home/apt,140,31,336,2022-10-16,6.42,2,34,0,
36235329,Home in Ottawa · ★4.72 · 1 bedroom · 1 bed · 1.5 shared baths,209486352,Nepo,,Gloucester-Southgate,45.34658,-75.63734,Private room,30,30,18,2023-10-21,0.33,2,332,3,Exempt
36279455,Home in Ottawa · ★4.89 · 3 bedrooms · 3 beds · 1 bath,59171644,Rachel,,Capital,45.40148,-75.67416,Entire home/apt,,30,9,2022-05-23,0.17,1,0,0,
36314081,Townhouse in Ottawa · ★4.81 · 2 bedrooms · 2 beds · 1 bath,190825443,Shabnam,,Gloucester-Southgate,45.34334,-75.66476,Entire home/apt,112,2,27,2023-12-08,0.51,1,356,4,STR-837-663
36344364,Rental unit in Ottawa · ★4.78 · 1 bedroom · 1 bed · 1 bath,261074186,Dory,,Beacon Hill-Cyrville,45.44632,-75.6093,Entire home/apt,89,1,152,2023-12-02,4.57,1,163,42,STR-827-129
36548184,Home in Ottawa · 1 bedroom · 1 bed · 1.5 shared baths,226556851,Lily,,College,45.34174,-75.74946,Shared room,,30,0,,,2,0,0,
36564617,Rental unit in Ottawa · ★4.92 · 1 bedroom · 1 bed · 1 bath,34602819,Christine,,Rideau-Vanier,45.42707,-75.67646,Entire home/apt,85,30,12,2023-08-31,0.29,12,183,1,
36566037,Home in Ottawa · ★4.98 · 3 bedrooms · 3 beds · 1.5 baths,41637724,Caroline,,Stittsville-Kanata West,45.2828,-75.92524,Entire home/apt,140,30,63,2023-04-16,1.17,1,290,2,
36652563,Hotel in Ottawa · ★4.28 · 1 bedroom · 2 beds · 1 private bath,257766547,Les Suites Hotel Ottawa,,Rideau-Vanier,45.4263,-75.68849,Hotel room,225,1,39,2023-10-22,0.74,3,350,8,Exempt
36652931,Hotel in Ottawa · ★4.41 · 1 bedroom · 2 beds · 1 private bath,257766547,Les Suites Hotel Ottawa,,Rideau-Vanier,45.4263,-75.68849,Hotel room,245,1,49,2023-10-14,1.01,3,349,10,Exempt
36652933,Hotel in Ottawa · ★4.35 · 2 bedrooms · 4 beds,257766547,Les Suites Hotel Ottawa,,Rideau-Vanier,45.4263,-75.68904,Hotel room,335,1,113,2023-11-16,2.16,3,334,31,Exempt
36693279,Bungalow in Ottawa · ★4.67 · 3 bedrooms · 4 beds · 1 bath,275781862,Gianni,,Rideau-Vanier,45.43492,-75.65335,Entire home/apt,229,30,24,2022-08-11,0.46,1,61,0,
36694535,Rental unit in Ottawa · ★4.88 · 2 bedrooms · 2 beds · 1 bath,7354245,Lisa,,Rideau-Rockcliffe,45.42669,-75.65637,Entire home/apt,149,30,26,2023-11-10,0.49,26,287,3,
36732379,Rental unit in Ottawa · ★4.94 · 2 bedrooms · 2 beds · 2 baths,276103947,Emilie,,Rideau-Vanier,45.43077,-75.67467,Entire home/apt,140,30,31,2023-08-31,0.74,1,365,1,
36797534,Home in Ottawa · ★4.30 · 1 bedroom · 1 bed · 1 private bath,208076990,Marie,,River,45.36683,-75.65726,Private room,,30,27,2020-01-17,0.51,1,0,0,
36831364,Home in Ottawa · ★4.74 · 3 bedrooms · 4 beds · 2.5 baths,256351425,Chikezirim,,Gloucester-South Nepean,45.2734,-75.72669,Entire home/apt,195,3,47,2023-10-30,0.89,1,195,26,STR-830-669
36842273,Home in Ottawa · ★4.82 · 1 bedroom · 1 bed · 1.5 shared baths,271090460,Sony,,Innes,45.42569,-75.51605,Private room,,30,22,2020-09-01,0.43,2,0,0,
36875469,Home in Ottawa · ★4.89 · 1 bedroom · 1 bed · 1.5 shared baths,271090460,Sony,,Innes,45.42664,-75.51756,Private room,,30,53,2020-09-30,1.03,2,0,0,
36967806,Rental unit in Ottawa · ★5.0 · 1 bedroom · 1 bed · 1 bath,138035398,Eric And Nancy,,Alta Vista,45.39569,-75.63286,Entire home/apt,98,5,55,2023-11-04,1.03,1,293,12,STR-824-810
37056126,Home in Ottawa · ★4.54 · 2 bedrooms · 3 beds · 1 bath,198521862,Ali,,Bay,45.3558,-75.79333,Entire home/apt,159,30,50,2022-06-06,0.93,1,30,0,
37061257,Townhouse in Ottawa · ★4.55 · 1 bedroom · 1 bed · 1 shared bath,175818482,Cristine,,River,45.349,-75.66149,Private room,45,10,11,2023-10-28,0.21,2,365,4,Exempt
37094611,Home in Ottawa · 1 bedroom · 1 bed · 2.5 shared baths,120391551,Quoc,,Rideau-Vanier,45.43091,-75.67811,Private room,,30,2,2019-08-28,0.04,1,0,0,
37182019,Rental unit in Ottawa · 1 bedroom · 1 bed · 1 shared bath,279411600,Jemimah,,Rideau-Rockcliffe,45.42466,-75.64483,Private room,,30,0,,,1,0,0,
37206914,Home in Ottawa · ★4.92 · 3 bedrooms · 3 beds · 1.5 baths,280064607,Lucia,,Alta Vista,45.37291,-75.66324,Entire home/apt,138,2,199,2023-12-10,3.75,1,138,58,STR-826-459
37296719,Rental unit in Ottawa · ★5.0 · 2 bedrooms · 2 beds · 1 bath,76051662,Karen,,Rideau-Rockcliffe,45.44475,-75.66619,Entire home/apt,,45,3,2019-09-29,0.06,3,0,0,
37297206,Rental unit in Ottawa · ★4.72 · 2 bedrooms · 2 beds · 1 bath,160515742,Leilany,,Rideau-Rockcliffe,45.42668,-75.65425,Entire home/apt,140,30,179,2023-10-30,3.36,1,365,53,Exempt
37329704,Home in Ottawa · 5 bedrooms · 5 beds · 2.5 baths,89719508,Hanan,,Orleans,45.47387,-75.47554,Entire home/apt,220,30,2,2020-02-16,0.04,1,180,0,STR-827-182
37333944,Home in Ottawa · ★4.95 · 5 bedrooms · 5 beds · 2.5 baths,55668311,Paul,,Rideau-Vanier,45.42147,-75.67539,Entire home/apt,292,2,178,2023-12-07,3.34,2,0,48,STR-824-250
37527280,Rental unit in Ottawa · ★4.78 · 1 bedroom · 2 beds · 1 bath,28506105,Tom,,Kitchissippi,45.40528,-75.72589,Entire home/apt,,30,18,2020-03-31,0.35,1,0,0,
37530280,Home in Ottawa · ★4.98 · 1 bedroom · 1 bed · 1 shared bath,155791470,Badri,,Gloucester-Southgate,45.36805,-75.6311,Private room,45,30,40,2022-01-02,0.76,5,134,0,
37531194,Guesthouse in Ottawa · ★4.97 · 1 bedroom · 1 bed · 1 bath,41528713,Chris,,Kitchissippi,45.38994,-75.74325,Entire home/apt,117,3,157,2023-12-01,3.03,1,91,40,STR-824-233
37599915,Townhouse in Ottawa · 1 bedroom · 2 beds · 1.5 baths,131074974,Tim,,Kitchissippi,45.39688,-75.75064,Private room,90,30,0,,,1,89,0,
37855919,Townhouse in Ottawa · 2 bedrooms · 2 beds · 2.5 baths,63527294,Anita,,Orleans,45.48468,-75.50457,Entire home/apt,250,30,2,2019-09-16,0.04,1,364,0,
37915007,Guest suite in Ottawa · ★4.87 · 1 bedroom · 1 bed · 1 bath,44076958,Tara,,Gloucester-Southgate,45.34438,-75.62957,Entire home/apt,85,7,30,2023-01-09,0.58,1,0,2,STR-827-448
37943891,Home in Ottawa · ★4.83 · 2 bedrooms · 2 beds · 1 private bath,140340117,Fatima,,Rideau-Rockcliffe,45.43636,-75.63948,Private room,85,30,42,2022-08-25,0.81,1,89,0,Exempt
37962659,Condo in Ottawa · ★4.25 · 1 bedroom · 1 bed · 1 bath,287811666,Byward,,Rideau-Vanier,45.43031,-75.68758,Entire home/apt,108,30,12,2019-10-25,0.23,1,46,0,
37997042,Townhouse in Ottawa · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,33441361,Tarek,,Kanata North,45.35401,-75.91814,Private room,,30,5,2020-02-15,0.10,2,0,0,
38015133,Home in Ottawa · ★4.99 · 2 bedrooms · 2 beds · 1 private bath,288388765,Brian,,Kanata South,45.2888,-75.88237,Private room,75,30,74,2023-07-01,1.41,1,14,2,
38018009,Home in Ottawa · ★4.86 · 4 bedrooms · 4 beds · 2 baths,885067,Mest,,Bay,45.351,-75.82681,Entire home/apt,189,30,14,2023-09-23,0.29,1,115,1,
38043526,Rental unit in Ottawa · ★4.95 · Studio · 2 beds · 1 bath,12968346,Nicole,,Somerset,45.42008,-75.69501,Entire home/apt,32,30,20,2020-03-09,0.42,1,0,0,
38115754,Townhouse in Ottawa · ★4.67 · 2 bedrooms · 2 beds · 1.5 baths,33441361,Tarek,,Kanata North,45.35492,-75.91851,Private room,,30,3,2019-12-30,0.06,2,0,0,
38127895,Guest suite in Ottawa · ★4.12 · 2 bedrooms · 2 beds · 1 bath,410862060,Cyrus,,Rideau-Rockcliffe,45.44567,-75.63362,Entire home/apt,75,30,26,2023-11-30,0.50,2,240,1,
38128159,Home in Ottawa · ★4.74 · 3 bedrooms · 3 beds · 1 bath,7389275,Richard,,Rideau-Vanier,45.43129,-75.69216,Entire home/apt,110,30,34,2023-11-24,0.67,2,167,4,
38148242,Rental unit in Ottawa · 1 bedroom · 2 beds · 1 bath,19867931,Eryn,,Somerset,45.41873,-75.68806,Entire home/apt,,30,2,2020-01-02,0.04,1,0,0,
38183714,Guest suite in Ottawa · ★4.70 · 1 bedroom · 2 beds · 1 bath,290148260,Vincent,,Rideau-Rockcliffe,45.44191,-75.67793,Entire home/apt,75,60,27,2023-10-01,0.52,5,200,5,STR-000-000
38184047,Home in Ottawa · ★4.94 · 3 bedrooms · 3 beds · 1 bath,290148260,Vincent,,Rideau-Rockcliffe,45.44259,-75.67764,Entire home/apt,158,30,18,2022-03-13,0.35,5,338,0,STR-000-000
38188733,Rental unit in Ottawa · 2 bedrooms · 3 beds · 1 bath,290184734,Chantelle,,Kanata South,45.29184,-75.88188,Entire home/apt,,30,2,2019-09-20,0.04,1,0,0,
38232126,Bungalow in Ottawa · 2 bedrooms · 3 beds · 1 bath,17224681,Simon,,Alta Vista,45.39252,-75.6174,Entire home/apt,,30,0,,,1,0,0,
38271811,Rental unit in Ottawa · ★4.50 · 1 bedroom · 1 bed · 1.5 baths,34602819,Christine,,Rideau-Vanier,45.42747,-75.67702,Private room,85,30,4,2022-12-04,0.21,12,347,0,
38291331,Rental unit in Ottawa · ★4.94 · 1 bedroom · 2 beds · 1 bath,358100,Alexandre & Tanya,,Rideau-Vanier,45.43341,-75.69865,Entire home/apt,95,31,34,2020-03-25,0.65,1,230,0,
38323716,Rental unit in Ottawa · ★4.80 · 2 bedrooms · 2 beds · 1 bath,16145984,Nik,,Kitchissippi,45.40345,-75.718,Entire home/apt,,30,5,2019-10-22,0.10,2,0,0,
38351049,Rental unit in Ottawa · ★4.75 · 2 bedrooms · 2 beds · 1 bath,174518,Rolf-Carlos,,Somerset,45.4111,-75.70003,Entire home/apt,75,30,20,2021-03-29,0.39,2,0,0,
38389589,Rental unit in Ottawa · ★4.77 · 1 bedroom · 1 bed · 1 bath,292234887,Clarissa,,Barrhaven,45.29557,-75.73189,Entire home/apt,,30,13,2021-01-03,0.25,1,0,0,
38428058,Rental unit in Ottawa · 1 bedroom · 1 bed · 1 shared bath,16145984,Nik,,Kitchissippi,45.40525,-75.71801,Private room,,30,0,,,2,0,0,
38428610,Rental unit in Ottawa · ★5.0 · 2 bedrooms · 3 beds · 1 bath,292880141,Chantelle,,Kanata South,45.29168,-75.88349,Entire home/apt,,30,3,2019-10-13,0.06,1,0,0,
38433252,Rental unit in Ottawa · ★4.60 · 1 bedroom · 1 bed · 1 bath,15772826,Samuel,,Somerset,45.41293,-75.69341,Entire home/apt,,30,5,2020-03-02,0.10,1,0,0,
38461718,Guest suite in Ottawa · ★4.85 · 1 bedroom · 2 beds · 1 bath,293238292,Auday,,Alta Vista,45.39644,-75.62441,Entire home/apt,95,2,73,2023-11-26,3.33,2,365,25,STR-826-871
38479265,Home in Ottawa · ★4.86 · 1 bedroom · 1 bed · 1 private bath,126596738,Tara,,Somerset,45.41889,-75.68415,Private room,97,2,65,2023-10-21,1.27,5,363,17,STR-826-228
38481023,Home in Ottawa · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,126596738,Tara,,Somerset,45.41922,-75.68532,Private room,76,2,79,2023-10-30,1.54,5,365,33,STR-826-228
38481844,Home in Ottawa · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,126596738,Tara,,Somerset,45.41887,-75.68357,Private room,85,2,112,2023-11-17,2.19,5,365,34,STR-826-228
38482681,Home in Ottawa · ★4.74 · 1 bedroom · 1 bed · 1 private bath,126596738,Tara,,Somerset,45.41798,-75.68431,Private room,63,2,68,2023-12-13,1.33,5,0,32,STR-826-228
38483156,Home in Ottawa · ★4.94 · 1 bedroom · 1 bed · 1 private bath,126596738,Tara,,Somerset,45.41803,-75.68377,Private room,89,2,62,2023-12-09,1.21,5,365,17,STR-826-228
38665728,Rental unit in Ottawa · ★5.0 · Studio · 1 bed · 1 bath,38459934,Corporate Stays,,Somerset,45.41979,-75.69386,Entire home/apt,100,31,4,2021-04-04,0.10,62,36,0,
38670730,Rental unit in Ottawa · ★4.92 · 3 bedrooms · 3 beds · 1 bath,178113000,Simon,,Knoxdale-Merivale,45.36543,-75.7131,Entire home/apt,,30,150,2022-08-28,2.90,1,0,0,
38671165,Rental unit in Ottawa · ★3.67 · 2 bedrooms · 2 beds · 1 bath,38459934,Corporate Stays,,Somerset,45.4194,-75.69345,Entire home/apt,115,31,3,2023-06-11,0.07,62,89,1,
38679050,Townhouse in Gatineau · ★4.67 · 1 bedroom · 2 beds · 2 shared baths,106843736,Stephanie,,Rideau-Rockcliffe,45.45522,-75.68618,Private room,103,30,3,2022-06-01,0.06,1,179,0,
38695120,Bungalow in Ottawa · 3 bedrooms · 3 beds · 2 baths,295821451,Cynthia,,College,45.36209,-75.74745,Entire home/apt,650,30,0,,,1,363,0,
38705027,Loft in Ottawa · ★4.78 · 1 bedroom · 1 bed · 1 bath,39181988,Calli,,Somerset,45.41323,-75.70481,Entire home/apt,,30,23,2020-08-21,0.45,2,0,0,
38729312,Home in Ottawa · 1 bedroom · 1 bed · 2 shared baths,3201295,Greg And Valerie,,College,45.359956964453566,-75.74846338672239,Private room,32,60,1,2023-08-26,0.26,7,162,1,
38746753,Rental unit in Ottawa · ★4.88 · 1 bedroom · 1 bed · 1 bath,193272990,Soai,,Somerset,45.4116,-75.71268,Entire home/apt,99,3,48,2023-10-27,0.97,1,364,29,STR-830-211
38758177,Guest suite in Ottawa · ★4.95 · Studio · 1 bed · 1 bath,296385586,Jonathan,,Gloucester-Southgate,45.34721,-75.63098,Entire home/apt,105,1,299,2023-12-07,5.89,1,268,45,STR-827-817
38760864,Townhouse in Ottawa · ★4.93 · 1 bedroom · 2 beds · 1 private bath,252745404,夏,,Bay,45.35146,-75.80156,Private room,55,1,100,2023-10-14,1.94,3,230,13,STR-826-278
38843716,Rental unit in Ottawa · ★4.88 · Studio · 2 beds · 0 baths,192262968,Saliha,,Rideau-Rockcliffe,45.42332,-75.65612,Entire home/apt,70,31,78,2023-10-30,1.52,1,196,1,
38844505,Guesthouse in Ottawa · ★4.91 · 1 bedroom · 1 bed · 1 bath,297401347,Sonja,,Alta Vista,45.39697,-75.66432,Entire home/apt,119,30,33,2023-11-25,0.65,1,359,2,
38876807,Bed and breakfast in Ottawa · 1 bedroom · 1 bed · 1 private bath,251847682,Gul,,Stittsville-Kanata West,45.280368263931756,-75.93013105320424,Private room,65,30,1,2023-10-01,0.38,1,90,1,Exempt
38992047,Guest suite in Ottawa · 1 bedroom · 1 bed · 1 shared bath,63519125,Kim,,Cumberland,45.49257,-75.46689,Private room,,30,0,,,2,0,0,
39031376,Rental unit in Ottawa · ★4.95 · Studio · 1 bed · 1 bath,18223493,Martin,,Rideau-Vanier,45.43618,-75.65343,Entire home/apt,85,30,21,2023-11-01,0.43,1,148,4,
39031469,Townhouse in Ottawa · 1 bedroom · 2 beds · 2.5 shared baths,299104098,Yuanqi,,Kanata North,45.32256,-75.9272,Private room,50,30,1,2019-10-22,0.02,1,49,0,
39045077,Home in Ottawa · ★4.96 · 1 bedroom · 1 bed · 1 private bath,169889088,Sylvia,,Stittsville-Kanata West,45.277924,-75.883209,Private room,71,1,304,2023-12-08,5.93,1,228,89,STR-824-229
39088384,Home in Ottawa · ★5.0 · 3 bedrooms · 3 beds · 1 bath,272318704,Gloriose,,Stittsville-Kanata West,45.26723,-75.93454,Entire home/apt,200,30,3,2023-10-14,1.14,1,269,3,STR-555-613
39192050,Condo in Ottawa · ★5.0 · 1 bedroom · 2 beds · 1 bath,300724976,Duong,,Rideau-Vanier,45.42826,-75.68727,Entire home/apt,,30,5,2019-12-24,0.10,2,0,0,
39230695,Guest suite in Ottawa · ★5.0 · 2 bedrooms · 4 beds · 1 bath,18160572,Roxane,,Beacon Hill-Cyrville,45.4407,-75.60796,Entire home/apt,98,30,6,2020-02-17,0.12,2,0,0,
39247523,Townhouse in Ottawa · 1 bedroom · 1 bed · 1.5 baths,86754421,Wolfgang,,Innes,45.45002,-75.53357,Private room,35,30,1,2019-10-13,0.02,2,90,0,
39250100,Rental unit in Ottawa · ★4.90 · 2 bedrooms · 2 beds · 1 bath,276979039,Amy,,Rideau-Vanier,45.42878,-75.6925,Entire home/apt,,30,21,2020-03-08,0.41,1,0,0,
39269025,Rental unit in Ottawa · ★4.33 · 1 bedroom · 1 bed · 1 bath,34182922,Pamela,,Rideau-Vanier,45.43796,-75.67199,Entire home/apt,110,30,3,2021-04-30,0.07,1,179,0,
39292582,Home in Ottawa · ★4.50 · 3 bedrooms · 5 beds · 1.5 baths,67402445,Umaer,,Orleans,45.47056,-75.48461,Entire home/apt,229,30,10,2020-03-04,0.20,1,0,0,
39389038,Loft in Ottawa · ★4.55 · Studio · 2 beds · 1 bath,54568570,Quantumluv,,Orleans,45.4882,-75.47581,Entire home/apt,74,30,105,2022-10-01,2.07,2,180,0,STR-827-605
39409513,Home in Ottawa · 3 bedrooms · 2 beds · 2 baths,4647824,Renée,,Rideau-Vanier,45.4344,-75.65414,Entire home/apt,80,30,0,,,1,0,0,
39458211,Home in Ottawa · ★5.0 · 1 bedroom · 2 beds · 1 bath,12632356,Paulette,,Somerset,45.40754,-75.70402,Entire home/apt,211,30,10,2023-09-09,0.21,1,301,2,
39459809,Condo in Ottawa · 1 bedroom · 1 bed · 1 bath,300724976,Duong,,Rideau-Vanier,45.42778,-75.6877,Entire home/apt,,30,1,2020-04-03,0.02,2,0,0,
39479629,Condo in Ottawa · ★4.94 · 1 bedroom · 1 bed · 1 bath,52109064,Nate,,Somerset,45.42087,-75.69852,Entire home/apt,,30,17,2020-11-11,0.34,1,0,0,
39504307,Home in Ottawa · ★5.0 · 1 bedroom · 1 bed · 1 private bath,139343884,Badar,,Gloucester-South Nepean,45.26613,-75.69549,Private room,130,30,16,2023-10-27,0.32,1,64,1,
