Player,Tm,vs,Opp,W/L,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GmSc,Date
Klay Thompson,GSW,,CHO,W,21:28,5,11,.455,3,8,.375,0,0,,0,2,2,0,1,0,3,0,13,+2,5.9,2024-02-23
Grant Williams,CHO,@,GSW,L,26:06,4,9,.444,1,5,.200,1,1,1.000,2,1,3,1,0,0,1,2,10,+5,5.9,2024-02-23
Santi Aldama,MEM,,LAC,L,24:06,3,8,.375,1,5,.200,0,0,,1,5,6,1,0,1,0,1,7,-9,5.8,2024-02-23
Peyton Watson,DEN,@,POR,W,17:53,3,5,.600,1,2,.500,1,2,.500,1,3,4,0,0,1,1,2,8,-1,5.8,2024-02-23
Jonas Valančiūnas,NOP,,MIA,L,24:53,6,13,.462,0,0,,0,0,,2,8,10,0,0,1,3,3,12,-1,5.6,2024-02-23
Matisse Thybulle,POR,,DEN,L,20:00,1,5,.200,1,2,.500,0,0,,0,2,2,2,4,0,0,1,3,-11,5.5,2024-02-23
Kyle Kuzma,WAS,@,OKC,L,26:30,7,14,.500,0,2,.000,0,2,.000,1,3,4,2,0,0,3,2,14,-25,5.4,2024-02-23
Toumani Camara,POR,,DEN,L,24:27,3,7,.429,0,1,.000,0,0,,4,2,6,2,1,0,3,0,6,0,5.1,2024-02-23
Clint Capela,ATL,,TOR,L,19:19,1,4,.250,0,0,,3,4,.750,3,4,7,1,0,1,1,2,5,-4,5.1,2024-02-23
Jeremiah Robinson-Earl,NOP,,MIA,L,23:47,2,4,.500,1,2,.500,0,2,.000,2,4,6,1,1,0,1,1,5,+16,5.1,2024-02-23
Paul George,LAC,@,MEM,W,37:18,5,12,.417,4,7,.571,0,1,.000,0,5,5,3,0,0,5,2,14,+7,5.0,2024-02-23
Gregory Jackson,MEM,,LAC,L,23:54,4,9,.444,1,5,.200,2,4,.500,1,1,2,1,0,0,1,3,11,+3,5.0,2024-02-23
Eugene Omoruyi,WAS,@,OKC,L,15:10,3,6,.500,0,1,.000,1,2,.500,0,1,1,1,1,0,0,2,7,-21,4.8,2024-02-23
Mason Plumlee,LAC,@,MEM,W,8:11,0,1,.000,0,0,,6,6,1.000,0,1,1,0,0,0,0,2,6,-5,4.8,2024-02-23
Tyus Jones,WAS,@,OKC,L,23:12,2,8,.250,1,4,.250,0,0,,0,1,1,6,0,0,0,0,5,-28,4.7,2024-02-23
Aaron Holiday,HOU,,PHO,W,11:04,0,1,.000,0,0,,3,3,1.000,0,0,0,3,2,0,1,3,3,-2,4.2,2024-02-23
Luke Kennard,MEM,,LAC,L,25:41,3,8,.375,1,6,.167,0,0,,0,2,2,2,1,0,1,1,7,-17,4.2,2024-02-23
Mohamed Bamba,PHI,,CLE,W,16:55,1,5,.200,0,1,.000,0,0,,0,4,4,3,0,3,0,1,2,-2,3.9,2024-02-23
Tre Mann,CHO,@,GSW,L,31:35,3,9,.333,2,5,.400,2,2,1.000,0,4,4,2,1,0,3,4,10,-4,3.9,2024-02-23
Trae Young,ATL,,TOR,L,35:20,4,13,.308,2,6,.333,1,2,.500,0,3,3,7,0,0,4,3,11,-6,3.7,2024-02-23
Max Christie,LAL,,SAS,W,13:13,1,1,1.000,0,0,,1,2,.500,0,2,2,0,0,1,0,0,3,-11,3.6,2024-02-23
Trayce Jackson-Davis,GSW,,CHO,W,14:39,1,4,.250,0,0,,0,0,,5,3,8,2,0,0,1,2,2,-11,3.6,2024-02-23
De'Anthony Melton,PHI,,CLE,W,16:02,2,6,.333,1,4,.250,2,2,1.000,0,1,1,1,0,0,1,0,7,+1,3.6,2024-02-23
Vasilije Micić,CHO,@,GSW,L,21:52,4,13,.308,2,7,.286,0,0,,1,1,2,3,0,0,2,0,10,-12,3.6,2024-02-23
Trey Murphy,NOP,,MIA,L,31:36,2,12,.167,1,7,.143,0,0,,3,3,6,2,1,1,0,0,5,-15,3.5,2024-02-23
Kelly Oubre,PHI,,CLE,W,28:07,4,9,.444,1,3,.333,1,2,.500,1,4,5,1,1,0,3,5,10,+3,3.5,2024-02-23
Russell Westbrook,LAC,@,MEM,W,22:36,6,15,.400,1,4,.250,0,0,,0,2,2,0,1,0,3,0,13,-2,3.5,2024-02-23
Thaddeus Young,PHO,@,HOU,L,18:53,1,3,.333,0,0,,0,0,,6,2,8,0,1,0,1,4,2,-1,3.5,2024-02-23
Seth Curry,CHO,@,GSW,L,24:30,2,8,.250,0,3,.000,2,3,.667,0,2,2,3,0,1,0,2,6,-4,3.4,2024-02-23
Cedi Osman,SAS,@,LAL,L,11:09,1,2,.500,0,1,.000,0,0,,0,2,2,4,0,0,1,0,2,-2,3.4,2024-02-23
Reggie Jackson,DEN,@,POR,W,21:43,4,10,.400,1,5,.200,0,0,,0,0,0,3,0,0,2,1,9,-1,3.3,2024-02-23
Lester Quiñones,GSW,,CHO,W,10:16,2,5,.400,0,2,.000,1,2,.500,2,2,4,0,0,0,0,2,5,+4,3.1,2024-02-23
Devin Vassell,SAS,@,LAL,L,30:05,3,15,.200,2,5,.400,2,2,1.000,1,2,3,3,0,2,2,1,10,-11,3.1,2024-02-23
Caris LeVert,CLE,@,PHI,L,25:08,1,11,.091,0,4,.000,4,4,1.000,1,4,5,4,0,2,1,2,6,+3,3.0,2024-02-23
Moses Moody,GSW,,CHO,W,8:22,2,3,.667,1,1,1.000,0,0,,0,0,0,0,0,1,1,1,5,-5,3.0,2024-02-23
Monte Morris,MIN,,MIL,L,10:09,2,5,.400,1,2,.500,0,0,,0,0,0,1,0,0,0,0,5,+11,3.0,2024-02-23
Blake Wesley,SAS,@,LAL,L,9:59,2,3,.667,0,1,.000,0,0,,2,1,3,0,0,0,1,1,4,+8,3.0,2024-02-23
Nikola Jović,MIA,@,NOP,W,20:41,1,3,.333,1,1,1.000,0,0,,0,3,3,2,0,1,1,1,3,+7,2.9,2024-02-23
Naz Reid,MIN,,MIL,L,23:12,2,10,.200,1,6,.167,3,4,.750,1,3,4,1,1,0,1,2,8,-13,2.9,2024-02-23
Patrick Baldwin,WAS,@,OKC,L,15:36,1,4,.250,1,4,.250,0,0,,0,2,2,0,1,1,0,1,3,-2,2.5,2024-02-23
Sam Merrill,CLE,@,PHI,L,12:19,1,4,.250,1,4,.250,0,0,,0,3,3,0,1,0,0,0,3,0,2.5,2024-02-23
Julian Strawther,DEN,@,POR,W,2:26,1,1,1.000,0,0,,0,0,,0,0,0,0,0,1,0,0,2,-7,2.4,2024-02-23
Jared Butler,WAS,@,OKC,L,9:31,2,3,.667,0,0,,0,0,,0,1,1,1,0,0,1,1,4,-5,2.3,2024-02-23
Eric Gordon,PHO,@,HOU,L,30:23,2,8,.250,1,5,.200,0,0,,0,2,2,2,1,0,1,0,5,-15,2.2,2024-02-23
Jake LaRavia,MEM,,LAC,L,16:41,1,8,.125,0,3,.000,1,1,1.000,3,1,4,2,2,0,1,1,3,+1,2.2,2024-02-23
Jose Alvarado,NOP,,MIA,L,18:29,2,9,.222,1,3,.333,0,0,,1,2,3,2,1,1,1,2,5,+13,2.1,2024-02-23
Justin Champagnie,WAS,@,OKC,L,5:30,2,4,.500,0,2,.000,0,0,,0,0,0,0,1,0,1,0,4,0,2.0,2024-02-23
Garrison Mathews,ATL,,TOR,L,13:06,1,2,.500,1,2,.500,0,0,,0,0,0,0,0,0,0,0,3,+4,2.0,2024-02-23
Taurean Prince,LAL,,SAS,W,18:33,2,6,.333,1,3,.333,0,1,.000,0,4,4,3,1,0,2,4,5,+1,1.9,2024-02-23
Kevin Love,MIA,@,NOP,W,16:39,1,6,.167,1,5,.200,0,0,,2,6,8,1,0,1,0,5,3,+3,1.8,2024-02-23
Anthony Gill,WAS,@,OKC,L,5:30,0,2,.000,0,1,.000,0,0,,0,0,0,3,1,0,0,0,0,0,1.7,2024-02-23
Gui Santos,GSW,,CHO,W,5:04,1,1,1.000,1,1,1.000,0,0,,0,2,2,0,0,0,1,2,3,-4,1.5,2024-02-23
Ashton Hagans,POR,,DEN,L,2:26,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,2,+7,1.3,2024-02-23
Bryce McGowens,CHO,@,GSW,L,6:44,0,2,.000,0,0,,0,0,,1,1,2,0,1,1,0,0,0,-9,1.3,2024-02-23
Jabari Walker,POR,,DEN,L,14:11,1,5,.200,0,0,,0,0,,4,2,6,0,0,0,1,0,2,-4,1.3,2024-02-23
Amir Coffey,LAC,@,MEM,W,24:58,1,6,.167,0,3,.000,0,0,,2,0,2,2,2,0,1,2,2,+3,1.2,2024-02-23
Jae Crowder,MIL,@,MIN,W,34:55,1,5,.200,0,3,.000,0,0,,0,7,7,1,2,1,2,3,2,+3,1.2,2024-02-23
Jeff Green,HOU,,PHO,W,15:22,1,3,.333,1,2,.500,0,0,,0,2,2,1,0,0,1,1,3,-1,1.2,2024-02-23
Braxton Key,DEN,@,POR,W,2:26,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,0,0,-7,1.0,2024-02-23
Jaden McDaniels,MIN,,MIL,L,23:59,1,5,.200,0,1,.000,0,0,,0,1,1,3,1,1,0,5,2,-8,1.0,2024-02-23
Josh Okogie,PHO,@,HOU,L,11:47,0,2,.000,0,1,.000,0,0,,1,2,3,3,1,0,2,0,0,+10,1.0,2024-02-23
Craig Porter,CLE,@,PHI,L,5:28,1,3,.333,0,0,,0,0,,0,0,0,1,0,0,0,0,2,-6,1.0,2024-02-23
Evan Mobley,CLE,@,PHI,L,26:35,3,8,.375,0,0,,2,6,.333,2,8,10,0,0,1,4,4,8,-11,0.9,2024-02-23
Dean Wade,CLE,@,PHI,L,11:01,0,1,.000,0,1,.000,0,0,,0,3,3,0,0,1,0,0,0,+6,0.9,2024-02-23
Ricky Council,PHI,,CLE,W,6:21,0,3,.000,0,2,.000,3,4,.750,0,1,1,0,0,0,0,0,3,+1,0.8,2024-02-23
JT Thor,CHO,@,GSW,L,0:28,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,0,0,0.7,2024-02-23
Sandro Mamukelashvili,SAS,@,LAL,L,2:29,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,0,0,+7,0.6,2024-02-23
Christian Braun,DEN,@,POR,W,20:03,1,5,.200,0,2,.000,1,2,.500,0,2,2,4,0,0,2,1,3,+6,0.5,2024-02-23
P.J. Tucker,LAC,@,MEM,W,14:13,0,0,,0,0,,0,0,,1,2,3,0,0,0,0,2,0,-4,0.5,2024-02-23
Kevon Looney,GSW,,CHO,W,10:07,1,3,.333,0,0,,0,0,,1,2,3,0,0,0,1,1,2,+6,0.2,2024-02-23
Jordan Nwora,TOR,@,ATL,W,14:14,0,5,.000,0,3,.000,0,0,,0,4,4,2,1,0,0,0,0,+7,0.1,2024-02-23
Nicolas Batum,PHI,,CLE,W,0:03,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2,0.0,2024-02-23
Maxwell Lewis,LAL,,SAS,W,0:36,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4,0.0,2024-02-23
Justin Minaya,POR,,DEN,L,2:26,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,0,0,0,+7,0.0,2024-02-23
Dylan Windler,LAL,,SAS,W,0:36,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4,0.0,2024-02-23
Bismack Biyombo,OKC,,WAS,W,8:08,0,0,,0,0,,0,0,,0,1,1,0,0,1,1,1,0,+5,-0.4,2024-02-23
Jalen Hood-Schifino,LAL,,SAS,W,0:36,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-4,-0.4,2024-02-23
Derrick Rose,MEM,,LAC,L,14:15,2,5,.400,0,0,,0,0,,0,1,1,2,0,0,3,1,4,+8,-0.4,2024-02-23
CJ McCollum,NOP,,MIA,L,14:46,1,7,.143,0,3,.000,0,0,,0,2,2,1,0,1,0,0,2,-18,-0.5,2024-02-23
Jalen Pickett,DEN,@,POR,W,2:26,0,1,.000,0,1,.000,1,2,.500,0,0,0,0,0,0,0,1,1,-7,-0.5,2024-02-23
Royce O'Neale,PHO,@,HOU,L,17:01,0,5,.000,0,4,.000,1,2,.500,2,2,4,1,1,0,1,1,1,-23,-0.6,2024-02-23
Jay Huff,DEN,@,POR,W,2:26,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-7,-0.7,2024-02-23
Jerome Robinson,GSW,,CHO,W,2:45,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,0,-0.7,2024-02-23
Danilo Gallinari,MIL,@,MIN,W,4:50,0,1,.000,0,0,,0,0,,1,0,1,0,1,0,1,2,0,+1,-0.8,2024-02-23
Naji Marshall,NOP,,MIA,L,12:43,0,4,.000,0,3,.000,0,0,,0,1,1,2,0,1,0,1,0,-7,-0.8,2024-02-23
Dillon Brooks,HOU,,PHO,W,25:56,1,6,.167,0,3,.000,0,0,,0,3,3,2,1,0,0,6,2,-11,-0.9,2024-02-23
Keyontae Johnson,OKC,,WAS,W,6:24,0,2,.000,0,1,.000,0,0,,0,3,3,0,0,0,0,1,0,+2,-0.9,2024-02-23
Justin Holiday,DEN,@,POR,W,6:55,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-7,-1.1,2024-02-23
Johnny Davis,WAS,@,OKC,L,21:32,1,8,.125,0,2,.000,0,0,,2,5,7,1,0,0,1,2,2,-16,-1.4,2024-02-23
Adam Flagler,OKC,,WAS,W,5:30,0,3,.000,0,3,.000,0,0,,0,0,0,1,0,0,0,0,0,0,-1.4,2024-02-23
Dario Šarić,GSW,,CHO,W,15:47,1,4,.250,0,2,.000,0,0,,0,4,4,3,0,0,4,1,2,0,-1.5,2024-02-23
Landry Shamet,WAS,@,OKC,L,18:37,0,2,.000,0,2,.000,0,0,,1,2,3,0,0,1,3,2,0,-17,-3.2,2024-02-23
Spencer Dinwiddie,LAL,,SAS,W,24:20,0,6,.000,0,3,.000,0,0,,0,1,1,1,0,0,0,1,0,+21,-3.6,2024-02-23
Jalen Brunson,NYK,,BOS,L,37:34,12,25,.480,4,9,.444,6,6,1.000,1,2,3,9,1,0,4,0,34,-12,25.9,2024-02-24
Karl-Anthony Towns,MIN,,BRK,W,36:19,8,17,.471,4,8,.500,8,8,1.000,0,9,9,4,1,2,2,3,28,+20,24.0,2024-02-24
Jaylen Brown,BOS,@,NYK,W,34:57,13,24,.542,3,9,.333,1,3,.333,0,8,8,3,1,0,0,2,30,+15,22.3,2024-02-24
Anthony Edwards,MIN,,BRK,W,37:50,11,23,.478,1,3,.333,6,9,.667,0,8,8,3,2,1,1,0,29,+16,22.3,2024-02-24
Kristaps Porziņģis,BOS,@,NYK,W,31:32,7,11,.636,3,4,.750,5,5,1.000,2,2,4,4,0,1,1,3,22,+12,20.4,2024-02-24
Jalen Duren,DET,,ORL,L,32:50,6,7,.857,0,0,,4,6,.667,2,9,11,3,1,4,1,5,16,-4,19.7,2024-02-24
Cade Cunningham,DET,,ORL,L,31:15,11,20,.550,4,7,.571,0,0,,1,6,7,4,1,0,3,4,26,-1,18.1,2024-02-24
Derrick White,BOS,@,NYK,W,32:20,5,8,.625,3,5,.600,0,0,,1,2,3,6,2,0,0,1,13,+7,16.5,2024-02-24
Moritz Wagner,ORL,@,DET,W,17:23,6,9,.667,0,0,,2,2,1.000,6,1,7,1,1,0,0,0,14,+7,16.3,2024-02-24
Simone Fontecchio,DET,,ORL,L,31:13,7,13,.538,3,5,.600,0,0,,1,2,3,5,1,0,0,2,17,+1,15.7,2024-02-24
Jalen Suggs,ORL,@,DET,W,26:05,6,7,.857,2,3,.667,0,0,,1,1,2,5,2,2,3,2,14,-3,15.6,2024-02-24
Josh Hart,NYK,,BOS,L,41:42,6,10,.600,2,5,.400,2,3,.667,2,6,8,6,0,0,3,1,16,-8,15.0,2024-02-24
Jayson Tatum,BOS,@,NYK,W,43:22,7,15,.467,2,8,.250,3,4,.750,1,5,6,6,2,1,4,3,19,+15,14.8,2024-02-24
Jonathan Isaac,ORL,@,DET,W,20:00,5,7,.714,2,2,1.000,0,0,,1,5,6,0,2,1,0,0,12,-3,14.0,2024-02-24
Cole Anthony,ORL,@,DET,W,20:58,5,11,.455,1,2,.500,2,2,1.000,0,3,3,7,1,0,0,2,13,+7,13.3,2024-02-24
Wendell Carter,ORL,@,DET,W,22:29,3,5,.600,2,3,.667,3,4,.750,3,7,10,2,1,0,1,2,11,-7,13.1,2024-02-24
Evan Fournier,DET,,ORL,L,18:35,5,7,.714,2,3,.667,1,1,1.000,0,3,3,1,1,0,0,0,13,-2,12.7,2024-02-24
Kyle Anderson,MIN,,BRK,W,31:17,6,10,.600,0,2,.000,0,0,,0,9,9,3,0,1,0,1,12,+6,12.5,2024-02-24
Jrue Holiday,BOS,@,NYK,W,35:03,5,10,.500,2,6,.333,0,0,,0,1,1,6,2,1,1,2,12,+14,12.4,2024-02-24
Mike Conley,MIN,,BRK,W,29:36,5,10,.500,4,8,.500,0,0,,0,3,3,3,1,0,1,1,14,+4,11.6,2024-02-24
Al Horford,BOS,@,NYK,W,26:19,5,7,.714,0,0,,0,0,,4,3,7,0,0,1,0,2,10,+11,10.7,2024-02-24
Mikal Bridges,BRK,@,MIN,L,36:15,7,21,.333,1,11,.091,0,0,,1,5,6,8,0,0,0,1,15,-12,10.5,2024-02-24
Nic Claxton,BRK,@,MIN,L,29:59,6,12,.500,0,0,,0,0,,3,4,7,3,0,1,1,2,12,-7,10.3,2024-02-24
Gary Harris,ORL,@,DET,W,25:22,4,6,.667,4,5,.800,0,1,.000,0,3,3,0,1,0,0,3,12,-2,9.7,2024-02-24
Isaiah Hartenstein,NYK,,BOS,L,24:08,1,1,1.000,0,0,,4,4,1.000,5,2,7,4,0,1,2,4,6,-8,9.7,2024-02-24
Miles McBride,NYK,,BOS,L,16:22,5,7,.714,1,2,.500,0,0,,1,2,3,1,0,0,1,1,11,+4,8.7,2024-02-24
Paolo Banchero,ORL,@,DET,W,29:06,5,17,.294,0,2,.000,5,9,.556,0,5,5,3,0,2,0,1,15,+2,8.1,2024-02-24
Monte Morris,MIN,,BRK,W,18:07,2,4,.500,1,3,.333,0,0,,0,2,2,4,1,1,0,0,5,+7,8.1,2024-02-24
Precious Achiuwa,NYK,,BOS,L,34:22,4,8,.500,0,2,.000,0,0,,4,5,9,1,0,1,1,2,8,-13,7.9,2024-02-24
Dorian Finney-Smith,BRK,@,MIN,L,30:24,4,9,.444,1,4,.250,2,2,1.000,3,6,9,0,0,0,1,4,11,-10,7.6,2024-02-24
Cameron Johnson,BRK,@,MIN,L,22:00,2,9,.222,2,7,.286,4,5,.800,3,4,7,0,1,0,0,2,10,-13,7.6,2024-02-24
Cam Thomas,BRK,@,MIN,L,35:24,7,19,.368,0,5,.000,4,4,1.000,0,6,6,2,0,0,2,3,18,-6,7.5,2024-02-24
James Wiseman,DET,,ORL,L,15:10,1,2,.500,0,0,,3,4,.750,2,2,4,2,0,1,0,1,5,+1,7.3,2024-02-24
Ben Simmons,BRK,@,MIN,L,15:22,2,6,.333,0,0,,0,0,,2,6,8,1,3,1,1,0,4,-2,7.2,2024-02-24
Malachi Flynn,DET,,ORL,L,16:45,3,6,.500,1,2,.500,1,2,.500,0,1,1,3,1,0,1,0,8,-2,7.0,2024-02-24
Donte DiVincenzo,NYK,,BOS,L,31:44,4,12,.333,4,8,.500,0,0,,2,2,4,0,0,1,0,4,12,-5,6.3,2024-02-24
Sam Hauser,BOS,@,NYK,W,10:29,2,2,1.000,2,2,1.000,0,0,,1,2,3,0,0,0,0,1,6,-1,6.3,2024-02-24
Quentin Grimes,DET,,ORL,L,26:29,2,8,.250,1,5,.200,0,0,,0,2,2,4,2,1,1,1,5,-9,4.9,2024-02-24
Goga Bitadze,ORL,@,DET,W,8:08,1,3,.333,0,1,.000,0,0,,2,0,2,2,0,3,0,1,2,+3,4.8,2024-02-24
Franz Wagner,ORL,@,DET,W,31:40,6,13,.462,0,2,.000,2,3,.667,0,5,5,3,0,0,5,2,14,0,4.7,2024-02-24
Day'Ron Sharpe,BRK,@,MIN,L,11:30,2,4,.500,0,0,,0,0,,4,3,7,0,1,0,2,3,4,-2,3.5,2024-02-24
Anthony Black,ORL,@,DET,W,22:29,2,6,.333,1,3,.333,0,0,,0,2,2,0,1,1,0,2,5,+8,3.1,2024-02-24
Ausar Thompson,DET,,ORL,L,20:44,4,4,1.000,0,0,,0,0,,0,2,2,0,0,0,3,5,8,+6,2.4,2024-02-24
Luke Kornet,BOS,@,NYK,W,9:32,1,1,1.000,0,0,,0,0,,0,2,2,0,0,0,0,0,2,-4,2.3,2024-02-24
Payton Pritchard,BOS,@,NYK,W,15:17,1,3,.333,0,1,.000,0,0,,2,0,2,2,1,0,1,2,2,+3,2.3,2024-02-24
Jaden Ivey,DET,,ORL,L,34:02,3,14,.214,2,6,.333,0,0,,0,0,0,7,0,1,2,2,8,+1,2.2,2024-02-24
Naz Reid,MIN,,BRK,W,26:45,2,9,.222,0,5,.000,2,4,.500,4,5,9,1,0,3,3,4,6,+8,2.2,2024-02-24
Bojan Bogdanović,NYK,,BOS,L,18:32,2,7,.286,1,4,.250,3,3,1.000,0,0,0,0,0,0,1,2,8,-14,2.1,2024-02-24
Jaden McDaniels,MIN,,BRK,W,33:27,2,4,.500,2,4,.500,1,2,.500,0,2,2,1,0,0,3,2,7,+4,2.1,2024-02-24
Jordan McLaughlin,MIN,,BRK,W,4:13,0,1,.000,0,0,,0,0,,0,2,2,1,1,0,0,0,0,+1,1.6,2024-02-24
Lonnie Walker,BRK,@,MIN,L,14:51,1,4,.250,1,3,.333,0,0,,0,1,1,2,1,0,2,0,3,0,1.3,2024-02-24
Jericho Sims,NYK,,BOS,L,14:23,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,0,0,-5,0.6,2024-02-24
Troy Brown,DET,,ORL,L,12:57,1,4,.250,1,3,.333,0,0,,1,2,3,0,0,0,1,1,3,-6,0.5,2024-02-24
Josh Minott,MIN,,BRK,W,0:22,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0,0.3,2024-02-24
Alec Burks,NYK,,BOS,L,18:55,3,11,.273,1,7,.143,0,0,,0,3,3,0,0,0,1,1,7,-13,0.0,2024-02-24
Luka Garza,MIN,,BRK,W,0:22,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,2024-02-24
Justin Jackson,MIN,,BRK,W,0:22,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,2024-02-24
Jaden Springer,BOS,@,NYK,W,1:09,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,0.0,2024-02-24
Jacob Toppin,NYK,,BOS,L,1:09,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2,0.0,2024-02-24
Jalen Wilson,BRK,@,MIN,L,0:28,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1,0.0,2024-02-24
Dennis Schröder,BRK,@,MIN,L,28:19,4,14,.286,1,5,.200,0,0,,0,1,1,2,0,0,2,2,9,-16,-0.3,2024-02-24
Dennis Smith,BRK,@,MIN,L,15:28,0,6,.000,0,0,,0,0,,0,4,4,2,1,0,0,0,0,-6,-0.6,2024-02-24
DaQuan Jeffries,NYK,,BOS,L,1:09,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,+2,-0.7,2024-02-24
Joe Ingles,ORL,@,DET,W,16:20,0,3,.000,0,1,.000,0,0,,0,1,1,2,0,0,1,0,0,+3,-1.4,2024-02-24
Nickeil Alexander-Walker,MIN,,BRK,W,21:20,0,6,.000,0,5,.000,0,0,,2,4,6,2,0,1,2,3,0,+9,-2.7,2024-02-24
Nikola Jokić,DEN,@,GSW,W,36:49,13,24,.542,2,6,.333,4,4,1.000,2,14,16,16,4,1,2,3,32,+20,38.7,2024-02-25
Chet Holmgren,OKC,@,HOU,W,33:12,11,16,.688,5,8,.625,2,2,1.000,2,6,8,7,1,3,2,3,29,+10,30.2,2024-02-25
Shai Gilgeous-Alexander,OKC,@,HOU,W,36:35,13,23,.565,2,3,.667,8,9,.889,0,5,5,7,3,1,4,2,36,+17,30.0,2024-02-25
De'Aaron Fox,SAC,@,LAC,W,32:44,12,22,.545,0,4,.000,9,10,.900,2,4,6,7,3,0,3,3,33,+23,28.3,2024-02-25
LeBron James,LAL,@,PHO,L,36:47,12,19,.632,3,6,.500,1,4,.250,1,6,7,12,2,1,3,3,28,-8,27.7,2024-02-25
Deandre Ayton,POR,,CHO,L,37:15,11,16,.688,0,0,,4,4,1.000,3,16,19,2,1,1,2,1,26,-8,26.8,2024-02-25
Giannis Antetokounmpo,MIL,@,PHI,W,35:45,10,17,.588,1,2,.500,9,12,.750,1,11,12,9,0,1,6,1,30,+14,25.5,2024-02-25
Luka Dončić,DAL,@,IND,L,33:06,10,21,.476,4,8,.500,9,12,.750,1,5,6,6,1,2,3,4,33,-13,25.3,2024-02-25
Myles Turner,IND,,DAL,W,29:48,10,15,.667,2,7,.286,11,12,.917,2,6,8,1,0,0,4,2,33,+7,25.2,2024-02-25
Lauri Markkanen,UTA,,SAS,W,32:28,10,18,.556,5,8,.625,1,1,1.000,1,6,7,4,2,1,1,0,26,+9,24.4,2024-02-25
Dejounte Murray,ATL,,ORL,W,38:49,11,20,.550,2,5,.400,1,2,.500,1,8,9,11,2,0,3,1,25,+13,24.4,2024-02-25
Jusuf Nurkić,PHO,,LAL,W,37:04,7,12,.583,0,0,,4,5,.800,7,15,22,7,1,1,3,2,18,+8,24.2,2024-02-25
Domantas Sabonis,SAC,@,LAC,W,35:51,7,17,.412,0,1,.000,3,4,.750,7,8,15,12,3,0,1,4,17,+10,23.6,2024-02-25
Nick Richards,CHO,@,POR,W,32:48,8,11,.727,0,0,,5,7,.714,2,8,10,0,2,3,0,2,21,+9,22.8,2024-02-25
Jordan Poole,WAS,,CLE,L,37:33,11,21,.524,6,13,.462,3,3,1.000,0,5,5,5,1,0,2,6,31,-3,22.3,2024-02-25
Ayo Dosunmu,CHI,@,NOP,W,39:08,8,15,.533,3,6,.500,2,2,1.000,1,2,3,8,3,0,1,1,21,+6,22.2,2024-02-25
Caris LeVert,CLE,@,WAS,W,28:26,6,10,.600,1,3,.333,5,6,.833,2,10,12,8,0,0,0,2,18,-1,22.2,2024-02-25
Royce O'Neale,PHO,,LAL,W,37:08,7,12,.583,6,10,.600,0,0,,0,9,9,4,2,1,0,2,20,+22,21.8,2024-02-25
DeMar DeRozan,CHI,@,NOP,W,40:03,6,13,.462,2,4,.500,10,12,.833,1,5,6,7,0,0,2,1,24,+4,21.2,2024-02-25
Jalen Johnson,ATL,,ORL,W,38:54,9,19,.474,2,5,.400,1,1,1.000,2,8,10,7,1,2,0,3,21,+16,21.2,2024-02-25
Jabari Smith,HOU,,OKC,L,41:28,6,15,.400,4,9,.444,4,4,1.000,4,13,17,4,1,0,1,1,20,-2,21.0,2024-02-25
Evan Mobley,CLE,@,WAS,W,28:40,9,11,.818,0,0,,3,6,.500,2,4,6,1,1,5,1,4,21,-2,20.9,2024-02-25
Tyrese Haliburton,IND,,DAL,W,31:23,8,15,.533,1,5,.200,0,0,,0,3,3,10,4,0,1,0,17,+13,20.6,2024-02-25
Damian Lillard,MIL,@,PHI,W,35:45,8,15,.533,4,8,.500,4,4,1.000,0,7,7,9,2,0,5,4,24,+37,20.5,2024-02-25
Tyrese Maxey,PHI,,MIL,L,38:29,8,19,.421,3,8,.375,5,5,1.000,0,3,3,7,3,0,1,3,24,-11,20.5,2024-02-25
Devin Vassell,SAS,@,UTA,L,34:19,10,19,.526,4,8,.500,3,4,.750,3,6,9,5,0,3,6,1,27,-14,20.4,2024-02-25
