Player,Tm,vs,Opp,W/L,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GmSc,Date
Tyrese Maxey,PHI,@,UTA,W,41:06,17,27,.630,7,9,.778,10,11,.909,0,2,2,1,0,1,0,4,51,-2,38.9,2024-02-01
Lauri Markkanen,UTA,,PHI,L,33:26,10,15,.667,4,9,.444,4,4,1.000,2,8,10,3,1,0,0,2,28,+1,27.6,2024-02-01
Tobias Harris,PHI,@,UTA,W,39:03,13,21,.619,0,5,.000,2,2,1.000,2,3,5,7,1,1,0,3,28,+5,26.2,2024-02-01
Austin Reaves,LAL,@,BOS,W,34:34,10,18,.556,7,10,.700,5,7,.714,0,2,2,3,0,0,0,1,32,+16,24.9,2024-02-01
Jalen Brunson,NYK,,IND,W,36:52,15,30,.500,1,6,.167,9,11,.818,1,4,5,1,0,0,2,3,40,+4,23.6,2024-02-01
Jaxson Hayes,LAL,@,BOS,W,33:52,6,8,.750,0,0,,4,5,.800,6,4,10,2,3,0,0,0,16,+3,22.2,2024-02-01
Jalen Smith,IND,@,NYK,L,23:48,9,11,.818,2,3,.667,0,1,.000,1,8,9,0,2,2,1,0,20,+2,21.0,2024-02-01
Isaiah Hartenstein,NYK,,IND,W,35:30,6,8,.750,0,0,,0,1,.000,8,11,19,6,0,1,1,2,12,+9,20.4,2024-02-01
Santi Aldama,MEM,,CLE,L,37:30,7,12,.583,4,7,.571,0,0,,1,8,9,3,0,2,1,0,18,-13,18.0,2024-02-01
Collin Sexton,UTA,,PHI,L,24:49,8,14,.571,2,4,.500,4,4,1.000,0,1,1,6,1,1,3,2,22,-6,17.8,2024-02-01
John Collins,UTA,,PHI,L,33:38,6,10,.600,1,3,.333,2,3,.667,3,6,9,2,1,2,0,2,15,-7,16.9,2024-02-01
D'Angelo Russell,LAL,@,BOS,W,39:02,5,20,.250,4,8,.500,2,4,.500,2,6,8,14,2,0,1,1,16,+4,16.8,2024-02-01
Donovan Mitchell,CLE,@,MEM,W,33:23,10,19,.526,3,9,.333,2,4,.500,0,4,4,7,0,0,4,3,25,+16,15.8,2024-02-01
Tyrese Haliburton,IND,@,NYK,L,21:54,6,10,.600,2,6,.333,1,1,1.000,0,4,4,5,0,2,1,1,15,+5,15.1,2024-02-01
Kelly Olynyk,UTA,,PHI,L,18:49,3,4,.750,1,2,.500,7,7,1.000,0,3,3,3,0,0,0,1,14,-5,15.0,2024-02-01
Kristaps Porziņģis,BOS,,LAL,L,29:29,7,15,.467,1,7,.143,2,2,1.000,1,6,7,3,1,5,3,1,17,-22,15.0,2024-02-01
Jayson Tatum,BOS,,LAL,L,36:37,8,21,.381,5,10,.500,2,2,1.000,2,5,7,3,1,1,2,3,23,-12,15.0,2024-02-01
Vince Williams,MEM,,CLE,L,30:55,5,10,.500,1,5,.200,6,6,1.000,2,4,6,2,1,1,2,2,17,-10,14.9,2024-02-01
Max Strus,CLE,@,MEM,W,28:33,4,8,.500,2,4,.500,1,2,.500,4,6,10,4,1,0,0,1,11,+13,14.6,2024-02-01
Jaren Jackson,MEM,,CLE,L,34:26,10,23,.435,2,6,.333,3,4,.750,0,5,5,5,1,3,5,4,25,-11,14.0,2024-02-01
Kelly Oubre,PHI,@,UTA,W,39:35,6,14,.429,3,6,.500,1,2,.500,1,3,4,2,2,3,0,4,16,-1,13.7,2024-02-01
Caris LeVert,CLE,@,MEM,W,29:02,6,10,.600,1,4,.250,3,4,.750,0,1,1,3,2,0,2,1,16,-11,13.0,2024-02-01
Jordan Clarkson,UTA,,PHI,L,34:11,5,15,.333,1,7,.143,5,7,.714,0,2,2,10,0,0,1,1,16,-4,12.9,2024-02-01
Walker Kessler,UTA,,PHI,L,14:21,4,4,1.000,0,0,,0,0,,3,4,7,2,0,4,1,2,8,+4,12.5,2024-02-01
Sam Hauser,BOS,,LAL,L,22:39,6,11,.545,5,9,.556,0,0,,0,3,3,0,0,0,0,1,17,+6,12.2,2024-02-01
Precious Achiuwa,NYK,,IND,W,43:10,5,16,.313,0,3,.000,2,4,.500,8,8,16,0,4,2,2,4,12,+7,11.8,2024-02-01
Jarrett Allen,CLE,@,MEM,W,21:09,6,13,.462,0,0,,2,4,.500,2,7,9,2,0,3,2,1,14,+6,11.1,2024-02-01
Obi Toppin,IND,@,NYK,L,21:55,4,10,.400,2,2,1.000,2,2,1.000,2,1,3,2,1,2,1,0,12,+3,11.1,2024-02-01
Jarred Vanderbilt,LAL,@,BOS,W,16:04,3,7,.429,2,3,.667,2,2,1.000,3,4,7,2,3,0,3,0,10,+17,11.0,2024-02-01
Rui Hachimura,LAL,@,BOS,W,33:08,5,14,.357,3,6,.500,2,2,1.000,2,6,8,4,0,1,2,3,15,+4,10.7,2024-02-01
Taurean Prince,LAL,@,BOS,W,37:58,5,10,.500,1,2,.500,0,0,,0,8,8,2,1,1,0,2,11,-9,10.7,2024-02-01
Miles McBride,NYK,,IND,W,29:01,6,13,.462,3,8,.375,1,1,1.000,0,1,1,0,2,0,1,1,16,+10,10.2,2024-02-01
Scotty Pippen,MEM,,CLE,L,22:22,4,9,.444,2,5,.400,0,0,,1,3,4,4,3,1,2,3,10,-2,10.2,2024-02-01
Paul Reed,PHI,@,UTA,W,27:39,3,9,.333,0,1,.000,1,1,1.000,4,6,10,4,1,2,1,2,7,+5,9.9,2024-02-01
Aaron Nesmith,IND,@,NYK,L,36:37,6,13,.462,3,6,.500,2,2,1.000,1,5,6,1,1,0,2,6,17,+2,9.8,2024-02-01
Patrick Beverley,PHI,@,UTA,W,18:19,2,2,1.000,2,2,1.000,2,2,1.000,0,4,4,5,0,0,2,2,8,+4,9.3,2024-02-01
Jacob Gilyard,MEM,,CLE,L,22:36,2,4,.500,2,4,.500,0,0,,0,1,1,6,1,0,0,1,6,+1,9.1,2024-02-01
Neemias Queta,BOS,,LAL,L,12:49,3,5,.600,0,0,,1,1,1.000,4,3,7,1,0,1,0,2,7,+7,9.0,2024-02-01
Dean Wade,CLE,@,MEM,W,27:50,2,5,.400,2,5,.400,0,0,,0,5,5,1,2,2,0,1,6,+19,8.5,2024-02-01
Al Horford,BOS,,LAL,L,23:48,2,6,.333,2,6,.333,0,0,,0,9,9,1,1,2,0,0,6,+3,8.4,2024-02-01
John Konchar,MEM,,CLE,L,32:11,3,4,.750,0,1,.000,2,2,1.000,0,6,6,0,1,2,1,3,8,-8,8.4,2024-02-01
Pascal Siakam,IND,@,NYK,L,35:27,8,19,.421,1,3,.333,1,2,.500,4,3,7,5,0,1,5,5,18,-10,8.4,2024-02-01
Donte DiVincenzo,NYK,,IND,W,37:56,8,26,.308,4,16,.250,0,0,,0,2,2,3,2,0,1,1,20,-4,8.3,2024-02-01
Danuel House,PHI,@,UTA,W,19:03,1,2,.500,0,1,.000,3,3,1.000,1,1,2,3,1,1,0,2,5,+10,8.0,2024-02-01
Damian Jones,CLE,@,MEM,W,14:51,2,4,.500,0,0,,3,3,1.000,2,4,6,1,0,3,2,2,7,-5,7.6,2024-02-01
Max Christie,LAL,@,BOS,W,22:54,3,7,.429,1,3,.333,2,2,1.000,0,4,4,2,1,0,1,1,9,+10,7.5,2024-02-01
Keyonte George,UTA,,PHI,L,21:00,5,9,.556,1,4,.250,0,0,,0,3,3,3,0,0,2,1,11,-1,7.3,2024-02-01
Darius Garland,CLE,@,MEM,W,24:06,4,10,.400,1,3,.333,0,0,,0,2,2,7,1,0,3,0,9,+2,7.1,2024-02-01
Andrew Nembhard,IND,@,NYK,L,26:06,4,12,.333,1,3,.333,1,2,.500,0,3,3,6,0,0,0,2,10,-9,7.1,2024-02-01
Sam Merrill,CLE,@,MEM,W,17:38,3,6,.500,3,5,.600,0,0,,0,2,2,1,0,0,0,1,9,-5,6.9,2024-02-01
Derrick White,BOS,,LAL,L,32:44,4,11,.364,1,5,.200,0,0,,1,3,4,6,0,2,2,3,9,-19,6.9,2024-02-01
Trey Jemison,MEM,,CLE,L,13:34,2,2,1.000,0,0,,1,1,1.000,1,2,3,0,1,1,0,2,5,+4,6.6,2024-02-01
Jericho Sims,NYK,,IND,W,12:30,1,1,1.000,0,0,,0,0,,4,0,4,1,0,3,1,0,2,-5,6.3,2024-02-01
Jrue Holiday,BOS,,LAL,L,29:10,4,9,.444,0,2,.000,0,0,,2,5,7,7,0,0,4,3,8,-9,5.9,2024-02-01
Jaylen Brown,BOS,,LAL,L,27:24,4,12,.333,0,3,.000,0,0,,3,5,8,7,1,0,3,5,8,-20,5.7,2024-02-01
Payton Pritchard,BOS,,LAL,L,21:18,3,6,.500,2,5,.400,0,0,,0,0,0,1,0,1,1,1,8,+13,5.0,2024-02-01
Ben Sheppard,IND,@,NYK,L,22:05,2,4,.500,1,3,.333,0,0,,0,6,6,1,3,0,2,4,5,+3,4.9,2024-02-01
Josh Hart,NYK,,IND,W,37:58,0,6,.000,0,3,.000,5,6,.833,3,9,12,3,0,1,2,3,5,0,4.8,2024-02-01
Kris Dunn,UTA,,PHI,L,16:01,1,4,.250,1,1,1.000,0,0,,0,3,3,4,0,2,1,0,3,+3,4.7,2024-02-01
Simone Fontecchio,UTA,,PHI,L,26:41,3,9,.333,1,6,.167,0,0,,2,2,4,2,0,0,0,2,7,+5,4.5,2024-02-01
Gregory Jackson,MEM,,CLE,L,28:34,3,14,.214,1,8,.125,3,4,.750,2,3,5,2,0,2,1,2,10,+2,4.3,2024-02-01
Isaac Okoro,CLE,@,MEM,W,21:02,2,4,.500,1,1,1.000,1,1,1.000,1,3,4,0,0,0,1,2,6,+7,3.8,2024-02-01
Mohamed Bamba,PHI,@,UTA,W,17:58,2,7,.286,0,2,.000,0,0,,1,8,9,0,0,3,1,1,4,-7,3.7,2024-02-01
Dalano Banton,BOS,,LAL,L,2:01,0,0,,0,0,,2,2,1.000,0,1,1,1,0,0,0,0,2,+4,3.0,2024-02-01
Furkan Korkmaz,PHI,@,UTA,W,12:31,2,7,.286,1,4,.250,0,0,,0,2,2,2,0,0,0,1,5,+8,2.5,2024-02-01
Jaden Springer,PHI,@,UTA,W,19:18,1,4,.250,1,2,.500,0,0,,0,1,1,2,1,0,0,3,3,-4,2.1,2024-02-01
Christian Wood,LAL,@,BOS,W,18:53,1,9,.111,1,4,.250,1,2,.500,2,2,4,1,1,0,0,0,4,+2,1.4,2024-02-01
Georges Niang,CLE,@,MEM,W,22:26,2,7,.286,1,4,.250,0,0,,1,4,5,0,0,0,0,4,5,-7,1.2,2024-02-01
Malachi Flynn,NYK,,IND,W,7:03,0,3,.000,0,2,.000,2,2,1.000,0,1,1,1,0,0,0,0,2,-1,0.9,2024-02-01
KJ Martin,PHI,@,UTA,W,5:28,0,1,.000,0,0,,0,0,,1,0,1,1,0,0,0,0,0,-3,0.7,2024-02-01
Myles Turner,IND,@,NYK,L,24:12,2,6,.333,0,0,,1,3,.333,0,4,4,1,1,0,1,5,5,-6,0.7,2024-02-01
Jalen Hood-Schifino,LAL,@,BOS,W,1:17,0,0,,0,0,,1,2,.500,0,0,0,0,0,0,0,0,1,-2,0.6,2024-02-01
Buddy Hield,IND,@,NYK,L,27:56,1,8,.125,1,7,.143,0,0,,1,1,2,0,1,2,0,2,3,-10,0.4,2024-02-01
Dylan Windler,LAL,@,BOS,W,0:46,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0,0.3,2024-02-01
Oshae Brissett,BOS,,LAL,L,2:01,0,1,.000,0,1,.000,0,0,,1,0,1,0,0,0,0,0,0,+4,0.0,2024-02-01
Skylar Mays,LAL,@,BOS,W,0:46,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,2024-02-01
Omer Yurtseven,UTA,,PHI,L,0:02,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,2024-02-01
Maxwell Lewis,LAL,@,BOS,W,0:46,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,-0.7,2024-02-01
David Roddy,MEM,,CLE,L,17:52,1,12,.083,0,2,.000,0,0,,0,4,4,3,1,0,0,2,2,+2,-2.5,2024-02-01
Ochai Agbaji,UTA,,PHI,L,17:02,0,3,.000,0,0,,0,0,,0,1,1,1,0,0,1,2,0,-5,-2.9,2024-02-01
Nikola Jokić,DEN,,POR,W,38:16,11,16,.688,1,1,1.000,4,4,1.000,7,15,22,12,1,2,4,3,27,+20,35.2,2024-02-02
Shai Gilgeous-Alexander,OKC,,CHO,W,29:53,11,15,.733,1,1,1.000,8,10,.800,0,3,3,9,5,3,3,2,31,+34,34.6,2024-02-02
Trae Young,ATL,,PHO,W,42:11,12,17,.706,7,11,.636,1,2,.500,0,1,1,15,3,1,7,2,32,-1,31.2,2024-02-02
Kevin Durant,PHO,@,ATL,L,38:09,14,24,.583,5,9,.556,2,2,1.000,1,7,8,8,2,1,4,3,35,-1,29.7,2024-02-02
Kawhi Leonard,LAC,@,DET,W,31:58,12,17,.706,6,8,.750,3,3,1.000,0,4,4,3,0,1,0,2,33,+18,29.1,2024-02-02
Zion Williamson,NOP,@,SAS,W,35:52,12,21,.571,0,0,,9,13,.692,3,5,8,4,1,1,1,2,33,+15,27.8,2024-02-02
Jonathan Kuminga,GSW,@,MEM,W,36:58,11,15,.733,1,1,1.000,6,7,.857,1,5,6,4,2,0,2,3,29,+15,26.3,2024-02-02
Domantas Sabonis,SAC,@,IND,W,34:51,9,14,.643,0,1,.000,8,9,.889,3,8,11,7,2,1,4,3,26,+7,26.3,2024-02-02
Bennedict Mathurin,IND,,SAC,L,36:59,10,14,.714,2,2,1.000,9,10,.900,0,5,5,4,2,0,5,1,31,-3,25.7,2024-02-02
Scottie Barnes,TOR,@,HOU,L,33:15,10,17,.588,1,2,.500,7,8,.875,3,4,7,4,1,0,1,1,28,-10,25.4,2024-02-02
Rudy Gobert,MIN,,ORL,L,39:05,6,7,.857,0,0,,10,11,.909,3,13,16,2,0,2,1,5,22,0,24.9,2024-02-02
Alperen Sengun,HOU,,TOR,W,28:44,10,14,.714,1,2,.500,3,3,1.000,1,12,13,8,0,0,2,4,24,+23,24.5,2024-02-02
Brandon Miller,CHO,@,OKC,L,31:41,11,19,.579,5,8,.625,1,1,1.000,1,3,4,4,3,2,2,4,28,-17,24.3,2024-02-02
Russell Westbrook,LAC,@,DET,W,25:09,10,13,.769,2,3,.667,1,2,.500,1,2,3,9,2,0,2,2,23,+15,24.3,2024-02-02
Jimmy Butler,MIA,@,WAS,W,35:31,7,10,.700,1,1,1.000,9,13,.692,4,5,9,3,1,0,2,0,24,+8,23.6,2024-02-02
Scoot Henderson,POR,@,DEN,L,37:09,8,15,.533,3,7,.429,11,12,.917,2,3,5,2,0,0,2,3,30,+7,22.8,2024-02-02
Brandin Podziemski,GSW,@,MEM,W,34:04,5,8,.625,0,2,.000,2,2,1.000,1,6,7,14,2,1,0,2,12,+18,22.6,2024-02-02
Bogdan Bogdanović,ATL,,PHO,W,34:21,8,12,.667,4,7,.571,3,3,1.000,1,3,4,5,0,0,0,2,23,+13,22.1,2024-02-02
Jaden Ivey,DET,,LAC,L,33:30,11,18,.611,3,8,.375,3,6,.500,5,2,7,3,0,0,3,2,28,+5,21.0,2024-02-02
Malik Monk,SAC,@,IND,W,27:02,9,14,.643,1,3,.333,4,6,.667,1,4,5,6,1,0,1,4,23,+6,20.5,2024-02-02
Anfernee Simons,POR,@,DEN,L,36:52,11,23,.478,4,10,.400,3,4,.750,1,3,4,4,2,0,2,2,29,-20,20.5,2024-02-02
Cam Whitmore,HOU,,TOR,W,21:23,10,17,.588,3,7,.429,2,2,1.000,3,3,6,1,2,0,2,1,25,+22,20.4,2024-02-02
Immanuel Quickley,TOR,@,HOU,L,29:38,7,16,.438,6,11,.545,5,7,.714,0,1,1,6,0,0,0,2,25,-6,19.5,2024-02-02
De'Aaron Fox,SAC,@,IND,W,35:07,11,21,.524,1,5,.200,2,6,.333,0,3,3,3,6,1,3,1,25,+7,19.4,2024-02-02
Amen Thompson,HOU,,TOR,W,24:09,9,11,.818,0,1,.000,1,2,.500,1,6,7,4,2,1,2,3,19,+27,19.3,2024-02-02
Jonas Valančiūnas,NOP,@,SAS,W,27:00,9,12,.750,0,0,,0,0,,3,6,9,4,0,0,0,2,18,-15,19.1,2024-02-02
Devin Vassell,SAS,,NOP,L,36:07,11,21,.524,5,10,.500,1,2,.500,0,3,3,3,0,1,2,0,28,+7,19.0,2024-02-02
Paul George,LAC,@,DET,W,27:20,8,16,.500,2,5,.400,0,0,,0,4,4,7,3,1,0,3,18,+13,18.6,2024-02-02
Devin Booker,PHO,@,ATL,L,38:08,8,16,.500,3,8,.375,5,6,.833,2,4,6,4,1,0,2,4,24,+4,18.4,2024-02-02
Corey Kispert,WAS,,MIA,L,31:28,10,18,.556,6,14,.429,0,1,.000,0,4,4,2,0,0,0,3,26,-6,18.4,2024-02-02
Jaren Jackson,MEM,,GSW,L,31:23,8,21,.381,2,9,.222,9,11,.818,0,5,5,2,2,2,2,2,27,-7,18.2,2024-02-02
Bojan Bogdanović,DET,,LAC,L,29:30,9,13,.692,6,9,.667,2,2,1.000,0,1,1,3,0,0,4,2,26,-8,18.1,2024-02-02
Dejounte Murray,ATL,,PHO,W,39:10,7,17,.412,1,8,.125,7,8,.875,0,8,8,5,1,0,1,2,22,+10,17.6,2024-02-02
Onyeka Okongwu,ATL,,PHO,W,27:09,7,8,.875,1,1,1.000,0,0,,3,4,7,0,1,2,0,1,15,+23,17.5,2024-02-02
Victor Wembanyama,SAS,,NOP,L,28:25,7,14,.500,0,3,.000,2,2,1.000,5,9,14,7,2,3,6,2,16,-9,17.4,2024-02-02
Jacob Gilyard,MEM,,GSW,L,32:20,5,9,.556,5,9,.556,1,1,1.000,1,1,2,5,2,1,1,2,16,-13,17.1,2024-02-02
Brandon Ingram,NOP,@,SAS,W,36:24,7,15,.467,1,2,.500,4,4,1.000,2,2,4,6,2,1,2,4,19,-6,16.6,2024-02-02
Harrison Barnes,SAC,@,IND,W,37:29,9,14,.643,4,7,.571,0,2,.000,1,3,4,1,3,0,3,2,22,+7,16.5,2024-02-02
Tre Jones,SAS,,NOP,L,35:23,8,15,.533,1,5,.200,3,4,.750,1,6,7,7,0,1,4,0,20,-4,16.4,2024-02-02
Chet Holmgren,OKC,,CHO,W,23:20,5,9,.556,3,6,.500,3,4,.750,0,6,6,3,1,2,1,1,16,+13,16.2,2024-02-02
Marcus Sasser,DET,,LAC,L,20:29,8,10,.800,5,6,.833,0,0,,0,1,1,2,0,0,2,2,21,-7,16.1,2024-02-02
Amir Coffey,LAC,@,DET,W,23:57,5,7,.714,1,1,1.000,3,3,1.000,0,4,4,0,4,1,1,0,14,+9,16.0,2024-02-02
Wendell Carter,ORL,@,MIN,W,36:58,6,12,.500,2,6,.333,4,6,.667,3,9,12,1,0,0,0,3,18,-2,15.5,2024-02-02
Buddy Hield,IND,,SAC,L,28:23,7,13,.538,3,8,.375,0,0,,0,4,4,4,2,0,0,3,17,-10,15.5,2024-02-02
Franz Wagner,ORL,@,MIN,W,34:32,7,17,.412,0,5,.000,5,6,.833,2,2,4,5,2,1,1,3,19,+12,15.5,2024-02-02
Aaron Gordon,DEN,,POR,W,27:41,7,9,.778,1,1,1.000,3,3,1.000,2,2,4,5,0,0,3,4,18,+20,15.4,2024-02-02
Jusuf Nurkić,PHO,@,ATL,L,23:10,7,9,.778,0,0,,0,1,.000,1,8,9,3,1,1,1,2,14,-3,15.2,2024-02-02
Pascal Siakam,IND,,SAC,L,35:27,10,15,.667,1,3,.333,1,3,.333,3,3,6,2,2,0,5,3,22,-5,14.9,2024-02-02
Jeremy Sochan,SAS,,NOP,L,30:32,6,12,.500,0,4,.000,3,6,.500,7,9,16,3,2,0,3,4,15,+11,14.9,2024-02-02
Stephen Curry,GSW,@,MEM,W,32:16,6,16,.375,4,9,.444,4,4,1.000,0,6,6,6,1,0,3,1,20,+12,14.8,2024-02-02
Paolo Banchero,ORL,@,MIN,W,35:12,10,20,.500,1,1,1.000,2,2,1.000,0,1,1,6,1,0,3,2,23,-1,14.7,2024-02-02
CJ McCollum,NOP,@,SAS,W,38:31,8,17,.471,3,10,.300,2,4,.500,1,3,4,4,1,1,2,3,21,+13,14.4,2024-02-02
Kevin Love,MIA,@,WAS,W,15:09,4,5,.800,2,3,.667,3,4,.750,1,9,10,2,0,0,1,1,13,+16,14.1,2024-02-02
Bryce McGowens,CHO,@,OKC,L,24:54,6,10,.600,0,3,.000,3,4,.750,1,2,3,3,4,1,2,5,15,-7,14.1,2024-02-02
Anthony Edwards,MIN,,ORL,L,35:28,9,18,.500,2,8,.250,2,3,.667,0,1,1,5,1,0,3,1,22,+6,14.0,2024-02-02
T.J. McConnell,IND,,SAC,L,22:49,3,5,.600,1,1,1.000,2,2,1.000,1,2,3,7,2,0,1,0,9,+1,13.9,2024-02-02
Bam Adebayo,MIA,@,WAS,W,32:51,8,14,.571,0,0,,4,7,.571,2,12,14,1,0,1,4,3,20,-8,13.4,2024-02-02
Jalen Duren,DET,,LAC,L,31:10,5,7,.714,0,0,,1,2,.500,2,11,13,2,0,0,0,1,11,-8,13.4,2024-02-02
Kentavious Caldwell-Pope,DEN,,POR,W,33:46,4,8,.500,1,2,.500,7,7,1.000,0,1,1,2,0,1,0,3,16,+22,13.2,2024-02-02
Jalen Johnson,ATL,,PHO,W,37:44,6,14,.429,2,6,.333,2,3,.667,0,7,7,4,1,1,1,2,16,-2,13.0,2024-02-02
Daniel Gafford,WAS,,MIA,L,32:10,4,8,.500,0,0,,3,4,.750,4,10,14,2,1,1,1,4,11,+14,12.9,2024-02-02
Mason Plumlee,LAC,@,DET,W,25:53,5,7,.714,0,0,,2,3,.667,3,6,9,2,1,0,1,3,12,-4,12.8,2024-02-02
Terry Rozier,MIA,@,WAS,W,30:22,2,13,.154,0,6,.000,11,11,1.000,2,6,8,5,0,0,0,3,15,+15,12.2,2024-02-02
Trey Lyles,SAC,@,IND,W,15:59,4,5,.800,3,4,.750,2,2,1.000,1,2,3,0,0,0,0,1,13,+1,12.0,2024-02-02
Jordan Poole,WAS,,MIA,L,32:36,6,21,.286,2,14,.143,2,3,.667,0,4,4,10,2,1,1,3,16,-3,12.0,2024-02-02
Peyton Watson,DEN,,POR,W,21:48,6,8,.750,2,2,1.000,0,0,,1,4,5,0,0,1,0,4,14,0,11.8,2024-02-02
Markelle Fultz,ORL,@,MIN,W,22:58,5,9,.556,0,0,,0,0,,0,3,3,5,2,1,1,1,10,+4,11.4,2024-02-02
Grayson Allen,PHO,@,ATL,L,31:16,5,7,.714,1,3,.333,1,1,1.000,0,2,2,4,1,2,2,4,12,+2,11.3,2024-02-02
David Roddy,MEM,,GSW,L,27:23,6,10,.600,1,3,.333,3,4,.750,0,2,2,4,0,0,2,3,16,-16,11.2,2024-02-02
Norman Powell,LAC,@,DET,W,25:27,6,11,.545,3,6,.500,0,0,,1,4,5,2,0,0,0,5,15,+19,11.0,2024-02-02
Cade Cunningham,DET,,LAC,L,32:47,7,17,.412,1,3,.333,1,1,1.000,0,3,3,11,1,0,4,4,16,-11,10.9,2024-02-02
Draymond Green,GSW,@,MEM,W,27:42,4,7,.571,1,2,.500,0,0,,2,10,12,6,0,3,4,4,9,+10,10.8,2024-02-02
Ousmane Dieng,OKC,,CHO,W,19:58,4,5,.800,1,1,1.000,2,2,1.000,0,2,2,4,0,0,1,2,11,-1,10.7,2024-02-02
Jalen Suggs,ORL,@,MIN,W,36:17,4,12,.333,4,9,.444,3,4,.750,2,4,6,2,2,1,3,2,15,0,10.7,2024-02-02
Deni Avdija,WAS,,MIA,L,34:59,6,8,.750,1,2,.500,2,3,.667,1,7,8,2,0,0,3,5,15,-1,10.6,2024-02-02
Jamal Murray,DEN,,POR,W,32:44,5,21,.238,3,15,.200,0,0,,4,5,9,10,0,2,2,1,13,+9,10.6,2024-02-02
Danilo Gallinari,DET,,LAC,L,14:36,1,3,.333,1,2,.500,8,9,.889,1,0,1,2,0,1,0,3,11,-10,10.5,2024-02-02
Nick Richards,CHO,@,OKC,L,30:55,3,5,.600,0,0,,2,4,.500,3,8,11,1,0,1,0,1,8,-12,10.4,2024-02-02
Derrick Rose,MEM,,GSW,L,15:40,5,9,.556,1,3,.333,1,1,1.000,0,1,1,4,0,0,0,1,12,-7,10.4,2024-02-02
Clint Capela,ATL,,PHO,W,20:51,5,10,.500,0,0,,1,2,.500,6,4,10,0,0,0,0,2,11,-14,10.2,2024-02-02
Malcolm Brogdon,POR,@,DEN,L,35:31,5,13,.385,0,2,.000,1,3,.333,3,5,8,6,0,0,0,2,11,-10,10.1,2024-02-02
Kevin Huerter,SAC,@,IND,W,30:25,5,10,.500,3,6,.500,2,3,.667,2,3,5,6,0,0,4,5,15,+5,10.1,2024-02-02
Terance Mann,LAC,@,DET,W,23:51,4,4,1.000,0,0,,4,4,1.000,1,0,1,0,0,0,1,1,12,-20,10.1,2024-02-02
Fred VanVleet,HOU,,TOR,W,24:45,4,7,.571,2,4,.500,0,0,,0,2,2,6,0,1,1,3,10,+13,10.0,2024-02-02
Cason Wallace,OKC,,CHO,W,24:48,5,7,.714,2,4,.500,0,0,,0,2,2,1,1,0,1,1,12,+22,10.0,2024-02-02
Aaron Wiggins,OKC,,CHO,W,19:18,3,6,.500,2,5,.400,2,3,.667,0,2,2,4,1,0,1,1,10,+17,9.6,2024-02-02
Leaky Black,CHO,@,OKC,L,17:41,4,7,.571,3,3,1.000,0,0,,0,1,1,2,0,0,0,0,11,-5,9.4,2024-02-02
Duop Reath,POR,@,DEN,L,20:31,3,4,.750,2,2,1.000,2,4,.500,1,3,4,1,1,1,1,3,10,+6,9.4,2024-02-02
Jaime Jaquez,MIA,@,WAS,W,25:48,4,7,.571,0,1,.000,0,0,,2,2,4,2,2,0,0,2,8,+10,9.3,2024-02-02
Reggie Jackson,DEN,,POR,W,24:18,5,9,.556,1,3,.333,2,3,.667,0,0,0,3,0,0,0,3,13,-9,9.2,2024-02-02
Isaiah Jackson,IND,,SAC,L,27:10,3,8,.375,0,0,,4,4,1.000,2,6,8,2,2,0,2,3,10,-15,9.0,2024-02-02
Toumani Camara,POR,@,DEN,L,23:47,3,6,.500,0,2,.000,4,4,1.000,0,2,2,0,2,1,1,1,10,-11,8.9,2024-02-02
Bradley Beal,PHO,@,ATL,L,39:45,5,16,.313,0,7,.000,4,4,1.000,1,3,4,10,0,0,4,2,14,-6,8.6,2024-02-02
Malaki Branham,SAS,,NOP,L,15:43,3,4,.750,1,2,.500,0,0,,1,1,2,3,0,0,0,0,7,-4,8.5,2024-02-02
Jalen Green,HOU,,TOR,W,27:27,7,14,.500,0,4,.000,0,1,.000,0,4,4,3,0,0,1,1,14,+17,8.5,2024-02-02
Gary Trent,TOR,@,HOU,L,25:58,5,12,.417,2,5,.400,0,0,,2,2,4,0,2,0,1,1,12,-17,8.2,2024-02-02
Jaylin Williams,OKC,,CHO,W,18:15,2,4,.500,1,3,.333,2,2,1.000,1,7,8,0,0,1,0,1,7,+29,8.1,2024-02-02
Kyle Anderson,MIN,,ORL,L,15:57,3,6,.500,1,1,1.000,0,0,,1,2,3,4,0,1,0,2,7,+10,8.0,2024-02-02
Dyson Daniels,NOP,@,SAS,W,21:25,1,3,.333,0,1,.000,0,0,,2,4,6,5,3,0,1,1,2,+20,8.0,2024-02-02
Josh Giddey,OKC,,CHO,W,19:06,3,8,.375,0,2,.000,2,2,1.000,0,6,6,4,1,1,2,0,8,+16,7.9,2024-02-02
Jordan Nwora,TOR,@,HOU,L,16:23,3,5,.600,0,1,.000,2,2,1.000,0,1,1,0,2,1,0,2,8,-21,7.9,2024-02-02
Jose Alvarado,NOP,@,SAS,W,18:46,3,7,.429,2,5,.400,0,0,,0,2,2,3,2,0,0,3,8,+9,7.8,2024-02-02
