Player,Tm,vs,Opp,W/L,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GmSc,Date
Keyonte George,UTA,,SAC,L,18:53,3,5,.600,1,3,.333,1,1,1.000,0,2,2,2,0,0,1,0,8,-9,6.7,2023-10-25
Marcus Sasser,DET,@,MIA,L,10:23,3,4,.750,2,3,.667,0,0,,0,2,2,1,0,0,1,0,8,+2,6.7,2023-10-25
Anthony Black,ORL,,HOU,W,4:48,2,2,1.000,0,0,,1,1,1.000,0,0,0,1,0,2,0,0,5,+9,6.5,2023-10-25
Corey Kispert,WAS,@,IND,L,24:27,4,11,.364,1,5,.200,2,2,1.000,2,3,5,1,0,0,1,1,11,-8,6.5,2023-10-25
Ayo Dosunmu,CHI,,OKC,L,9:18,3,5,.600,2,4,.500,0,0,,0,0,0,1,1,0,1,0,8,+3,6.4,2023-10-25
Caris LeVert,CLE,@,BRK,W,31:22,4,17,.235,3,8,.375,0,0,,0,3,3,5,1,1,0,1,11,-6,6.4,2023-10-25
Ousmane Dieng,OKC,@,CHI,W,14:15,3,5,.600,3,5,.600,0,0,,1,1,2,0,0,0,1,1,9,+2,6.3,2023-10-25
Jae'Sean Tate,HOU,@,ORL,L,15:08,2,2,1.000,1,1,1.000,0,0,,0,2,2,0,1,1,0,1,5,-11,6.3,2023-10-25
Deandre Ayton,POR,@,LAC,L,23:05,2,4,.500,0,0,,0,0,,3,9,12,1,3,1,3,5,4,-5,6.2,2023-10-25
Alex Caruso,CHI,,OKC,L,19:37,2,5,.400,1,4,.250,1,2,.500,0,2,2,3,2,0,1,1,6,-19,6.2,2023-10-25
Matt Ryan,NOP,@,MEM,W,13:51,3,6,.500,3,6,.500,0,0,,0,1,1,1,0,0,0,2,9,+20,6.2,2023-10-25
Wendell Carter,ORL,,HOU,W,26:55,4,10,.400,0,2,.000,0,0,,4,4,8,1,2,0,2,3,8,+8,6.1,2023-10-25
Killian Hayes,DET,@,MIA,L,30:30,4,12,.333,0,6,.000,2,3,.667,0,1,1,3,2,1,1,2,10,+1,6.1,2023-10-25
Daniel Gafford,WAS,@,IND,L,21:03,2,2,1.000,0,0,,2,4,.500,1,4,5,0,0,2,0,5,6,-23,5.9,2023-10-25
Jerami Grant,POR,@,LAC,L,29:57,5,12,.417,0,4,.000,3,4,.750,2,1,3,1,0,1,3,1,13,-22,5.9,2023-10-25
Jrue Holiday,BOS,@,NYK,W,34:47,4,10,.400,1,5,.200,0,0,,2,2,4,2,0,3,2,3,9,+3,5.9,2023-10-25
Dejounte Murray,ATL,@,CHO,L,32:44,3,14,.214,0,3,.000,5,6,.833,0,2,2,6,0,0,1,0,11,-15,5.8,2023-10-25
Nick Richards,CHO,,ATL,W,18:03,2,2,1.000,0,0,,3,4,.750,1,3,4,1,0,1,2,3,7,-14,5.8,2023-10-25
Maxi Kleber,DAL,@,SAS,W,23:03,2,7,.286,2,5,.400,0,0,,2,5,7,2,0,1,0,3,6,-12,5.7,2023-10-25
Dorian Finney-Smith,BRK,,CLE,L,27:48,4,8,.500,2,6,.333,0,1,.000,1,4,5,2,0,0,3,1,10,+7,5.5,2023-10-25
Josh Hart,NYK,,BOS,L,22:29,2,4,.500,2,4,.500,1,2,.500,1,5,6,0,0,0,1,1,7,-1,5.4,2023-10-25
Aaron Nesmith,IND,,WAS,W,23:05,2,5,.400,1,3,.333,2,2,1.000,1,4,5,1,0,1,1,3,7,+13,5.4,2023-10-25
Tyler Herro,MIA,,DET,W,34:30,7,24,.292,2,7,.286,0,0,,0,2,2,3,3,0,2,1,16,+6,5.3,2023-10-25
Talen Horton-Tucker,UTA,,SAC,L,21:48,3,9,.333,2,4,.500,0,0,,0,1,1,4,0,1,1,1,8,-5,5.3,2023-10-25
Ausar Thompson,DET,@,MIA,L,26:53,1,7,.143,1,2,.500,1,2,.500,3,4,7,3,0,5,2,2,4,-14,5.2,2023-10-25
Toumani Camara,POR,@,LAC,L,15:51,2,5,.400,2,2,1.000,1,2,.500,0,2,2,1,0,1,0,2,7,+13,5.1,2023-10-25
Ziaire Williams,MEM,,NOP,L,29:16,4,7,.571,1,3,.333,0,0,,0,4,4,0,0,0,1,2,9,-8,5.1,2023-10-25
Charles Bassey,SAS,,DAL,L,13:03,1,1,1.000,0,0,,0,0,,1,4,5,2,1,0,1,0,2,-6,5.0,2023-10-25
Jaren Jackson,MEM,,NOP,L,35:43,2,9,.222,0,5,.000,4,4,1.000,1,4,5,3,0,5,3,5,8,-1,5.0,2023-10-25
Malaki Branham,SAS,,DAL,L,17:45,3,7,.429,0,3,.000,1,1,1.000,0,2,2,2,1,0,1,1,7,-2,4.9,2023-10-25
Onyeka Okongwu,ATL,@,CHO,L,19:20,3,5,.600,0,0,,1,1,1.000,1,3,4,2,0,0,1,5,7,+14,4.7,2023-10-25
Matisse Thybulle,POR,@,LAC,L,20:05,3,7,.429,2,6,.333,0,0,,1,0,1,1,1,0,2,0,8,-12,4.7,2023-10-25
Scoot Henderson,POR,@,LAC,L,35:50,5,11,.455,0,3,.000,1,1,1.000,1,2,3,4,0,0,4,2,11,-16,4.6,2023-10-25
Derrick Rose,MEM,,NOP,L,15:53,3,11,.273,2,4,.500,0,0,,1,1,2,3,0,0,0,0,8,-10,4.6,2023-10-25
Precious Achiuwa,TOR,,MIN,W,24:17,4,9,.444,0,1,.000,0,0,,3,5,8,0,0,0,2,1,8,-5,4.5,2023-10-25
Zach LaVine,CHI,,OKC,L,24:43,4,16,.250,2,9,.222,6,6,1.000,0,4,4,3,0,0,4,3,16,+1,4.5,2023-10-25
Dyson Daniels,NOP,@,MEM,W,18:53,3,6,.500,0,1,.000,0,0,,2,3,5,0,2,1,2,4,6,-2,4.4,2023-10-25
Reggie Bullock,HOU,@,ORL,L,11:14,1,1,1.000,1,1,1.000,0,0,,0,1,1,0,1,1,0,1,3,-5,4.3,2023-10-25
De'Andre Hunter,ATL,@,CHO,L,31:00,4,9,.444,1,4,.250,0,1,.000,2,2,4,1,0,0,0,6,9,-13,4.2,2023-10-25
Norman Powell,LAC,,POR,W,22:54,2,6,.333,2,5,.400,2,2,1.000,0,3,3,1,0,0,2,0,8,-4,4.2,2023-10-25
Spencer Dinwiddie,BRK,,CLE,L,23:57,1,3,.333,1,3,.333,2,2,1.000,0,1,1,3,0,0,1,2,5,-10,3.9,2023-10-25
Kris Dunn,UTA,,SAC,L,15:44,3,6,.500,0,1,.000,2,4,.500,0,1,1,2,2,0,4,0,8,-16,3.9,2023-10-25
Alec Burks,DET,@,MIA,L,24:57,2,8,.250,2,5,.400,1,2,.500,0,5,5,0,0,1,0,1,7,+9,3.6,2023-10-25
Kevin Huerter,SAC,@,UTA,W,23:34,3,9,.333,1,5,.200,0,0,,2,3,5,2,0,0,1,3,7,+6,3.4,2023-10-25
Eugene Omoruyi,WAS,@,IND,L,7:46,2,3,.667,0,0,,0,0,,1,1,2,1,0,0,1,0,4,-2,3.4,2023-10-25
Nicolas Batum,LAC,,POR,W,9:08,0,0,,0,0,,0,0,,0,3,3,1,1,1,0,0,0,-2,3.3,2023-10-25
Bilal Coulibaly,WAS,@,IND,L,23:08,1,3,.333,1,1,1.000,0,0,,0,4,4,3,0,3,3,1,3,-13,3.3,2023-10-25
Royce O'Neale,BRK,,CLE,L,22:48,2,6,.333,1,4,.250,0,0,,0,7,7,2,0,0,1,2,5,+8,3.3,2023-10-25
Olivier Sarr,OKC,@,CHI,W,10:30,1,1,1.000,0,0,,2,2,1.000,1,3,4,0,0,0,1,3,4,+6,3.1,2023-10-25
Moussa Diabaté,LAC,,POR,W,4:02,1,3,.333,0,0,,0,0,,1,0,1,0,2,0,0,0,2,-10,3.0,2023-10-25
Jordan Nwora,IND,,WAS,W,5:41,2,7,.286,1,2,.500,0,0,,1,0,1,1,0,1,0,0,5,+3,3.0,2023-10-25
Jabari Walker,POR,@,LAC,L,6:21,2,3,.667,0,0,,2,3,.667,1,0,1,0,0,0,2,0,6,+12,3.0,2023-10-25
Isaiah Jackson,IND,,WAS,W,11:15,2,4,.500,0,0,,0,0,,1,3,4,0,0,0,0,2,4,+3,2.8,2023-10-25
Théo Maledon,CHO,,ATL,W,16:19,2,5,.400,0,2,.000,0,0,,0,3,3,4,0,0,1,3,4,-5,2.8,2023-10-25
Gary Trent,TOR,,MIN,W,26:42,2,8,.250,1,4,.250,0,0,,0,2,2,2,1,1,0,3,5,+3,2.7,2023-10-25
Jeenathan Williams,HOU,@,ORL,L,4:48,2,3,.667,0,1,.000,0,0,,0,0,0,0,0,0,0,0,4,-9,2.7,2023-10-25
Jeff Green,HOU,@,ORL,L,13:52,2,4,.500,0,1,.000,0,1,.000,3,0,3,1,0,0,1,2,4,-11,2.6,2023-10-25
Jordan Hawkins,NOP,@,MEM,W,9:13,1,2,.500,1,2,.500,0,0,,0,0,0,2,0,0,0,2,3,+14,2.6,2023-10-25
Shake Milton,MIN,@,TOR,L,21:16,1,5,.200,1,4,.250,1,2,.500,0,3,3,4,2,0,2,4,4,+3,2.6,2023-10-25
JT Thor,CHO,,ATL,W,20:07,2,7,.286,1,3,.333,0,0,,1,1,2,1,0,0,0,0,5,+2,2.6,2023-10-25
Simone Fontecchio,UTA,,SAC,L,2:25,1,2,.500,0,1,.000,0,0,,1,0,1,1,0,0,0,0,2,+2,2.4,2023-10-25
Kyle Lowry,MIA,,DET,W,31:52,0,1,.000,0,0,,0,0,,0,2,2,2,2,1,0,4,0,+4,2.4,2023-10-25
Larry Nance,NOP,@,MEM,W,14:56,1,2,.500,0,0,,0,0,,1,7,8,0,1,0,2,1,2,-4,2.4,2023-10-25
Jevon Carter,CHI,,OKC,L,15:56,1,4,.250,1,4,.250,0,0,,0,1,1,2,0,0,0,0,3,-15,2.3,2023-10-25
Caleb Houstan,ORL,,HOU,W,4:48,1,2,.500,1,2,.500,0,0,,0,1,1,0,0,0,0,0,3,+9,2.3,2023-10-25
Payton Pritchard,BOS,@,NYK,W,11:02,1,4,.250,0,3,.000,2,2,1.000,0,1,1,1,0,0,0,1,4,-8,2.2,2023-10-25
Luke Kornet,BOS,@,NYK,W,8:00,0,1,.000,0,0,,0,0,,1,0,1,2,0,1,0,0,0,-1,2.1,2023-10-25
Jared Butler,WAS,@,IND,L,3:23,1,2,.500,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,+2,2.0,2023-10-25
Amir Coffey,LAC,,POR,W,3:56,0,1,.000,0,0,,2,2,1.000,0,0,0,1,0,0,0,0,2,-7,2.0,2023-10-25
Jock Landale,HOU,@,ORL,L,8:37,1,2,.500,1,2,.500,0,0,,0,0,0,2,0,0,1,1,3,-9,2.0,2023-10-25
Dante Exum,DAL,@,SAS,W,7:35,1,2,.500,0,1,.000,1,1,1.000,0,1,1,0,0,0,0,1,3,+4,1.9,2023-10-25
Mitchell Robinson,NYK,,BOS,L,22:06,1,4,.250,0,0,,0,2,.000,3,3,6,1,2,0,1,4,2,+1,1.9,2023-10-25
Ochai Agbaji,UTA,,SAC,L,19:27,2,6,.333,1,2,.500,0,0,,0,3,3,0,0,0,0,2,5,-11,1.7,2023-10-25
Jabari Smith,HOU,@,ORL,L,26:10,3,9,.333,0,4,.000,1,2,.500,1,4,5,1,1,0,1,6,7,-8,1.7,2023-10-25
Damian Jones,CLE,@,BRK,W,11:05,2,2,1.000,0,0,,0,0,,0,0,0,2,0,0,2,3,4,-7,1.6,2023-10-25
Jalen Suggs,ORL,,HOU,W,20:51,3,12,.250,2,7,.286,0,0,,1,3,4,0,0,0,0,2,8,+5,1.6,2023-10-25
Ty Jerome,CLE,@,BRK,W,5:30,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,2,-7,1.3,2023-10-25
Day'Ron Sharpe,BRK,,CLE,L,11:54,2,3,.667,0,0,,0,0,,1,1,2,0,0,2,3,2,4,+2,1.3,2023-10-25
Dru Smith,MIA,,DET,W,8:40,1,2,.500,0,1,.000,0,0,,0,0,0,1,0,0,0,1,2,-4,1.3,2023-10-25
Jake LaRavia,MEM,,NOP,L,14:38,1,3,.333,0,2,.000,0,0,,0,2,2,1,1,0,0,4,2,-11,1.0,2023-10-25
Luka Šamanić,UTA,,SAC,L,2:25,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,0,0,2,+2,1.0,2023-10-25
Taylor Hendricks,UTA,,SAC,L,2:25,0,0,,0,0,,1,2,.500,0,1,1,0,0,0,0,0,1,+2,0.9,2023-10-25
Luke Kennard,MEM,,NOP,L,14:40,0,5,.000,0,5,.000,3,3,1.000,1,1,2,2,0,0,1,0,3,-14,0.9,2023-10-25
Mike Muscala,WAS,@,IND,L,8:10,0,0,,0,0,,0,0,,0,3,3,0,0,0,0,0,0,-8,0.9,2023-10-25
Jalen McDaniels,TOR,,MIN,W,16:08,0,3,.000,0,3,.000,0,0,,0,2,2,2,1,1,0,2,0,-3,0.8,2023-10-25
Tre Mann,OKC,@,CHI,W,1:54,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0,0.7,2023-10-25
Jalen Green,HOU,@,ORL,L,29:49,2,10,.200,0,1,.000,6,7,.857,0,1,1,0,1,1,4,2,10,-12,0.6,2023-10-25
Doug McDermott,SAS,,DAL,L,10:56,0,1,.000,0,1,.000,0,0,,0,1,1,1,0,1,0,1,0,-7,0.6,2023-10-25
Jordan Miller,LAC,,POR,W,3:56,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,1,2,-7,0.6,2023-10-25
Joe Ingles,ORL,,HOU,W,18:14,0,3,.000,0,3,.000,0,0,,0,4,4,5,0,0,1,3,0,+9,0.4,2023-10-25
Nickeil Alexander-Walker,MIN,@,TOR,L,22:38,1,5,.200,0,3,.000,0,0,,0,4,4,2,1,0,1,3,2,-17,0.3,2023-10-25
Troy Brown,MIN,@,TOR,L,5:15,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+1,0.3,2023-10-25
Colby Jones,SAC,@,UTA,W,1:16,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-2,0.3,2023-10-25
Kris Murray,POR,@,LAC,L,5:18,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+12,0.3,2023-10-25
Amen Thompson,HOU,@,ORL,L,21:20,3,10,.300,1,7,.143,1,2,.500,1,4,5,2,0,0,4,2,8,-34,0.3,2023-10-25
Omer Yurtseven,UTA,,SAC,L,2:25,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+2,0.3,2023-10-25
AJ Griffin,ATL,@,CHO,L,9:36,1,2,.500,0,1,.000,0,0,,0,2,2,0,0,0,1,1,2,+2,0.2,2023-10-25
Chuma Okeke,ORL,,HOU,W,4:48,0,1,.000,0,1,.000,0,0,,0,3,3,0,0,0,0,0,0,+9,0.2,2023-10-25
Malachi Flynn,TOR,,MIN,W,9:33,1,3,.333,1,1,1.000,0,0,,0,0,0,2,1,0,2,4,3,-14,0.1,2023-10-25
Caleb Martin,MIA,,DET,W,19:30,1,7,.143,0,3,.000,0,0,,1,2,3,1,1,0,0,1,2,-5,0.1,2023-10-25
Seth Curry,DAL,@,SAS,W,3:46,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+4,0.0,2023-10-25
Keon Ellis,SAC,@,UTA,W,1:16,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,0.0,2023-10-25
Jett Howard,ORL,,HOU,W,4:48,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0,+9,0.0,2023-10-25
Alex Len,SAC,@,UTA,W,2:25,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,0.0,2023-10-25
Julian Phillips,CHI,,OKC,L,3:40,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+1,0.0,2023-10-25
Rayan Rupert,POR,@,LAC,L,1:50,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+3,0.0,2023-10-25
Nick Smith,CHO,,ATL,W,0:43,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,2023-10-25
Aleksej Pokusevski,OKC,@,CHI,W,1:54,0,1,.000,0,1,.000,0,0,,0,2,2,0,0,0,0,0,0,0,-0.1,2023-10-25
Dalen Terry,CHI,,OKC,L,3:40,0,2,.000,0,1,.000,0,0,,0,2,2,1,0,0,0,0,0,+1,-0.1,2023-10-25
Aaron Wiggins,OKC,@,CHI,W,10:48,1,3,.333,0,1,.000,0,0,,1,2,3,0,0,0,1,2,2,-4,-0.2,2023-10-25
Gradey Dick,TOR,,MIN,W,2:07,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,1,0,+1,-0.4,2023-10-25
Jermaine Samuels,HOU,@,ORL,L,6:27,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-10,-0.4,2023-10-25
Brice Sensabaugh,UTA,,SAC,L,2:25,0,2,.000,0,0,,0,0,,1,1,2,0,0,0,0,0,0,+2,-0.4,2023-10-25
Davion Mitchell,SAC,@,UTA,W,13:49,0,3,.000,0,2,.000,0,0,,0,3,3,4,0,0,1,3,0,+4,-0.6,2023-10-25
Collin Sexton,UTA,,SAC,L,19:58,2,9,.222,0,2,.000,5,7,.714,0,3,3,0,0,0,3,3,9,-10,-0.6,2023-10-25
Patrick Baldwin,WAS,@,IND,L,3:23,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2,-0.7,2023-10-25
Kessler Edwards,SAC,@,UTA,W,1:16,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-2,-0.7,2023-10-25
Jordan Ford,SAC,@,UTA,W,1:16,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,-0.7,2023-10-25
Ben Sheppard,IND,,WAS,W,5:41,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+3,-0.7,2023-10-25
Lindy Waters,OKC,@,CHI,W,2:42,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,0,-0.7,2023-10-25
Donte DiVincenzo,NYK,,BOS,L,15:25,0,4,.000,0,3,.000,0,0,,0,3,3,2,0,0,0,1,0,+5,-0.9,2023-10-25
Sam Hauser,BOS,@,NYK,W,13:47,0,4,.000,0,4,.000,0,0,,0,2,2,0,1,1,0,1,0,+5,-0.9,2023-10-25
Ryan Rollins,WAS,@,IND,L,6:00,0,3,.000,0,0,,1,2,.500,0,3,3,1,0,0,1,0,1,-1,-0.9,2023-10-25
KJ Martin,LAC,,POR,W,13:35,0,4,.000,0,2,.000,0,0,,1,0,1,1,1,0,0,2,0,-17,-1.2,2023-10-25
Georges Niang,CLE,@,BRK,W,19:46,0,3,.000,0,3,.000,0,0,,2,2,4,0,0,0,0,3,0,-9,-1.3,2023-10-25
Jarace Walker,IND,,WAS,W,5:41,0,5,.000,0,1,.000,0,0,,1,3,4,0,1,0,0,1,0,+3,-1.3,2023-10-25
Moritz Wagner,ORL,,HOU,W,15:21,0,1,.000,0,1,.000,2,2,1.000,0,4,4,0,0,1,3,4,2,+13,-1.4,2023-10-25
Kobe Brown,LAC,,POR,W,5:18,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-12,-1.8,2023-10-25
Aaron Holiday,HOU,@,ORL,L,4:48,0,3,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-9,-2.1,2023-10-25
Joe Harris,DET,@,MIA,L,11:46,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,2,0,-5,-2.2,2023-10-25
Derrick Jones,DAL,@,SAS,W,11:30,0,3,.000,0,2,.000,1,2,.500,0,1,1,0,0,0,1,0,1,-1,-2.2,2023-10-25
Jaden Ivey,DET,@,MIA,L,17:08,1,7,.143,0,2,.000,2,3,.667,0,2,2,3,0,0,3,3,4,-2,-2.4,2023-10-25
Kira Lewis,NOP,@,MEM,W,10:49,0,3,.000,0,2,.000,0,0,,0,0,0,0,0,1,1,1,0,0,-2.8,2023-10-25
Cam Whitmore,HOU,@,ORL,L,9:39,0,4,.000,0,2,.000,0,0,,0,1,1,0,0,0,1,0,0,-12,-3.5,2023-10-25
Damian Lillard,MIL,,PHI,W,37:13,9,20,.450,4,12,.333,17,17,1.000,0,8,8,4,0,0,0,2,39,+12,33.0,2023-10-26
Anthony Davis,LAL,,PHO,W,39:15,10,17,.588,1,2,.500,9,10,.900,3,9,12,2,3,3,2,2,30,+7,30.2,2023-10-26
Tyrese Maxey,PHI,@,MIL,L,40:13,10,22,.455,3,8,.375,8,10,.800,0,4,4,8,2,0,0,3,31,0,26.4,2023-10-26
Kevin Durant,PHO,@,LAL,L,39:23,14,28,.500,1,5,.200,10,13,.769,0,11,11,2,1,1,8,2,39,+18,21.4,2023-10-26
Kelly Oubre,PHI,@,MIL,L,32:28,9,11,.818,5,6,.833,4,4,1.000,1,3,4,0,1,0,3,4,27,+14,20.9,2023-10-26
LeBron James,LAL,,PHO,W,35:00,7,14,.500,1,5,.200,6,8,.750,1,7,8,9,2,2,5,1,21,+22,20.3,2023-10-26
Tobias Harris,PHI,@,MIL,L,37:03,8,9,.889,3,3,1.000,1,2,.500,0,7,7,2,0,0,2,2,20,-14,17.2,2023-10-26
Josh Okogie,PHO,@,LAL,L,32:30,3,5,.600,2,4,.500,2,2,1.000,4,4,8,3,0,1,1,2,10,+3,12.7,2023-10-26
Giannis Antetokounmpo,MIL,,PHI,W,35:07,10,21,.476,0,3,.000,3,9,.333,4,8,12,3,2,2,7,4,23,-13,12.0,2023-10-26
Jae Crowder,MIL,,PHI,W,26:46,3,4,.750,1,1,1.000,2,2,1.000,0,4,4,2,2,0,1,3,9,+11,9.8,2023-10-26
Joel Embiid,PHI,@,MIL,L,36:26,9,21,.429,3,7,.429,3,8,.375,0,7,7,6,0,1,7,5,24,-1,8.9,2023-10-26
Gabe Vincent,LAL,,PHO,W,35:01,3,10,.300,0,5,.000,1,2,.500,1,2,3,6,3,0,0,1,7,+13,8.9,2023-10-26
D'Angelo Russell,LAL,,PHO,W,33:05,6,16,.375,1,7,.143,1,1,1.000,0,4,4,5,2,1,3,2,14,+8,8.8,2023-10-26
Jordan Goodwin,PHO,@,LAL,L,29:58,6,15,.400,1,5,.200,1,3,.333,0,6,6,2,2,0,1,2,14,+8,8.5,2023-10-26
Bobby Portis,MIL,,PHI,W,19:04,5,8,.625,0,0,,0,4,.000,2,4,6,2,0,1,0,3,10,-10,8.3,2023-10-26
De'Anthony Melton,PHI,@,MIL,L,24:53,3,10,.300,2,6,.333,2,2,1.000,1,1,2,4,2,0,1,2,10,-4,8.2,2023-10-26
Brook Lopez,MIL,,PHI,W,28:56,5,7,.714,3,4,.750,0,0,,1,1,2,0,0,0,2,4,13,+11,7.5,2023-10-26
Khris Middleton,MIL,,PHI,W,16:12,2,5,.400,1,3,.333,1,2,.500,0,3,3,4,2,0,2,0,6,+14,6.6,2023-10-26
Grayson Allen,PHO,@,LAL,L,34:42,2,6,.333,2,4,.500,0,0,,1,5,6,4,0,0,0,3,6,-2,6.4,2023-10-26
Pat Connaughton,MIL,,PHI,W,20:21,2,6,.333,1,4,.250,2,2,1.000,0,2,2,2,0,1,0,0,7,-5,6.3,2023-10-26
Austin Reaves,LAL,,PHO,W,27:54,4,7,.571,1,2,.500,1,2,.500,1,1,2,1,1,0,1,5,10,-11,6.0,2023-10-26
Malik Beasley,MIL,,PHI,W,31:03,2,4,.500,1,1,1.000,0,0,,0,4,4,3,2,0,2,1,5,-5,5.9,2023-10-26
Rui Hachimura,LAL,,PHO,W,12:29,2,3,.667,1,2,.500,2,2,1.000,0,0,0,0,1,1,1,2,7,-13,5.6,2023-10-26
Christian Wood,LAL,,PHO,W,21:24,2,7,.286,0,2,.000,3,4,.750,2,8,10,1,0,0,1,2,7,+23,5.2,2023-10-26
Eric Gordon,PHO,@,LAL,L,30:17,6,16,.375,2,8,.250,1,1,1.000,1,1,2,0,0,0,2,2,15,-27,4.4,2023-10-26
Jusuf Nurkić,PHO,@,LAL,L,28:02,1,5,.200,0,2,.000,2,2,1.000,3,6,9,3,3,0,4,5,4,-5,3.9,2023-10-26
Patrick Beverley,PHI,@,MIL,L,13:33,1,1,1.000,0,0,,0,0,,0,2,2,2,0,0,0,2,2,+6,2.9,2023-10-26
MarJon Beauchamp,MIL,,PHI,W,16:22,2,3,.667,0,1,.000,0,0,,1,1,2,0,0,0,0,3,4,-3,2.5,2023-10-26
Nassir Little,PHO,@,LAL,L,13:11,0,2,.000,0,2,.000,2,2,1.000,0,2,2,0,1,1,1,0,2,-7,1.9,2023-10-26
Paul Reed,PHI,@,MIL,L,11:34,1,2,.500,0,1,.000,1,2,.500,1,3,4,2,0,1,2,4,3,0,1.7,2023-10-26
Danny Green,PHI,@,MIL,L,13:41,0,1,.000,0,1,.000,0,0,,0,2,2,1,1,0,0,0,0,+2,1.6,2023-10-26
P.J. Tucker,PHI,@,MIL,L,25:35,0,2,.000,0,2,.000,0,0,,1,6,7,0,2,0,0,5,0,+2,1.1,2023-10-26
Drew Eubanks,PHO,@,LAL,L,17:07,1,2,.500,0,0,,0,0,,1,3,4,2,0,0,2,3,2,+1,0.8,2023-10-26
Yuta Watanabe,PHO,@,LAL,L,14:50,1,2,.500,1,1,1.000,0,0,,0,1,1,0,0,0,1,2,3,-14,0.5,2023-10-26
Jaden Springer,PHI,@,MIL,L,4:34,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,2,0,1,0,-10,0.3,2023-10-26
Cameron Payne,MIL,,PHI,W,8:56,1,3,.333,0,1,.000,0,0,,0,0,0,0,1,0,0,3,2,-7,0.1,2023-10-26
Cam Reddish,LAL,,PHO,W,11:45,2,5,.400,0,3,.000,0,0,,0,1,1,0,0,0,1,2,4,-12,-0.2,2023-10-26
Jaxson Hayes,LAL,,PHO,W,5:57,0,0,,0,0,,0,0,,0,2,2,0,1,0,2,3,0,+3,-1.6,2023-10-26
Taurean Prince,LAL,,PHO,W,18:10,0,5,.000,0,1,.000,0,0,,0,0,0,0,1,0,0,3,0,-15,-3.7,2023-10-26
Luka Dončić,DAL,,BRK,W,36:02,16,25,.640,9,14,.643,8,10,.800,1,9,10,7,0,0,0,1,49,+9,45.0,2023-10-27
Stephen Curry,GSW,@,SAC,W,34:50,14,19,.737,7,10,.700,6,6,1.000,1,3,4,4,2,0,4,0,41,+10,35.7,2023-10-27
Donovan Mitchell,CLE,,OKC,L,42:09,15,27,.556,4,11,.364,9,11,.818,1,7,8,5,3,2,5,1,43,+7,34.6,2023-10-27
