Player,Tm,vs,Opp,W/L,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GmSc,Date
Harrison Barnes,SAC,,PHO,L,41:23,3,10,.300,1,4,.250,5,5,1.000,2,4,6,3,1,1,0,0,12,+7,12.6,2024-04-12
Bruce Brown,TOR,@,MIA,L,21:30,5,6,.833,2,2,1.000,2,2,1.000,0,4,4,4,0,0,2,3,14,-22,12.6,2024-04-12
Donte DiVincenzo,NYK,,BRK,W,43:43,5,12,.417,2,8,.250,2,2,1.000,0,6,6,3,2,0,1,0,14,+5,12.5,2024-04-12
Obi Toppin,IND,@,CLE,L,15:57,4,8,.500,0,2,.000,2,2,1.000,1,1,2,6,2,1,1,1,10,+3,12.5,2024-04-12
Darius Bazley,UTA,@,LAC,W,23:12,5,7,.714,1,2,.500,1,1,1.000,2,3,5,1,2,1,2,1,12,-1,12.4,2024-04-12
Malik Beasley,MIL,@,OKC,L,29:42,7,10,.700,3,5,.600,0,0,,0,2,2,2,0,0,2,1,17,-2,12.4,2024-04-12
Pascal Siakam,IND,@,CLE,L,32:03,7,15,.467,2,3,.667,3,4,.750,1,5,6,1,0,0,0,4,19,-12,12.2,2024-04-12
Lonnie Walker,BRK,@,NYK,L,33:10,6,13,.462,3,8,.375,0,0,,2,2,4,2,1,1,0,3,15,+5,12.2,2024-04-12
Trendon Watford,BRK,@,NYK,L,38:04,6,10,.600,1,2,.500,4,6,.667,2,11,13,3,0,0,5,3,17,+1,12.2,2024-04-12
Malachi Flynn,DET,@,DAL,W,15:31,5,10,.500,0,2,.000,0,0,,0,0,0,5,4,0,0,1,10,-2,12.1,2024-04-12
Kevin Love,MIA,,TOR,W,18:05,5,13,.385,2,8,.250,2,2,1.000,1,7,8,2,1,0,0,1,14,+13,11.7,2024-04-12
Luguentz Dort,OKC,,MIL,W,27:05,3,7,.429,3,7,.429,2,2,1.000,0,1,1,3,3,0,0,3,11,+21,11.5,2024-04-12
Herbert Jones,NOP,@,GSW,W,38:22,5,10,.500,2,5,.400,1,2,.500,0,5,5,4,1,1,1,3,13,+6,11.4,2024-04-12
Klay Thompson,GSW,,NOP,L,38:00,6,19,.316,3,9,.333,4,4,1.000,2,4,6,1,1,2,2,1,19,+8,11.4,2024-04-12
James Wiseman,DET,@,DAL,W,36:30,5,10,.500,0,0,,0,0,,3,7,10,2,0,2,0,2,10,+10,11.2,2024-04-12
Trayce Jackson-Davis,GSW,,NOP,L,21:43,5,7,.714,0,0,,0,3,.000,3,8,11,2,1,0,1,2,10,+12,11.0,2024-04-12
Johnny Juzang,UTA,@,LAC,W,22:43,4,6,.667,2,3,.667,2,2,1.000,0,0,0,2,2,0,1,2,12,+10,11.0,2024-04-12
Nic Claxton,BRK,@,NYK,L,35:42,4,8,.500,0,0,,1,4,.250,5,7,12,3,0,2,1,3,9,-3,10.7,2024-04-12
Delon Wright,MIA,,TOR,W,19:00,2,4,.500,1,3,.333,2,2,1.000,0,2,2,5,2,0,0,1,7,+13,10.7,2024-04-12
Tristan Vukcevic,WAS,,CHI,L,22:15,5,11,.455,2,7,.286,7,9,.778,0,1,1,1,1,1,3,4,19,+10,10.6,2024-04-12
Evan Mobley,CLE,,IND,W,29:15,6,7,.857,0,1,.000,0,0,,1,4,5,2,0,1,1,5,12,-3,10.5,2024-04-12
Jusuf Nurkić,PHO,@,SAC,W,31:43,3,5,.600,0,0,,4,5,.800,1,9,10,3,1,2,4,2,10,-1,10.4,2024-04-12
Jalen Smith,IND,@,CLE,L,19:32,5,8,.625,1,2,.500,0,0,,3,3,6,0,2,0,1,3,11,+1,10.2,2024-04-12
Darius Garland,CLE,,IND,W,28:38,6,11,.545,4,5,.800,0,0,,0,2,2,4,0,0,4,0,16,+3,10.1,2024-04-12
Jabari Smith,HOU,@,POR,W,32:08,3,5,.600,1,2,.500,1,3,.333,2,3,5,4,0,2,1,1,8,-13,10.0,2024-04-12
Christian Braun,DEN,@,SAS,L,22:46,4,7,.571,2,4,.500,1,2,.500,0,3,3,3,0,2,1,2,11,+9,9.9,2024-04-12
Chris Paul,GSW,,NOP,L,27:48,4,9,.444,1,3,.333,0,0,,0,4,4,6,2,0,1,2,9,-4,9.9,2024-04-12
Ivica Zubac,LAC,,UTA,L,10:19,5,6,.833,0,0,,0,0,,2,0,2,0,0,1,0,0,10,+8,9.9,2024-04-12
Paul George,LAC,,UTA,L,8:24,3,5,.600,2,3,.667,2,2,1.000,1,0,1,1,1,1,1,0,10,+11,9.8,2024-04-12
Max Strus,CLE,,IND,W,27:57,2,10,.200,1,5,.200,2,3,.667,2,3,5,9,1,0,0,1,7,+17,9.6,2024-04-12
Amir Coffey,LAC,,UTA,L,30:56,6,15,.400,3,9,.333,1,2,.500,1,5,6,1,0,1,0,4,16,-11,9.5,2024-04-12
Nick Smith,CHO,@,BOS,L,29:00,5,12,.417,3,6,.500,2,2,1.000,0,3,3,2,0,0,1,1,15,-19,9.5,2024-04-12
OG Anunoby,NYK,,BRK,W,33:31,6,13,.462,3,5,.600,0,0,,0,1,1,0,2,0,0,3,15,+4,9.4,2024-04-12
Oshae Brissett,BOS,,CHO,W,15:09,3,8,.375,0,0,,2,5,.400,6,5,11,1,1,0,0,1,8,-2,9.4,2024-04-12
Draymond Green,GSW,,NOP,L,35:57,0,0,,0,0,,0,0,,1,11,12,11,1,1,2,5,0,-6,9.4,2024-04-12
Karl-Anthony Towns,MIN,,ATL,W,27:32,4,11,.364,1,6,.167,2,2,1.000,1,4,5,8,0,1,3,2,11,-4,9.3,2024-04-12
Jaden McDaniels,MIN,,ATL,W,29:44,4,7,.571,3,4,.750,0,0,,0,3,3,1,0,1,0,2,11,+8,9.2,2024-04-12
JD Davison,BOS,,CHO,W,17:08,3,7,.429,1,3,.333,0,0,,1,3,4,7,0,1,1,1,7,+18,9.1,2024-04-12
Sam Hauser,BOS,,CHO,W,30:12,6,17,.353,4,13,.308,0,0,,0,4,4,2,0,0,0,0,16,+34,9.1,2024-04-12
Jalen Wilson,BRK,@,NYK,L,32:32,4,10,.400,1,4,.250,2,2,1.000,3,4,7,0,1,0,0,2,11,+9,9.1,2024-04-12
Taj Gibson,DET,@,DAL,W,11:30,4,6,.667,0,0,,0,0,,1,4,5,2,0,1,0,1,8,+8,9.0,2024-04-12
Gordon Hayward,OKC,,MIL,W,25:41,3,4,.750,0,0,,0,1,.000,2,4,6,2,2,0,1,0,6,+16,9.0,2024-04-12
Immanuel Quickley,TOR,@,MIA,L,30:16,4,11,.364,3,7,.429,4,4,1.000,0,4,4,5,0,0,3,4,15,-15,9.0,2024-04-12
Brice Sensabaugh,UTA,@,LAC,W,20:57,3,8,.375,0,4,.000,3,3,1.000,1,2,3,1,1,2,0,0,9,-6,9.0,2024-04-12
Luka Šamanić,UTA,@,LAC,W,27:39,4,9,.444,0,3,.000,3,5,.600,3,3,6,2,1,0,2,0,11,-2,8.9,2024-04-12
Anthony Edwards,MIN,,ATL,W,27:16,4,12,.333,0,5,.000,6,6,1.000,0,4,4,4,2,0,3,4,14,0,8.6,2024-04-12
Kris Murray,POR,,HOU,L,42:34,4,11,.364,1,7,.143,1,1,1.000,4,3,7,2,0,0,0,1,10,-4,8.6,2024-04-12
Duop Reath,POR,,HOU,L,19:06,3,7,.429,1,2,.500,3,4,.750,1,3,4,0,0,2,0,1,10,-9,8.5,2024-04-12
Kobe Brown,LAC,,UTA,L,18:49,3,8,.375,1,3,.333,0,0,,4,0,4,2,3,0,1,1,7,+6,8.4,2024-04-12
Patrick Beverley,MIL,@,OKC,L,24:16,2,5,.400,0,0,,2,2,1.000,0,3,3,7,1,0,1,2,6,-6,8.3,2024-04-12
Dwight Powell,DAL,,DET,L,21:00,2,3,.667,0,0,,0,0,,5,5,10,4,0,0,1,3,4,-15,8.3,2024-04-12
Bruno Fernando,ATL,@,MIN,L,22:02,6,9,.667,0,0,,2,5,.400,1,4,5,2,0,0,2,5,14,-7,8.2,2024-04-12
Andrew Wiggins,GSW,,NOP,L,33:46,5,14,.357,0,4,.000,8,10,.800,1,3,4,0,0,0,2,2,18,-4,8.2,2024-04-12
Maxi Kleber,DAL,,DET,L,11:12,2,2,1.000,2,2,1.000,0,0,,0,3,3,2,0,2,1,0,6,-2,8.1,2024-04-12
Devonte' Graham,SAS,,DEN,W,31:34,4,11,.364,2,7,.286,1,2,.500,2,2,4,5,0,0,2,0,11,+6,8.0,2024-04-12
Moses Brown,POR,,HOU,L,14:47,3,5,.600,0,0,,2,4,.500,5,4,9,0,0,0,1,2,8,+7,7.8,2024-04-12
Kelly Olynyk,TOR,@,MIA,L,24:59,3,7,.429,0,0,,2,2,1.000,3,8,11,6,0,0,4,3,8,-1,7.8,2024-04-12
Ochai Agbaji,TOR,@,MIA,L,25:17,3,5,.600,1,2,.500,0,0,,0,1,1,2,1,1,0,1,7,-28,7.7,2024-04-12
Moses Moody,GSW,,NOP,L,18:51,4,7,.571,1,2,.500,0,0,,2,1,3,1,0,0,0,1,9,+5,7.7,2024-04-12
P.J. Washington,DAL,,DET,L,14:55,4,8,.500,1,3,.333,0,0,,0,3,3,1,1,0,0,0,9,-7,7.6,2024-04-12
Jaylin Williams,OKC,,MIL,W,16:08,4,8,.500,2,5,.400,0,0,,0,2,2,2,1,0,1,1,10,+14,7.6,2024-04-12
Evan Fournier,DET,@,DAL,W,29:24,6,14,.429,1,6,.167,0,0,,1,3,4,2,0,1,1,2,13,+12,7.5,2024-04-12
Jordan Walsh,BOS,,CHO,W,19:57,3,4,.750,2,3,.667,0,0,,1,2,3,0,1,0,0,3,8,+8,7.5,2024-04-12
Nickeil Alexander-Walker,MIN,,ATL,W,23:50,4,11,.364,2,8,.250,2,2,1.000,0,1,1,1,1,1,0,3,12,+2,7.4,2024-04-12
MarJon Beauchamp,MIL,@,OKC,L,7:35,3,4,.750,1,2,.500,0,0,,0,2,2,1,0,1,0,0,7,-1,7.4,2024-04-12
Noah Clowney,BRK,@,NYK,L,27:46,4,7,.571,1,4,.250,0,0,,3,2,5,2,0,0,2,1,9,-14,7.4,2024-04-12
Drew Peterson,BOS,,CHO,W,12:00,3,4,.750,2,3,.667,0,0,,0,0,0,0,1,0,0,0,8,+15,7.4,2024-04-12
Andrew Nembhard,IND,@,CLE,L,34:53,3,8,.375,0,3,.000,4,4,1.000,1,1,2,5,0,0,2,2,10,-10,7.3,2024-04-12
Marques Bolden,CHO,@,BOS,L,30:12,2,5,.400,0,0,,2,2,1.000,2,3,5,2,1,2,1,3,6,-20,7.2,2024-04-12
Markelle Fultz,ORL,@,PHI,L,11:18,2,4,.500,0,0,,0,0,,0,2,2,4,1,1,0,0,4,+1,7.1,2024-04-12
Austin Reaves,LAL,@,MEM,W,25:12,5,8,.625,3,5,.600,0,1,.000,0,0,0,1,0,2,2,5,13,-22,7.1,2024-04-12
Jabari Walker,POR,,HOU,L,14:25,3,4,.750,1,1,1.000,2,4,.500,1,4,5,0,0,0,1,1,9,-1,7.1,2024-04-12
Haywood Highsmith,MIA,,TOR,W,25:59,4,5,.800,1,2,.500,0,1,.000,1,0,1,1,0,1,1,2,9,+23,7.0,2024-04-12
Isaac Okoro,CLE,,IND,W,25:09,2,4,.500,0,1,.000,3,3,1.000,1,0,1,0,1,1,0,1,7,-5,7.0,2024-04-12
Jeff Green,HOU,@,POR,W,16:40,2,6,.333,1,5,.200,2,2,1.000,0,3,3,4,0,0,0,1,7,+13,6.9,2024-04-12
Kevon Looney,GSW,,NOP,L,8:03,2,3,.667,0,0,,2,2,1.000,2,0,2,0,0,1,0,0,6,-3,6.8,2024-04-12
Justin Holiday,DEN,@,SAS,L,15:18,3,7,.429,2,6,.333,0,0,,0,1,1,2,1,0,0,1,8,+3,6.6,2024-04-12
Cason Wallace,OKC,,MIL,W,19:14,2,5,.400,2,4,.500,0,0,,0,1,1,2,2,0,0,1,6,+5,6.6,2024-04-12
Kenrich Williams,OKC,,MIL,W,14:15,2,2,1.000,1,1,1.000,0,0,,0,3,3,1,1,0,0,1,5,+8,6.6,2024-04-12
Taylor Hendricks,UTA,@,LAC,W,22:44,3,5,.600,1,3,.333,0,0,,1,4,5,1,0,0,0,2,7,-2,6.5,2024-04-12
Jonas Valančiūnas,NOP,@,GSW,W,16:22,4,9,.444,0,1,.000,2,3,.667,2,3,5,1,0,0,1,1,10,-17,6.5,2024-04-12
Talen Horton-Tucker,UTA,@,LAC,W,28:41,5,12,.417,0,5,.000,2,2,1.000,0,1,1,4,0,0,2,1,12,+1,6.3,2024-04-12
De'Andre Hunter,ATL,@,MIN,L,25:09,5,14,.357,2,6,.333,3,3,1.000,1,1,2,1,0,0,1,4,15,+4,6.3,2024-04-12
Joe Ingles,ORL,@,PHI,L,13:26,1,1,1.000,0,0,,0,0,,0,1,1,6,0,0,0,0,2,-4,6.2,2024-04-12
Paul Reed,PHI,,ORL,W,14:53,3,3,1.000,0,0,,0,1,.000,0,3,3,1,0,1,0,2,6,-8,6.2,2024-04-12
Cam Whitmore,HOU,@,POR,W,25:15,4,14,.286,3,9,.333,0,0,,0,5,5,4,2,0,1,5,11,+13,6.1,2024-04-12
Henri Drell,CHI,@,WAS,W,23:14,3,7,.429,2,4,.500,1,2,.500,0,2,2,1,2,1,1,5,9,+7,5.9,2024-04-12
Georges Niang,CLE,,IND,W,26:37,3,10,.300,3,8,.375,0,0,,0,5,5,0,2,0,0,2,9,+2,5.9,2024-04-12
Sidy Cissoko,SAS,,DEN,W,16:35,4,5,.800,0,1,.000,0,0,,2,1,3,0,0,0,0,5,8,+14,5.8,2024-04-12
Danilo Gallinari,MIL,@,OKC,L,19:14,3,8,.375,0,2,.000,5,5,1.000,1,3,4,0,1,0,3,1,11,-12,5.8,2024-04-12
Alec Burks,NYK,,BRK,W,11:28,1,4,.250,1,2,.500,2,2,1.000,0,1,1,4,1,0,1,0,5,-3,5.7,2024-04-12
Omer Yurtseven,UTA,@,LAC,W,12:37,1,4,.250,0,1,.000,2,2,1.000,1,9,10,3,0,0,1,1,4,0,5.7,2024-04-12
Tim Hardaway,DAL,,DET,L,15:42,3,6,.500,1,3,.333,1,2,.500,0,2,2,2,0,0,1,0,8,-9,5.6,2024-04-12
Caleb Martin,MIA,,TOR,W,29:59,1,3,.333,1,3,.333,0,0,,1,3,4,3,1,0,0,1,3,+10,5.6,2024-04-12
Brandin Podziemski,GSW,,NOP,L,23:27,2,4,.500,1,3,.333,0,0,,0,7,7,1,0,1,1,0,5,-25,5.5,2024-04-12
Ryan Rollins,MIL,@,OKC,L,3:39,1,1,1.000,1,1,1.000,0,0,,0,0,0,1,2,0,0,0,3,+8,5.4,2024-04-12
Lindy Waters,OKC,,MIL,W,6:22,2,3,.667,2,3,.667,0,0,,0,1,1,2,0,0,1,0,6,-4,5.4,2024-04-12
Precious Achiuwa,NYK,,BRK,W,7:34,2,2,1.000,1,1,1.000,0,0,,0,3,3,0,0,0,0,0,5,+3,5.3,2024-04-12
Michael Porter,DEN,@,SAS,L,29:14,5,14,.357,1,5,.200,3,3,1.000,0,3,3,0,0,0,1,2,14,-7,5.3,2024-04-12
Reggie Jackson,DEN,@,SAS,L,18:58,3,9,.333,0,2,.000,0,0,,0,1,1,4,2,0,0,2,6,+3,5.2,2024-04-12
Kyle Lowry,PHI,,ORL,W,24:16,2,3,.667,1,1,1.000,2,2,1.000,1,2,3,2,0,0,2,3,7,+11,5.2,2024-04-12
Nicolas Batum,PHI,,ORL,W,30:23,2,6,.333,1,3,.333,0,0,,1,3,4,1,2,0,0,2,5,0,5.1,2024-04-12
Taurean Prince,LAL,@,MEM,W,24:01,3,8,.375,3,6,.500,0,0,,1,3,4,1,0,0,1,2,9,+17,5.1,2024-04-12
JT Thor,CHO,@,BOS,L,18:00,2,3,.667,2,2,1.000,0,0,,0,4,4,0,0,0,0,2,6,0,5.1,2024-04-12
D'Angelo Russell,LAL,@,MEM,W,34:35,2,9,.222,0,5,.000,0,0,,0,3,3,10,1,1,2,3,4,+1,4.9,2024-04-12
Chris Livingston,MIL,@,OKC,L,14:04,3,3,1.000,0,0,,0,0,,1,4,5,0,0,0,1,3,6,-1,4.8,2024-04-12
Terance Mann,LAC,,UTA,L,5:06,2,2,1.000,1,1,1.000,0,0,,1,0,1,0,0,0,0,1,5,+8,4.7,2024-04-12
Aleksej Pokusevski,CHO,@,BOS,L,17:48,3,10,.300,2,5,.400,0,0,,1,4,5,1,0,1,0,2,8,-13,4.7,2024-04-12
Gradey Dick,TOR,@,MIA,L,30:45,3,7,.429,2,5,.400,0,0,,0,1,1,0,0,0,0,0,8,-3,4.6,2024-04-12
Jonathan Isaac,ORL,@,PHI,L,26:48,2,7,.286,0,3,.000,1,1,1.000,2,7,9,1,1,1,1,3,5,+2,4.6,2024-04-12
Dāvis Bertāns,CHO,@,BOS,L,22:22,3,7,.429,3,7,.429,0,0,,0,0,0,1,1,1,2,3,9,-3,4.5,2024-04-12
Pat Connaughton,MIL,@,OKC,L,16:10,3,6,.500,1,4,.250,1,2,.500,0,1,1,2,0,0,1,2,8,-19,4.5,2024-04-12
Peyton Watson,DEN,@,SAS,L,19:05,3,8,.375,0,1,.000,0,0,,2,5,7,0,1,1,1,2,6,-2,4.4,2024-04-12
Rayan Rupert,POR,,HOU,L,26:14,1,6,.167,1,4,.250,1,2,.500,1,1,2,5,1,0,1,0,4,-10,4.3,2024-04-12
Brandon Miller,CHO,@,BOS,L,13:38,3,8,.375,1,4,.250,2,2,1.000,0,2,2,0,0,0,1,0,9,-15,4.2,2024-04-12
Thanasis Antetokounmpo,MIL,@,OKC,L,6:56,2,2,1.000,0,0,,0,0,,0,0,0,1,1,0,1,0,4,+2,4.1,2024-04-12
Troy Brown,DET,@,DAL,W,25:31,3,10,.300,0,4,.000,0,0,,0,5,5,2,2,0,1,0,6,+3,4.1,2024-04-12
Jaden Ivey,DET,@,DAL,W,27:31,3,9,.333,0,4,.000,1,3,.333,0,1,1,5,2,0,2,2,7,+12,4.1,2024-04-12
Trey Jemison,MEM,,LAL,L,35:25,3,4,.750,0,0,,0,0,,2,3,5,0,0,1,1,6,6,+8,4.0,2024-04-12
Goga Bitadze,ORL,@,PHI,L,13:30,2,4,.500,0,0,,1,1,1.000,1,1,2,0,2,1,2,2,5,-17,3.9,2024-04-12
De'Anthony Melton,PHI,,ORL,W,5:21,1,3,.333,1,2,.500,0,0,,0,1,1,1,2,0,0,1,3,-5,3.9,2024-04-12
Dejounte Murray,ATL,@,MIN,L,31:01,5,14,.357,0,3,.000,2,4,.500,1,4,5,4,0,0,3,3,12,-5,3.9,2024-04-12
Bobby Portis,MIL,@,OKC,L,21:17,2,7,.286,0,0,,0,0,,3,5,8,3,0,1,2,1,4,-16,3.9,2024-04-12
Garrett Temple,TOR,@,MIA,L,7:48,2,3,.667,0,1,.000,1,2,.500,1,1,2,0,0,0,0,1,5,-6,3.9,2024-04-12
Bryce McGowens,CHO,@,BOS,L,19:44,1,4,.250,0,1,.000,6,8,.750,0,2,2,1,0,1,3,0,8,-26,3.8,2024-04-12
James Harden,LAC,,UTA,L,9:58,1,4,.250,0,2,.000,2,3,.667,0,0,0,5,0,0,1,0,4,+8,3.7,2024-04-12
Jordan McLaughlin,MIN,,ATL,W,14:50,2,4,.500,0,2,.000,0,0,,1,0,1,2,1,0,1,1,4,+7,3.7,2024-04-12
Royce O'Neale,PHO,@,SAC,W,24:27,2,6,.333,2,6,.333,0,0,,0,3,3,2,0,0,0,3,6,-1,3.7,2024-04-12
Gabe Vincent,LAL,@,MEM,W,18:37,2,5,.400,1,4,.250,0,0,,1,0,1,1,0,0,0,0,5,+27,3.7,2024-04-12
Dillon Brooks,HOU,@,POR,W,31:04,4,10,.400,1,5,.200,0,0,,2,3,5,0,0,1,1,5,9,-1,3.6,2024-04-12
Kentavious Caldwell-Pope,DEN,@,SAS,L,28:42,2,6,.333,1,4,.250,0,0,,0,1,1,1,1,0,0,0,5,-7,3.6,2024-04-12
Jericho Sims,NYK,,BRK,W,22:58,0,1,.000,0,0,,2,2,1.000,2,2,4,1,0,1,0,3,2,+13,3.5,2024-04-12
Leaky Black,CHO,@,BOS,L,15:06,2,6,.333,0,2,.000,0,0,,1,2,3,0,1,2,1,0,4,-13,3.3,2024-04-12
Mikal Bridges,BRK,@,NYK,L,24:08,2,8,.250,1,5,.200,0,0,,0,0,0,4,0,1,0,1,5,-1,3.3,2024-04-12
Eugene Omoruyi,WAS,,CHI,L,12:04,3,6,.500,1,2,.500,0,0,,0,0,0,0,0,1,1,1,7,-8,3.3,2024-04-12
Kobe Bufkin,ATL,@,MIN,L,9:44,3,5,.600,0,1,.000,0,0,,1,2,3,0,0,0,1,2,6,-4,3.2,2024-04-12
Buddy Hield,PHI,,ORL,W,14:15,2,5,.400,2,4,.500,0,0,,1,2,3,0,0,0,1,1,6,0,3.2,2024-04-12
Xavier Moon,LAC,,UTA,L,16:55,1,4,.250,0,2,.000,0,0,,2,1,3,4,0,1,1,2,2,+8,3.0,2024-04-12
Mason Plumlee,LAC,,UTA,L,13:37,1,2,.500,0,0,,1,2,.500,2,2,4,2,0,0,2,0,3,-15,3.0,2024-04-12
Miles Bridges,CHO,@,BOS,L,14:54,2,4,.500,0,1,.000,0,0,,0,3,3,2,0,0,1,1,4,-20,2.9,2024-04-12
Jacob Gilyard,BRK,@,NYK,L,11:56,0,0,,0,0,,0,0,,1,2,3,2,1,0,0,2,0,-9,2.9,2024-04-12
Bojan Bogdanović,NYK,,BRK,W,18:46,3,11,.273,2,4,.500,1,2,.500,0,0,0,1,1,0,1,0,9,-1,2.8,2024-04-12
Eric Gordon,PHO,@,SAC,W,17:03,1,5,.200,0,4,.000,0,0,,0,0,0,3,1,1,0,0,2,0,2.7,2024-04-12
Jose Alvarado,NOP,@,GSW,W,35:18,1,5,.200,1,5,.200,1,2,.500,0,3,3,2,1,0,0,3,4,+18,2.6,2024-04-12
Daniel Gafford,DAL,,DET,L,11:57,3,4,.750,0,0,,0,0,,0,2,2,1,0,1,3,2,6,-5,2.6,2024-04-12
P.J. Tucker,LAC,,UTA,L,20:44,0,1,.000,0,1,.000,0,0,,2,3,5,0,1,0,0,0,0,+3,2.6,2024-04-12
Anthony Gill,WAS,,CHI,L,16:56,1,4,.250,0,1,.000,2,2,1.000,0,0,0,1,1,0,0,2,4,-10,2.5,2024-04-12
Jason Preston,UTA,@,LAC,W,17:46,1,6,.167,0,2,.000,0,0,,2,4,6,2,0,1,0,1,2,+8,2.5,2024-04-12
Cole Anthony,ORL,@,PHI,L,11:26,3,7,.429,0,1,.000,1,1,1.000,0,0,0,0,0,0,1,0,7,+6,2.3,2024-04-12
Jaxson Hayes,LAL,@,MEM,W,5:11,1,2,.500,0,0,,0,0,,0,2,2,0,0,1,0,0,2,+1,2.3,2024-04-12
Cameron Payne,PHI,,ORL,W,7:10,1,2,.500,1,1,1.000,0,0,,0,0,0,1,0,0,0,1,3,+6,2.3,2024-04-12
Blake Wesley,SAS,,DEN,W,19:03,1,2,.500,0,0,,0,0,,0,1,1,4,0,0,1,2,2,-28,2.3,2024-04-12
Amari Bailey,CHO,@,BOS,L,12:00,1,2,.500,0,1,.000,3,3,1.000,0,2,2,0,0,0,2,1,5,-15,2.2,2024-04-12
AJ Griffin,ATL,@,MIN,L,18:20,1,3,.333,1,1,1.000,0,0,,0,4,4,1,0,0,1,0,3,-6,2.2,2024-04-12
Justin Minaya,POR,,HOU,L,28:14,1,3,.333,0,2,.000,0,0,,2,2,4,2,0,0,0,4,2,-8,2.1,2024-04-12
Xavier Tillman,BOS,,CHO,W,13:20,1,3,.333,0,0,,0,0,,1,2,3,1,2,0,1,3,2,-4,2.1,2024-04-12
Alex Len,SAC,,PHO,L,5:04,1,1,1.000,0,0,,0,0,,0,0,0,3,0,0,1,2,2,-5,2.0,2024-04-12
Wendell Carter,ORL,@,PHI,L,3:49,2,3,.667,0,1,.000,0,0,,0,0,0,0,0,0,0,2,4,-2,1.9,2024-04-12
Drew Eubanks,PHO,@,SAC,W,11:39,1,3,.333,0,0,,0,0,,1,6,7,0,0,0,1,0,2,+1,1.8,2024-04-12
Mouhamed Gueye,ATL,@,MIN,L,20:45,1,5,.200,0,2,.000,0,0,,3,2,5,1,1,0,0,4,2,-3,1.7,2024-04-12
Brandon Boston,LAC,,UTA,L,24:00,4,12,.333,0,2,.000,2,2,1.000,2,3,5,1,1,0,4,4,10,0,1.6,2024-04-12
Derrick Jones,DAL,,DET,L,13:56,1,2,.500,0,0,,1,2,.500,0,1,1,3,0,0,2,1,3,0,1.6,2024-04-12
Jeremiah Robinson-Earl,NOP,@,GSW,W,7:14,1,3,.333,1,2,.500,0,0,,0,1,1,0,0,0,0,0,3,-1,1.6,2024-04-12
TyTy Washington,MIL,@,OKC,L,14:04,1,5,.200,0,2,.000,0,0,,0,1,1,2,1,0,0,0,2,-1,1.6,2024-04-12
Trey Lyles,SAC,,PHO,L,14:40,1,2,.500,1,2,.500,0,0,,0,2,2,1,0,0,1,2,3,-9,1.5,2024-04-12
Keyonte George,UTA,@,LAC,W,28:18,5,15,.333,2,7,.286,2,3,.667,0,1,1,2,0,0,5,1,14,-4,1.4,2024-04-12
David Duke,SAS,,DEN,W,8:24,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,2,+1,1.3,2024-04-12
Vasilije Micić,CHO,@,BOS,L,16:23,2,5,.400,1,2,.500,0,0,,0,1,1,3,0,0,3,1,5,-21,1.3,2024-04-12
Timmy Allen,MEM,,LAL,L,27:13,1,4,.250,0,1,.000,0,0,,3,3,6,1,0,0,1,3,2,-17,1.1,2024-04-12
Spencer Dinwiddie,LAL,@,MEM,W,19:31,0,1,.000,0,1,.000,3,3,1.000,0,1,1,1,0,0,1,3,3,+9,1.1,2024-04-12
Norman Powell,LAC,,UTA,L,15:36,2,7,.286,0,3,.000,0,0,,0,1,1,1,0,0,0,0,4,-12,0.9,2024-04-12
Vit Krejci,ATL,@,MIN,L,7:47,2,6,.333,1,3,.333,0,0,,0,0,0,2,0,0,2,1,5,-3,0.6,2024-04-12
Justin Champagnie,WAS,,CHI,L,17:07,1,6,.167,0,3,.000,0,0,,1,3,4,0,0,1,0,0,2,-2,0.5,2024-04-12
Josh Green,DAL,,DET,L,23:16,2,6,.333,0,3,.000,0,0,,0,3,3,0,1,0,2,0,4,-14,0.5,2024-04-12
Ben Sheppard,IND,@,CLE,L,14:23,1,3,.333,1,3,.333,0,0,,0,3,3,1,0,0,2,1,3,-2,0.5,2024-04-12
Jack White,MEM,,LAL,L,14:10,0,2,.000,0,2,.000,0,0,,1,3,4,0,2,0,1,2,0,-10,0.4,2024-04-12
Jamal Cain,MIA,,TOR,W,1:04,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-2,0.3,2024-04-12
Dante Exum,DAL,,DET,L,10:40,0,1,.000,0,0,,0,0,,0,2,2,2,0,0,1,0,0,+5,0.3,2024-04-12
Olivier Sarr,OKC,,MIL,W,3:39,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-8,0.3,2024-04-12
Javon Freeman-Liberty,TOR,@,MIA,L,15:11,1,5,.200,0,3,.000,2,2,1.000,0,1,1,2,0,0,2,1,4,-6,0.2,2024-04-12
Deandre Ayton,POR,,HOU,L,22:40,3,10,.300,0,2,.000,0,0,,0,2,2,1,1,0,2,1,6,-2,0.1,2024-04-12
Mohamed Bamba,PHI,,ORL,W,1:06,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,0.0,2024-04-12
Reggie Bullock,HOU,@,POR,W,6:36,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0,+11,0.0,2024-04-12
