Player,Tm,vs,Opp,W/L,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GmSc,Date
Devin Booker,PHO,@,NOP,W,39:22,19,28,.679,8,16,.500,6,7,.857,1,2,3,9,0,1,3,3,52,+8,43.7,2024-04-01
Jaren Jackson,MEM,@,DET,W,34:23,13,23,.565,2,3,.667,12,14,.857,2,5,7,3,3,2,3,2,40,-13,33.9,2024-04-01
Tyrese Haliburton,IND,,BRK,W,26:43,9,15,.600,4,7,.571,5,5,1.000,0,4,4,13,1,1,0,1,27,+26,31.7,2024-04-01
Cade Cunningham,DET,,MEM,L,34:02,13,22,.591,3,4,.750,7,8,.875,1,3,4,8,2,1,4,1,36,+6,30.9,2024-04-01
Dalano Banton,POR,@,ORL,L,35:23,8,17,.471,4,8,.500,6,8,.750,0,5,5,5,3,2,1,1,26,+1,24.5,2024-04-01
Jusuf Nurkić,PHO,@,NOP,W,35:50,5,11,.455,1,2,.500,8,11,.727,8,11,19,4,1,2,1,5,19,+19,23.2,2024-04-01
Bogdan Bogdanović,ATL,@,CHI,W,33:58,6,7,.857,2,2,1.000,6,6,1.000,0,4,4,6,0,2,1,1,20,+19,22.9,2024-04-01
Miles Bridges,CHO,,BOS,L,42:39,10,23,.435,3,9,.333,3,3,1.000,1,10,11,8,0,0,1,0,26,-13,22.2,2024-04-01
Wendell Carter,ORL,,POR,W,31:12,6,10,.600,1,4,.250,4,7,.571,3,10,13,5,3,1,2,2,17,+13,20.7,2024-04-01
Kristaps Porziņģis,BOS,@,CHO,W,30:16,6,10,.600,1,3,.333,7,8,.875,2,5,7,5,0,1,1,1,20,+11,20.7,2024-04-01
DeMar DeRozan,CHI,,ATL,L,39:05,10,23,.435,0,3,.000,11,12,.917,0,2,2,5,2,0,3,4,31,-6,20.0,2024-04-01
Zion Williamson,NOP,,PHO,L,36:45,10,20,.500,0,0,,10,13,.769,1,1,2,5,1,0,3,4,30,-20,19.7,2024-04-01
Sam Hauser,BOS,@,CHO,W,24:14,9,13,.692,7,11,.636,0,0,,1,4,5,0,0,0,1,2,25,+7,19.6,2024-04-01
Jayson Tatum,BOS,@,CHO,W,34:23,9,19,.474,4,10,.400,3,3,1.000,0,10,10,4,2,1,4,2,25,+14,19.0,2024-04-01
Vit Krejci,ATL,@,CHI,W,24:54,6,6,1.000,6,6,1.000,0,0,,0,4,4,3,0,0,1,1,18,+1,18.1,2024-04-01
Grant Williams,CHO,,BOS,L,33:01,10,16,.625,2,4,.500,1,2,.500,3,4,7,2,0,0,1,3,23,0,17.9,2024-04-01
Trey Murphy,NOP,,PHO,L,32:18,7,14,.500,4,10,.400,3,4,.750,1,5,6,4,2,0,3,0,21,-18,17.6,2024-04-01
Luke Kennard,MEM,@,DET,W,36:00,7,14,.500,5,11,.455,0,0,,0,3,3,8,1,0,3,0,19,0,16.5,2024-04-01
Jabari Walker,POR,@,ORL,L,40:21,7,15,.467,2,6,.333,2,3,.667,3,6,9,5,0,0,0,2,18,0,16.5,2024-04-01
Jalen Smith,IND,,BRK,W,15:34,7,11,.636,1,1,1.000,2,3,.667,6,4,10,0,0,1,1,1,17,+5,16.4,2024-04-01
Jalen Suggs,ORL,,POR,W,32:46,5,8,.625,2,5,.400,3,3,1.000,0,3,3,7,0,2,2,1,15,+10,16.2,2024-04-01
Clint Capela,ATL,@,CHI,W,26:04,6,9,.667,0,0,,3,7,.429,5,6,11,1,1,2,1,2,15,+12,16.1,2024-04-01
Bradley Beal,PHO,@,NOP,W,39:05,5,8,.625,3,4,.750,0,0,,3,6,9,6,2,1,3,3,13,+2,16.0,2024-04-01
Derrick White,BOS,@,CHO,W,35:38,7,15,.467,4,10,.400,1,1,1.000,2,7,9,5,0,1,2,3,19,+13,15.8,2024-04-01
Franz Wagner,ORL,,POR,W,32:38,6,10,.600,1,2,.500,7,9,.778,1,5,6,1,0,0,1,2,20,+7,15.7,2024-04-01
Chimezie Metu,DET,,MEM,L,27:44,6,10,.600,1,3,.333,4,4,1.000,4,4,8,0,0,2,1,3,17,-8,15.6,2024-04-01
Deandre Ayton,POR,@,ORL,L,36:00,10,18,.556,0,0,,0,0,,4,8,12,3,0,0,2,4,20,-8,15.1,2024-04-01
Mikal Bridges,BRK,@,IND,L,29:29,7,17,.412,3,8,.375,2,2,1.000,0,0,0,6,1,0,0,0,19,-30,15.1,2024-04-01
Andre Drummond,CHI,,ATL,L,20:04,5,8,.625,0,0,,3,6,.500,8,10,18,0,0,0,1,2,13,-4,15.0,2024-04-01
Al Horford,BOS,@,CHO,W,24:50,6,11,.545,3,6,.500,0,0,,3,2,5,3,0,0,0,0,15,+8,14.5,2024-04-01
Brandon Clarke,MEM,@,DET,W,23:22,7,12,.583,1,1,1.000,0,0,,5,2,7,0,1,2,1,2,15,+10,14.1,2024-04-01
Jaden Ivey,DET,,MEM,L,34:51,7,17,.412,2,8,.250,4,5,.800,0,3,3,6,0,0,2,1,20,0,13.2,2024-04-01
Brandon Miller,CHO,,BOS,L,40:22,7,15,.467,3,6,.500,2,2,1.000,1,4,5,2,1,0,1,4,19,-5,13.0,2024-04-01
Obi Toppin,IND,,BRK,W,18:33,6,9,.667,1,3,.333,1,2,.500,1,3,4,3,1,0,1,2,14,+9,12.6,2024-04-01
Tosan Evbuomwan,DET,,MEM,L,35:21,4,5,.800,2,3,.667,0,0,,2,3,5,2,1,1,1,0,10,+6,12.5,2024-04-01
Trendon Watford,BRK,@,IND,L,33:48,8,11,.727,1,2,.500,4,7,.571,1,1,2,0,1,1,4,4,21,-12,12.4,2024-04-01
Kevin Durant,PHO,@,NOP,W,40:57,7,19,.368,3,11,.273,3,3,1.000,1,6,7,3,2,0,3,2,20,+13,12.3,2024-04-01
Cam Thomas,BRK,@,IND,L,29:02,7,16,.438,0,3,.000,8,9,.889,0,1,1,2,0,0,1,4,22,-25,12.3,2024-04-01
Coby White,CHI,,ATL,L,39:19,8,21,.381,2,7,.286,4,4,1.000,1,2,3,3,1,0,1,4,22,-9,12.3,2024-04-01
Dyson Daniels,NOP,,PHO,L,25:17,4,8,.500,1,3,.333,0,0,,2,5,7,5,2,0,0,3,9,+10,12.2,2024-04-01
Lonnie Walker,BRK,@,IND,L,19:45,5,13,.385,3,6,.500,1,2,.500,1,6,7,3,0,1,0,0,14,+11,11.8,2024-04-01
CJ McCollum,NOP,,PHO,L,39:36,6,17,.353,2,6,.333,1,1,1.000,2,3,5,9,0,1,3,1,15,-3,11.4,2024-04-01
Vasilije Micić,CHO,,BOS,L,36:57,5,13,.385,1,6,.167,2,2,1.000,0,2,2,9,0,0,1,1,13,-1,11.4,2024-04-01
Herbert Jones,NOP,,PHO,L,32:38,4,7,.571,1,2,.500,0,0,,0,1,1,3,4,0,0,3,9,-13,10.9,2024-04-01
T.J. McConnell,IND,,BRK,W,17:56,5,13,.385,0,0,,0,0,,0,4,4,8,2,0,0,2,10,+13,10.9,2024-04-01
Gary Harris,ORL,,POR,W,34:39,5,10,.500,2,6,.333,2,2,1.000,0,4,4,2,1,0,1,3,14,+9,10.4,2024-04-01
Pascal Siakam,IND,,BRK,W,23:39,7,15,.467,1,2,.500,0,0,,2,4,6,2,1,0,2,0,15,+22,10.3,2024-04-01
Gregory Jackson,MEM,@,DET,W,30:28,4,9,.444,1,4,.250,2,2,1.000,0,4,4,4,0,1,0,2,11,-13,10.2,2024-04-01
Myles Turner,IND,,BRK,W,14:13,3,5,.600,2,4,.500,1,2,.500,0,6,6,0,1,5,2,1,9,+19,10.2,2024-04-01
Ayo Dosunmu,CHI,,ATL,L,35:37,7,13,.538,1,5,.200,0,0,,1,2,3,1,1,0,1,2,15,-10,9.9,2024-04-01
Isaiah Jackson,IND,,BRK,W,14:16,3,3,1.000,0,0,,2,2,1.000,1,2,3,0,0,2,0,1,8,0,9.4,2024-04-01
Larry Nance,NOP,,PHO,L,19:20,3,7,.429,2,2,1.000,1,1,1.000,5,2,7,1,0,0,0,2,9,-3,9.3,2024-04-01
Grayson Allen,PHO,@,NOP,W,33:25,4,8,.500,2,5,.400,1,2,.500,0,2,2,4,0,1,1,2,11,+17,8.9,2024-04-01
Bruno Fernando,ATL,@,CHI,W,21:56,4,6,.667,0,0,,2,3,.667,1,3,4,4,1,0,2,4,10,0,8.8,2024-04-01
Dejounte Murray,ATL,@,CHI,W,33:25,7,17,.412,3,6,.500,0,0,,1,7,8,6,0,0,5,5,17,+11,7.9,2024-04-01
Aaron Nesmith,IND,,BRK,W,25:26,5,9,.556,1,3,.333,0,0,,2,2,4,0,0,0,0,2,11,+28,7.9,2024-04-01
Kris Murray,POR,@,ORL,L,29:11,2,7,.286,1,4,.250,2,2,1.000,2,3,5,1,3,0,0,3,7,+8,7.7,2024-04-01
Jonas Valančiūnas,NOP,,PHO,L,23:49,5,10,.500,0,2,.000,1,4,.250,1,6,7,1,0,0,0,1,11,-12,7.6,2024-04-01
Paolo Banchero,ORL,,POR,W,35:45,6,17,.353,2,7,.286,1,2,.500,0,4,4,4,0,1,2,1,15,+9,7.4,2024-04-01
Andrew Nembhard,IND,,BRK,W,23:52,2,6,.333,1,3,.333,2,2,1.000,1,1,2,6,0,0,1,1,7,+20,7.4,2024-04-01
Dāvis Bertāns,CHO,,BOS,L,22:41,3,6,.500,2,5,.400,0,0,,0,1,1,1,1,1,0,2,8,-15,6.9,2024-04-01
Jordan Goodwin,MEM,@,DET,W,24:05,2,8,.250,0,3,.000,0,0,,5,8,13,5,0,0,1,2,4,+10,6.8,2024-04-01
Scoot Henderson,POR,@,ORL,L,34:48,6,16,.375,1,5,.200,0,0,,2,6,8,9,0,0,5,5,13,-10,6.7,2024-04-01
Luke Kornet,BOS,@,CHO,W,13:12,2,2,1.000,0,0,,0,0,,1,3,4,1,1,0,0,0,4,+1,6.7,2024-04-01
Lamar Stevens,MEM,@,DET,W,23:01,3,8,.375,0,2,.000,1,3,.333,1,2,3,1,3,1,0,2,7,+10,6.7,2024-04-01
James Wiseman,DET,,MEM,L,28:23,5,8,.625,0,0,,0,1,.000,2,8,10,0,0,1,2,5,10,-2,6.5,2024-04-01
Jalen Johnson,ATL,@,CHI,W,24:58,4,12,.333,2,5,.400,1,2,.500,1,3,4,1,2,0,1,2,11,+15,6.3,2024-04-01
Alex Caruso,CHI,,ATL,L,32:55,3,13,.231,2,7,.286,0,0,,1,4,5,3,2,2,1,1,8,-17,6.1,2024-04-01
Nikola Vučević,CHI,,ATL,L,31:09,2,7,.286,1,2,.500,0,0,,1,13,14,3,1,0,1,4,5,-12,6.0,2024-04-01
Nic Claxton,BRK,@,IND,L,25:47,3,4,.750,0,0,,1,4,.250,1,10,11,0,0,1,2,2,7,-17,5.8,2024-04-01
Cole Anthony,ORL,,POR,W,15:14,3,6,.500,1,3,.333,2,2,1.000,0,3,3,1,0,0,2,0,9,-9,5.6,2024-04-01
Jonathan Isaac,ORL,,POR,W,17:24,2,4,.500,0,1,.000,2,2,1.000,1,3,4,0,0,2,1,1,6,-12,5.6,2024-04-01
Dennis Schröder,BRK,@,IND,L,20:56,2,5,.400,1,1,1.000,2,2,1.000,2,1,3,4,0,0,2,3,7,-15,5.6,2024-04-01
Garrison Mathews,ATL,@,CHI,W,17:12,3,7,.429,3,7,.429,0,0,,0,1,1,1,0,0,0,2,9,0,5.5,2024-04-01
Rayan Rupert,POR,@,ORL,L,31:26,4,11,.364,3,6,.500,0,0,,0,1,1,2,1,0,1,3,11,-11,5.4,2024-04-01
Terry Taylor,CHI,,ATL,L,9:45,1,2,.500,0,0,,2,2,1.000,2,0,2,0,1,0,0,0,4,+2,5.4,2024-04-01
Payton Pritchard,BOS,@,CHO,W,27:55,3,7,.429,0,4,.000,1,2,.500,1,2,3,5,0,0,1,4,7,+6,5.1,2024-04-01
Day'Ron Sharpe,BRK,@,IND,L,12:31,3,8,.375,0,1,.000,0,0,,6,5,11,0,0,0,2,1,6,+7,4.9,2024-04-01
Moritz Wagner,ORL,,POR,W,11:51,3,4,.750,2,3,.667,0,0,,1,0,1,0,0,0,1,3,8,-8,4.9,2024-04-01
Evan Fournier,DET,,MEM,L,29:10,2,8,.250,1,5,.200,0,0,,0,3,3,4,1,1,0,2,5,-4,4.8,2024-04-01
Dorian Finney-Smith,BRK,@,IND,L,22:50,2,4,.500,1,2,.500,0,0,,0,4,4,2,0,1,1,2,5,-24,4.5,2024-04-01
Jake LaRavia,MEM,@,DET,W,24:43,3,11,.273,2,4,.500,4,4,1.000,2,2,4,2,0,0,3,4,12,+7,4.3,2024-04-01
Moses Brown,POR,@,ORL,L,3:09,2,2,1.000,0,0,,0,0,,0,1,1,1,0,0,0,1,4,-2,4.0,2024-04-01
Ashton Hagans,POR,@,ORL,L,13:12,0,0,,0,0,,2,2,1.000,0,0,0,2,1,0,0,1,2,+9,4.0,2024-04-01
Santi Aldama,MEM,@,DET,W,23:08,1,3,.333,0,2,.000,0,0,,0,3,3,2,0,3,0,2,2,+3,3.9,2024-04-01
Marques Bolden,CHO,,BOS,L,14:59,2,3,.667,0,0,,0,0,,2,3,5,0,0,0,0,3,4,-14,3.8,2024-04-01
Drew Eubanks,PHO,@,NOP,W,12:10,1,2,.500,0,0,,2,2,1.000,1,1,2,1,0,1,0,4,4,-6,3.8,2024-04-01
Malachi Flynn,DET,,MEM,L,13:58,3,7,.429,2,5,.400,1,2,.500,0,2,2,0,0,1,2,1,9,-8,3.8,2024-04-01
Naji Marshall,NOP,,PHO,L,15:22,2,3,.667,0,0,,0,1,.000,0,1,1,1,1,0,0,3,4,0,3.1,2024-04-01
Jarace Walker,IND,,BRK,W,13:19,2,4,.500,0,0,,0,0,,1,1,2,2,0,0,1,1,4,-10,3.0,2024-04-01
Noah Clowney,BRK,@,IND,L,21:58,2,4,.500,0,0,,0,0,,1,2,3,2,1,0,2,2,4,+2,2.9,2024-04-01
Nick Smith,CHO,,BOS,L,1:24,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,+2,2.7,2024-04-01
Kobe Bufkin,ATL,@,CHI,W,17:11,1,4,.250,1,3,.333,0,0,,0,2,2,3,0,1,1,1,3,0,2.6,2024-04-01
De'Andre Hunter,ATL,@,CHI,W,32:48,3,12,.250,2,10,.200,0,0,,0,6,6,4,0,0,2,2,8,+8,2.6,2024-04-01
Aleksej Pokusevski,CHO,,BOS,L,15:37,1,7,.143,1,3,.333,0,0,,1,3,4,2,1,0,0,0,3,-3,2.5,2024-04-01
Jalen Wilson,BRK,@,IND,L,23:54,2,5,.400,1,3,.333,1,2,.500,0,1,1,1,0,0,1,1,6,-7,2.5,2024-04-01
Jared Rhoden,DET,,MEM,L,13:09,0,0,,0,0,,1,2,.500,0,1,1,1,0,2,0,2,1,-2,2.2,2024-04-01
Doug McDermott,IND,,BRK,W,18:50,2,6,.333,2,6,.333,0,0,,0,1,1,0,0,0,0,2,6,-3,2.1,2024-04-01
Oshae Brissett,BOS,@,CHO,W,13:12,0,1,.000,0,1,.000,1,2,.500,0,2,2,2,0,0,0,0,1,+8,1.9,2024-04-01
Royce O'Neale,PHO,@,NOP,W,15:05,1,4,.250,0,3,.000,0,0,,2,2,4,1,1,0,1,1,2,+3,1.9,2024-04-01
Troy Brown,DET,,MEM,L,18:17,0,2,.000,0,0,,0,0,,0,4,4,0,2,0,0,0,0,+2,1.8,2024-04-01
Duop Reath,POR,@,ORL,L,16:30,1,4,.250,0,2,.000,0,0,,0,3,3,0,1,1,0,1,2,+8,1.8,2024-04-01
Jordan Hawkins,NOP,,PHO,L,14:55,1,3,.333,1,2,.500,0,0,,0,1,1,0,0,0,0,0,3,-6,1.6,2024-04-01
JT Thor,CHO,,BOS,L,5:21,0,0,,0,0,,1,2,.500,0,1,1,0,0,1,0,0,1,-1,1.6,2024-04-01
Dalen Terry,CHI,,ATL,L,8:22,0,0,,0,0,,0,0,,0,0,0,2,0,0,0,0,0,-3,1.4,2024-04-01
Jevon Carter,CHI,,ATL,L,6:58,1,4,.250,1,2,.500,0,0,,1,0,1,0,0,0,0,0,3,+1,1.3,2024-04-01
Scotty Pippen,MEM,@,DET,W,20:50,0,3,.000,0,3,.000,0,0,,0,0,0,3,3,0,1,2,0,-4,1.2,2024-04-01
Tre Mann,CHO,,BOS,L,25:35,2,7,.286,0,3,.000,0,0,,0,4,4,4,0,0,2,2,4,-22,1.1,2024-04-01
Wesley Matthews,ATL,@,CHI,W,7:33,1,2,.500,0,1,.000,0,0,,0,1,1,0,0,0,0,1,2,-6,0.9,2024-04-01
Bol Bol,PHO,@,NOP,W,4:37,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,0,0,+5,0.6,2024-04-01
Xavier Tillman,BOS,@,CHO,W,4:35,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,1,0,-2,0.6,2024-04-01
Torrey Craig,CHI,,ATL,L,12:38,0,1,.000,0,1,.000,0,0,,1,1,2,0,0,0,0,0,0,-12,0.3,2024-04-01
Adama Sanogo,CHI,,ATL,L,2:04,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+5,0.3,2024-04-01
Isaiah Wong,IND,,BRK,W,4:17,1,3,.333,0,1,.000,0,0,,0,0,0,0,0,0,0,0,2,-5,0.3,2024-04-01
Eric Gordon,PHO,@,NOP,W,19:29,1,7,.143,1,6,.167,0,0,,0,1,1,1,1,0,0,1,3,+4,0.1,2024-04-01
Bryce McGowens,CHO,,BOS,L,1:24,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2,0.0,2024-04-01
Svi Mykhailiuk,BOS,@,CHO,W,1:24,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,0.0,2024-04-01
Ben Sheppard,IND,,BRK,W,16:21,1,3,.333,0,1,.000,1,1,1.000,0,1,1,1,0,0,1,4,3,-1,-0.3,2024-04-01
Jalen Duren,DET,,MEM,L,5:05,0,0,,0,0,,0,0,,0,1,1,1,1,0,2,1,0,0,-0.4,2024-04-01
Joe Ingles,ORL,,POR,W,15:22,0,1,.000,0,1,.000,0,0,,0,2,2,2,0,0,1,2,0,-6,-0.5,2024-04-01
Onuralp Bitim,CHI,,ATL,L,2:04,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,+5,-1.4,2024-04-01
Kendall Brown,IND,,BRK,W,7:01,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,3,0,-13,-1.9,2024-04-01
Markelle Fultz,ORL,,POR,W,13:09,0,6,.000,0,0,,0,0,,3,0,3,4,0,0,2,2,0,-8,-2.1,2024-04-01
Jrue Holiday,BOS,@,CHO,W,30:21,1,11,.091,0,8,.000,0,0,,1,4,5,2,0,0,1,2,2,+6,-3.8,2024-04-01
Giannis Antetokounmpo,MIL,@,WAS,L,36:19,15,21,.714,0,0,,5,9,.556,3,12,15,10,0,0,2,2,35,+2,34.6,2024-04-02
Nikola Jokić,DEN,,SAS,W,37:35,18,32,.563,1,6,.167,5,6,.833,4,12,16,6,1,2,4,2,42,+5,34.6,2024-04-02
Terry Rozier,MIA,,NYK,W,34:54,10,15,.667,8,11,.727,6,6,1.000,0,5,5,3,0,1,3,0,34,+10,28.8,2024-04-02
Jarrett Allen,CLE,@,UTA,W,33:12,8,11,.727,0,0,,5,6,.833,4,8,12,5,1,0,0,0,21,+26,25.8,2024-04-02
Luka Dončić,DAL,@,GSW,L,39:12,11,22,.500,5,11,.455,3,4,.750,1,11,12,11,0,0,5,1,30,+9,24.9,2024-04-02
Aaron Gordon,DEN,,SAS,W,33:03,9,12,.750,2,4,.500,3,3,1.000,2,5,7,4,1,1,0,3,23,+11,24.4,2024-04-02
Domantas Sabonis,SAC,,LAC,W,34:51,8,17,.471,0,3,.000,6,10,.600,7,13,20,9,2,0,4,1,22,-2,24.4,2024-04-02
LeBron James,LAL,@,TOR,W,28:47,10,12,.833,1,1,1.000,2,5,.400,0,4,4,9,0,0,1,0,23,+13,23.9,2024-04-02
Donte DiVincenzo,NYK,@,MIA,L,35:15,11,21,.524,6,15,.400,3,3,1.000,0,4,4,4,4,0,4,3,31,-17,23.5,2024-04-02
RJ Barrett,TOR,,LAL,L,26:27,11,18,.611,2,3,.667,4,7,.571,0,6,6,6,0,0,0,3,28,-9,23.4,2024-04-02
Evan Mobley,CLE,@,UTA,W,31:08,9,14,.643,1,2,.500,2,3,.667,3,4,7,5,2,2,1,2,21,+11,22.8,2024-04-02
Caris LeVert,CLE,@,UTA,W,34:02,9,13,.692,2,3,.667,6,7,.857,0,6,6,5,1,1,4,2,26,+17,22.3,2024-04-02
Corey Kispert,WAS,,MIL,W,38:04,10,18,.556,4,11,.364,3,4,.750,1,6,7,0,1,1,0,0,27,+5,22.2,2024-04-02
Victor Wembanyama,SAS,@,DEN,L,33:57,9,29,.310,2,11,.182,3,6,.500,5,10,15,8,1,9,2,3,23,-9,21.3,2024-04-02
Naz Reid,MIN,,HOU,W,33:59,10,17,.588,3,5,.600,2,2,1.000,1,5,6,2,2,1,3,1,25,+5,20.0,2024-04-02
Kelly Oubre,PHI,,OKC,W,36:45,8,16,.500,4,7,.571,5,5,1.000,2,4,6,2,1,1,2,2,25,+8,19.9,2024-04-02
Kyle Anderson,MIN,,HOU,W,30:09,6,8,.750,1,2,.500,0,0,,1,5,6,9,2,2,2,1,13,+8,19.3,2024-04-02
Joel Embiid,PHI,,OKC,W,29:21,6,14,.429,0,3,.000,12,12,1.000,1,5,6,7,3,0,6,4,24,-2,19.1,2024-04-02
Fred VanVleet,HOU,@,MIN,L,40:35,9,20,.450,4,13,.308,0,1,.000,2,3,5,5,5,0,1,5,22,+2,19.0,2024-04-02
Khris Middleton,MIL,@,WAS,L,30:51,9,19,.474,3,8,.375,3,4,.750,3,6,9,6,2,0,4,3,24,-14,18.8,2024-04-02
Brice Sensabaugh,UTA,,CLE,L,30:24,8,14,.571,6,9,.667,0,0,,1,6,7,4,1,0,2,3,22,-13,18.5,2024-04-02
Jared Butler,WAS,,MIL,W,17:29,7,10,.700,3,3,1.000,0,0,,1,2,3,3,2,0,0,0,17,-2,18.2,2024-04-02
Deni Avdija,WAS,,MIL,W,38:49,10,17,.588,0,5,.000,3,4,.750,1,7,8,5,1,1,3,4,23,+9,18.1,2024-04-02
Kyrie Irving,DAL,@,GSW,L,38:48,10,19,.526,4,8,.500,3,3,1.000,0,1,1,2,3,1,4,3,27,+6,17.9,2024-04-02
D'Angelo Russell,LAL,@,TOR,W,32:33,9,17,.529,7,14,.500,0,0,,0,2,2,7,0,0,4,1,25,+23,17.8,2024-04-02
Tre Jones,SAS,@,DEN,L,32:18,4,11,.364,2,5,.400,0,0,,3,9,12,11,1,1,0,1,10,+13,17.7,2024-04-02
Immanuel Quickley,TOR,,LAL,L,27:10,7,12,.583,3,7,.429,3,3,1.000,0,3,3,6,1,0,3,1,20,-8,17.1,2024-04-02
Jordan Poole,WAS,,MIL,W,35:18,6,14,.429,1,6,.167,3,3,1.000,0,4,4,13,2,0,3,3,16,+7,16.7,2024-04-02
Andrew Wiggins,GSW,,DAL,W,32:44,8,16,.500,3,5,.600,4,4,1.000,2,2,4,2,1,1,3,1,23,+3,16.7,2024-04-02
Max Strus,CLE,@,UTA,W,32:41,4,8,.500,3,7,.429,4,4,1.000,0,4,4,6,2,0,2,1,15,+15,16.0,2024-04-02
Miles McBride,NYK,@,MIA,L,44:45,9,16,.563,4,8,.500,2,2,1.000,0,2,2,2,0,1,2,3,24,-4,15.9,2024-04-02
Draymond Green,GSW,,DAL,W,30:45,5,8,.625,0,1,.000,1,1,1.000,3,5,8,6,4,1,3,3,11,-4,15.7,2024-04-02
De'Aaron Fox,SAC,,LAC,W,33:48,6,20,.300,1,7,.143,7,7,1.000,0,3,3,7,1,1,0,2,20,+13,15.1,2024-04-02
Rui Hachimura,LAL,@,TOR,W,25:53,6,9,.667,2,4,.500,0,0,,1,3,4,4,1,0,0,1,14,+6,15.1,2024-04-02
Trey Lyles,SAC,,LAC,W,26:05,6,11,.545,3,8,.375,0,1,.000,2,2,4,5,1,1,1,1,15,+14,15.1,2024-04-02
Chet Holmgren,OKC,@,PHI,L,29:06,7,14,.500,3,6,.500,5,5,1.000,1,6,7,1,0,2,3,4,22,-11,15.0,2024-04-02
Sam Merrill,CLE,@,UTA,W,32:02,6,13,.462,6,12,.500,0,0,,1,3,4,5,0,0,1,1,18,+15,15.0,2024-04-02
Bam Adebayo,MIA,,NYK,W,32:32,6,9,.667,0,0,,3,4,.750,2,7,9,1,1,0,1,0,15,+13,14.9,2024-04-02
Pat Connaughton,MIL,@,WAS,L,29:09,4,11,.364,3,10,.300,4,4,1.000,3,5,8,5,0,1,1,2,15,+4,14.9,2024-04-02
Kelly Olynyk,TOR,,LAL,L,26:50,6,10,.600,0,2,.000,2,2,1.000,2,5,7,4,1,2,1,4,14,-18,14.9,2024-04-02
Luguentz Dort,OKC,@,PHI,L,33:14,5,10,.500,3,6,.500,2,4,.500,2,6,8,3,2,2,3,1,15,+6,14.5,2024-04-02
Paul George,LAC,@,SAC,L,29:25,5,12,.417,2,5,.400,6,6,1.000,1,3,4,1,2,0,1,1,18,-7,14.5,2024-04-02
Anthony Edwards,MIN,,HOU,W,36:12,5,16,.313,0,6,.000,11,11,1.000,1,4,5,3,2,0,3,1,21,0,14.4,2024-04-02
Max Christie,LAL,@,TOR,W,20:10,5,10,.500,2,4,.500,0,0,,2,5,7,3,2,1,0,1,12,+8,14.3,2024-04-02
Jalen Green,HOU,@,MIN,L,38:15,10,22,.455,2,11,.182,4,4,1.000,1,4,5,6,0,0,5,4,26,-1,14.1,2024-04-02
Mike Conley,MIN,,HOU,W,29:47,4,7,.571,3,4,.750,3,3,1.000,0,2,2,6,3,0,4,2,14,+5,13.7,2024-04-02
Isaiah Joe,OKC,@,PHI,L,27:53,4,13,.308,4,11,.364,2,2,1.000,1,3,4,7,2,1,2,0,14,-3,13.7,2024-04-02
Jabari Smith,HOU,@,MIN,L,35:56,7,14,.500,2,8,.250,2,2,1.000,1,7,8,3,0,0,1,3,18,-13,13.7,2024-04-02
Haywood Highsmith,MIA,,NYK,W,28:04,6,11,.545,2,4,.500,0,0,,4,4,8,1,1,0,0,2,14,-1,13.6,2024-04-02
Norman Powell,LAC,@,SAC,L,28:21,4,7,.571,3,4,.750,6,6,1.000,0,2,2,1,1,0,2,1,17,-3,13.6,2024-04-02
Taylor Hendricks,UTA,,CLE,L,27:32,7,13,.538,4,6,.667,0,0,,1,2,3,1,2,0,1,3,18,-7,13.5,2024-04-02
Michael Porter,DEN,,SAS,W,35:14,5,16,.313,3,8,.375,2,3,.667,2,14,16,3,1,1,1,1,15,-3,13.4,2024-04-02
Malaki Branham,SAS,@,DEN,L,37:05,10,19,.526,3,8,.375,1,2,.500,0,3,3,1,0,0,1,4,24,-3,13.3,2024-04-02
Davion Mitchell,SAC,,LAC,W,25:23,5,10,.500,4,7,.571,0,0,,2,2,4,3,0,0,0,0,14,+16,13.1,2024-04-02
Tobias Harris,PHI,,OKC,W,34:59,5,14,.357,5,8,.625,3,4,.750,0,6,6,4,0,1,1,3,18,+1,12.9,2024-04-02
Amen Thompson,HOU,@,MIN,L,25:25,4,9,.444,0,0,,1,3,.333,4,5,9,4,3,0,0,2,9,-15,12.8,2024-04-02
Keegan Murray,SAC,,LAC,W,37:53,8,18,.444,2,7,.286,1,1,1.000,2,3,5,2,1,1,2,1,19,+3,12.6,2024-04-02
Chris Paul,GSW,,DAL,W,19:35,6,11,.545,2,3,.667,0,0,,0,1,1,5,0,0,0,0,14,+8,12.5,2024-04-02
Paul Reed,PHI,,OKC,W,18:34,6,8,.750,0,0,,0,0,,2,7,9,1,0,1,1,1,12,+6,12.3,2024-04-02
